id,franchID,franchName,wins,losses,R,AB,salary_mean,salary_sum
1962,LAD,Los Angeles Dodgers,102,63,842,5628,NA,NA
1962,MIN,Minnesota Twins,91,71,798,5561,NA,NA
1962,NYM,New York Mets,40,120,617,5492,NA,NA
1962,NYY,New York Yankees,96,66,817,5644,NA,NA
1962,OAK,Oakland Athletics,72,90,745,5576,NA,NA
1962,PHI,Philadelphia Phillies,81,80,705,5420,NA,NA
1962,PIT,Pittsburgh Pirates,93,68,706,5483,NA,NA
1962,SFG,San Francisco Giants,103,62,878,5588,NA,NA
1962,STL,St. Louis Cardinals,84,78,774,5643,NA,NA
1962,TEX,Texas Rangers,60,101,599,5484,NA,NA
1963,ANA,Los Angeles Angels of Anaheim,70,91,597,5506,NA,NA
1963,ATL,Atlanta Braves,84,78,677,5518,NA,NA
1963,BAL,Baltimore Orioles,86,76,644,5448,NA,NA
1963,BOS,Boston Red Sox,76,85,666,5575,NA,NA
1963,CHC,Chicago Cubs,82,80,570,5404,NA,NA
1963,CHW,Chicago White Sox,94,68,683,5508,NA,NA
1963,CIN,Cincinnati Reds,86,76,648,5416,NA,NA
1963,CLE,Cleveland Indians,79,83,635,5496,NA,NA
1963,DET,Detroit Tigers,79,83,700,5500,NA,NA
1963,HOU,Houston Astros,66,96,464,5384,NA,NA
1963,LAD,Los Angeles Dodgers,99,63,640,5428,NA,NA
1963,MIN,Minnesota Twins,91,70,767,5531,NA,NA
1963,NYM,New York Mets,51,111,501,5336,NA,NA
1963,NYY,New York Yankees,104,57,714,5506,NA,NA
1963,OAK,Oakland Athletics,73,89,615,5495,NA,NA
1963,PHI,Philadelphia Phillies,87,75,642,5524,NA,NA
1963,PIT,Pittsburgh Pirates,74,88,567,5536,NA,NA
1963,SFG,San Francisco Giants,88,74,725,5579,NA,NA
1963,STL,St. Louis Cardinals,93,69,747,5678,NA,NA
1963,TEX,Texas Rangers,56,106,578,5446,NA,NA
1964,ANA,Los Angeles Angels of Anaheim,82,80,544,5362,NA,NA
1964,ATL,Atlanta Braves,88,74,803,5591,NA,NA
1964,BAL,Baltimore Orioles,97,65,679,5463,NA,NA
1964,BOS,Boston Red Sox,72,90,688,5513,NA,NA
1964,CHC,Chicago Cubs,76,86,649,5545,NA,NA
1964,CHW,Chicago White Sox,98,64,642,5491,NA,NA
1964,CIN,Cincinnati Reds,92,70,660,5561,NA,NA
1964,CLE,Cleveland Indians,79,83,689,5603,NA,NA
1964,DET,Detroit Tigers,85,77,699,5513,NA,NA
1964,HOU,Houston Astros,66,96,495,5303,NA,NA
1964,LAD,Los Angeles Dodgers,80,82,614,5499,NA,NA
1964,MIN,Minnesota Twins,79,83,737,5610,NA,NA
1964,NYM,New York Mets,53,109,569,5566,NA,NA
1964,NYY,New York Yankees,99,63,730,5705,NA,NA
1964,OAK,Oakland Athletics,57,105,621,5524,NA,NA
1964,PHI,Philadelphia Phillies,92,70,693,5493,NA,NA
1964,PIT,Pittsburgh Pirates,80,82,663,5566,NA,NA
1964,SFG,San Francisco Giants,90,72,656,5535,NA,NA
1964,STL,St. Louis Cardinals,93,69,715,5625,NA,NA
1964,TEX,Texas Rangers,62,100,578,5396,NA,NA
1965,ANA,Los Angeles Angels of Anaheim,75,87,527,5354,NA,NA
1965,ATL,Atlanta Braves,86,76,708,5542,NA,NA
1965,BAL,Baltimore Orioles,94,68,641,5450,NA,NA
1965,BOS,Boston Red Sox,62,100,669,5487,NA,NA
1965,CHC,Chicago Cubs,72,90,635,5540,NA,NA
1965,CHW,Chicago White Sox,95,67,647,5509,NA,NA
1965,CIN,Cincinnati Reds,89,73,825,5658,NA,NA
1965,CLE,Cleveland Indians,87,75,663,5469,NA,NA
1965,DET,Detroit Tigers,89,73,680,5368,NA,NA
1965,HOU,Houston Astros,65,97,569,5483,NA,NA
1965,LAD,Los Angeles Dodgers,97,65,608,5425,NA,NA
1965,MIN,Minnesota Twins,102,60,774,5488,NA,NA
1965,NYM,New York Mets,50,112,495,5441,NA,NA
1965,NYY,New York Yankees,77,85,611,5470,NA,NA
1965,OAK,Oakland Athletics,59,103,585,5393,NA,NA
1965,PHI,Philadelphia Phillies,85,76,654,5528,NA,NA
1965,PIT,Pittsburgh Pirates,90,72,675,5686,NA,NA
1965,SFG,San Francisco Giants,95,67,682,5495,NA,NA
1965,STL,St. Louis Cardinals,80,81,707,5579,NA,NA
1965,TEX,Texas Rangers,70,92,591,5374,NA,NA
1966,ANA,Los Angeles Angels of Anaheim,80,82,604,5360,NA,NA
1966,ATL,Atlanta Braves,85,77,782,5617,NA,NA
1966,BAL,Baltimore Orioles,97,63,755,5529,NA,NA
1966,BOS,Boston Red Sox,72,90,655,5498,NA,NA
1966,CHC,Chicago Cubs,59,103,644,5592,NA,NA
1966,CHW,Chicago White Sox,83,79,574,5348,NA,NA
1966,CIN,Cincinnati Reds,76,84,692,5521,NA,NA
1966,CLE,Cleveland Indians,81,81,574,5474,NA,NA
1966,DET,Detroit Tigers,88,74,719,5507,NA,NA
1966,HOU,Houston Astros,72,90,612,5511,NA,NA
1966,LAD,Los Angeles Dodgers,95,67,606,5471,NA,NA
1966,MIN,Minnesota Twins,89,73,663,5390,NA,NA
1966,NYM,New York Mets,66,95,587,5371,NA,NA
1966,NYY,New York Yankees,70,89,611,5330,NA,NA
1966,OAK,Oakland Athletics,74,86,564,5328,NA,NA
1966,PHI,Philadelphia Phillies,87,75,696,5607,NA,NA
1966,PIT,Pittsburgh Pirates,92,70,759,5676,NA,NA
1966,SFG,San Francisco Giants,93,68,675,5539,NA,NA
1966,STL,St. Louis Cardinals,83,79,571,5480,NA,NA
1966,TEX,Texas Rangers,71,88,557,5318,NA,NA
1967,ANA,Los Angeles Angels of Anaheim,84,77,567,5307,NA,NA
1967,ATL,Atlanta Braves,77,85,631,5450,NA,NA
1967,BAL,Baltimore Orioles,76,85,654,5456,NA,NA
1967,BOS,Boston Red Sox,92,70,722,5471,NA,NA
1967,CHC,Chicago Cubs,87,74,702,5463,NA,NA
1967,CHW,Chicago White Sox,89,73,531,5383,NA,NA
1967,CIN,Cincinnati Reds,87,75,604,5519,NA,NA
1967,CLE,Cleveland Indians,75,87,559,5461,NA,NA
1967,DET,Detroit Tigers,91,71,683,5410,NA,NA
1967,HOU,Houston Astros,69,93,626,5506,NA,NA
1967,LAD,Los Angeles Dodgers,73,89,519,5456,NA,NA
1967,MIN,Minnesota Twins,91,71,671,5458,NA,NA
1967,NYM,New York Mets,61,101,498,5417,NA,NA
1967,NYY,New York Yankees,72,90,522,5443,NA,NA
1967,OAK,Oakland Athletics,62,99,533,5349,NA,NA
1967,PHI,Philadelphia Phillies,82,80,612,5401,NA,NA
1967,PIT,Pittsburgh Pirates,81,81,679,5724,NA,NA
1967,SFG,San Francisco Giants,91,71,652,5524,NA,NA
1967,STL,St. Louis Cardinals,101,60,695,5566,NA,NA
1967,TEX,Texas Rangers,76,85,550,5441,NA,NA
1968,ANA,Los Angeles Angels of Anaheim,67,95,498,5331,NA,NA
1968,ATL,Atlanta Braves,81,81,514,5552,NA,NA
1968,BAL,Baltimore Orioles,91,71,579,5275,NA,NA
1968,BOS,Boston Red Sox,86,76,614,5303,NA,NA
1968,CHC,Chicago Cubs,84,78,612,5458,NA,NA
1968,CHW,Chicago White Sox,67,95,463,5405,NA,NA
1968,CIN,Cincinnati Reds,83,79,690,5767,NA,NA
1968,CLE,Cleveland Indians,86,75,516,5416,NA,NA
1968,DET,Detroit Tigers,103,59,671,5490,NA,NA
1968,HOU,Houston Astros,72,90,510,5336,NA,NA
1968,LAD,Los Angeles Dodgers,76,86,470,5354,NA,NA
1968,MIN,Minnesota Twins,79,83,562,5373,NA,NA
1968,NYM,New York Mets,73,89,473,5503,NA,NA
1968,NYY,New York Yankees,83,79,536,5310,NA,NA
1968,OAK,Oakland Athletics,82,80,569,5406,NA,NA
1968,PHI,Philadelphia Phillies,76,86,543,5372,NA,NA
1968,PIT,Pittsburgh Pirates,80,82,583,5569,NA,NA
1968,SFG,San Francisco Giants,88,74,599,5441,NA,NA
1968,STL,St. Louis Cardinals,97,65,583,5561,NA,NA
1968,TEX,Texas Rangers,65,96,524,5400,NA,NA
1969,ANA,Los Angeles Angels of Anaheim,71,91,528,5316,NA,NA
1969,ATL,Atlanta Braves,93,69,691,5460,NA,NA
1969,BAL,Baltimore Orioles,109,53,779,5518,NA,NA
1969,BOS,Boston Red Sox,87,75,743,5494,NA,NA
1969,CHC,Chicago Cubs,92,70,720,5530,NA,NA
1969,CHW,Chicago White Sox,68,94,625,5450,NA,NA
1969,CIN,Cincinnati Reds,89,73,798,5634,NA,NA
1969,CLE,Cleveland Indians,62,99,573,5365,NA,NA
1969,DET,Detroit Tigers,90,72,701,5441,NA,NA
1969,HOU,Houston Astros,81,81,676,5348,NA,NA
1969,KCR,Kansas City Royals,69,93,586,5462,NA,NA
1969,LAD,Los Angeles Dodgers,85,77,645,5532,NA,NA
1969,MIL,Milwaukee Brewers,64,98,639,5444,NA,NA
1969,MIN,Minnesota Twins,97,65,790,5677,NA,NA
1969,NYM,New York Mets,100,62,632,5427,NA,NA
1969,NYY,New York Yankees,80,81,562,5308,NA,NA
1969,OAK,Oakland Athletics,88,74,740,5614,NA,NA
1969,PHI,Philadelphia Phillies,63,99,645,5408,NA,NA
1969,PIT,Pittsburgh Pirates,88,74,725,5626,NA,NA
1969,SDP,San Diego Padres,52,110,468,5357,NA,NA
1969,SFG,San Francisco Giants,90,72,713,5474,NA,NA
1969,STL,St. Louis Cardinals,87,75,595,5536,NA,NA
1969,TEX,Texas Rangers,86,76,694,5447,NA,NA
1969,WSN,Washington Nationals,52,110,582,5419,NA,NA
1970,ANA,Los Angeles Angels of Anaheim,86,76,631,5532,NA,NA
1970,ATL,Atlanta Braves,76,86,736,5546,NA,NA
1970,BAL,Baltimore Orioles,108,54,792,5545,NA,NA
1970,BOS,Boston Red Sox,87,75,786,5535,NA,NA
1970,CHC,Chicago Cubs,84,78,806,5491,NA,NA
1970,CHW,Chicago White Sox,56,106,633,5514,NA,NA
1970,CIN,Cincinnati Reds,102,60,775,5540,NA,NA
1970,CLE,Cleveland Indians,76,86,649,5463,NA,NA
1970,DET,Detroit Tigers,79,83,666,5377,NA,NA
1970,HOU,Houston Astros,79,83,744,5574,NA,NA
1970,KCR,Kansas City Royals,65,97,611,5503,NA,NA
1970,LAD,Los Angeles Dodgers,87,74,749,5606,NA,NA
1970,MIL,Milwaukee Brewers,65,97,613,5395,NA,NA
1970,MIN,Minnesota Twins,98,64,744,5483,NA,NA
1970,NYM,New York Mets,83,79,695,5443,NA,NA
1970,NYY,New York Yankees,93,69,680,5492,NA,NA
1970,OAK,Oakland Athletics,89,73,678,5376,NA,NA
1970,PHI,Philadelphia Phillies,73,88,594,5456,NA,NA
1970,PIT,Pittsburgh Pirates,89,73,729,5637,NA,NA
1970,SDP,San Diego Padres,63,99,681,5494,NA,NA
1970,SFG,San Francisco Giants,86,76,831,5578,NA,NA
1970,STL,St. Louis Cardinals,76,86,744,5689,NA,NA
1970,TEX,Texas Rangers,70,92,626,5460,NA,NA
1970,WSN,Washington Nationals,73,89,687,5411,NA,NA
1971,ANA,Los Angeles Angels of Anaheim,76,86,511,5495,NA,NA
1971,ATL,Atlanta Braves,82,80,643,5575,NA,NA
1971,BAL,Baltimore Orioles,101,57,742,5303,NA,NA
1971,BOS,Boston Red Sox,85,77,691,5401,NA,NA
1971,CHC,Chicago Cubs,83,79,637,5438,NA,NA
1971,CHW,Chicago White Sox,79,83,617,5382,NA,NA
1971,CIN,Cincinnati Reds,79,83,586,5414,NA,NA
1971,CLE,Cleveland Indians,60,102,543,5467,NA,NA
1971,DET,Detroit Tigers,91,71,701,5502,NA,NA
1971,HOU,Houston Astros,79,83,585,5492,NA,NA
1971,KCR,Kansas City Royals,85,76,603,5295,NA,NA
1971,LAD,Los Angeles Dodgers,89,73,663,5523,NA,NA
1971,MIL,Milwaukee Brewers,69,92,534,5185,NA,NA
1971,MIN,Minnesota Twins,74,86,654,5414,NA,NA
1971,NYM,New York Mets,83,79,588,5477,NA,NA
1971,NYY,New York Yankees,82,80,648,5413,NA,NA
1971,OAK,Oakland Athletics,101,60,691,5494,NA,NA
1971,PHI,Philadelphia Phillies,67,95,558,5538,NA,NA
1971,PIT,Pittsburgh Pirates,97,65,788,5674,NA,NA
1971,SDP,San Diego Padres,61,100,486,5366,NA,NA
1971,SFG,San Francisco Giants,90,72,706,5461,NA,NA
1971,STL,St. Louis Cardinals,90,72,739,5610,NA,NA
1971,TEX,Texas Rangers,63,96,537,5290,NA,NA
1971,WSN,Washington Nationals,71,90,622,5335,NA,NA
1972,ANA,Los Angeles Angels of Anaheim,75,80,454,5165,NA,NA
1972,ATL,Atlanta Braves,70,84,628,5278,NA,NA
1972,BAL,Baltimore Orioles,80,74,519,5028,NA,NA
1972,BOS,Boston Red Sox,85,70,640,5208,NA,NA
1972,CHC,Chicago Cubs,85,70,685,5247,NA,NA
1972,CHW,Chicago White Sox,87,67,566,5083,NA,NA
1972,CIN,Cincinnati Reds,95,59,707,5241,NA,NA
1972,CLE,Cleveland Indians,72,84,472,5207,NA,NA
1972,DET,Detroit Tigers,86,70,558,5099,NA,NA
1972,HOU,Houston Astros,84,69,708,5267,NA,NA
1972,KCR,Kansas City Royals,76,78,580,5167,NA,NA
1972,LAD,Los Angeles Dodgers,85,70,584,5270,NA,NA
1972,MIL,Milwaukee Brewers,65,91,493,5124,NA,NA
1972,MIN,Minnesota Twins,77,77,537,5234,NA,NA
1972,NYM,New York Mets,83,73,528,5135,NA,NA
1972,NYY,New York Yankees,79,76,557,5168,NA,NA
1972,OAK,Oakland Athletics,93,62,604,5200,NA,NA
1972,PHI,Philadelphia Phillies,59,97,503,5248,NA,NA
1972,PIT,Pittsburgh Pirates,96,59,691,5490,NA,NA
1972,SDP,San Diego Padres,58,95,488,5213,NA,NA
1972,SFG,San Francisco Giants,69,86,662,5245,NA,NA
1972,STL,St. Louis Cardinals,75,81,568,5326,NA,NA
1972,TEX,Texas Rangers,54,100,461,5029,NA,NA
1972,WSN,Washington Nationals,70,86,513,5156,NA,NA
1973,ANA,Los Angeles Angels of Anaheim,79,83,629,5505,NA,NA
1973,ATL,Atlanta Braves,76,85,799,5631,NA,NA
1973,BAL,Baltimore Orioles,97,65,754,5537,NA,NA
1973,BOS,Boston Red Sox,89,73,738,5513,NA,NA
1973,CHC,Chicago Cubs,77,84,614,5363,NA,NA
1973,CHW,Chicago White Sox,77,85,652,5475,NA,NA
1973,CIN,Cincinnati Reds,99,63,741,5505,NA,NA
1973,CLE,Cleveland Indians,71,91,680,5592,NA,NA
1973,DET,Detroit Tigers,85,77,642,5508,NA,NA
1973,HOU,Houston Astros,82,80,681,5532,NA,NA
1973,KCR,Kansas City Royals,88,74,755,5508,NA,NA
1973,LAD,Los Angeles Dodgers,95,66,675,5604,NA,NA
1973,MIL,Milwaukee Brewers,74,88,708,5526,NA,NA
1973,MIN,Minnesota Twins,81,81,738,5625,NA,NA
1973,NYM,New York Mets,82,79,608,5457,NA,NA
1973,NYY,New York Yankees,80,82,641,5492,NA,NA
1973,OAK,Oakland Athletics,94,68,758,5507,NA,NA
1973,PHI,Philadelphia Phillies,71,91,642,5546,NA,NA
1973,PIT,Pittsburgh Pirates,80,82,704,5608,NA,NA
1973,SDP,San Diego Padres,60,102,548,5457,NA,NA
1973,SFG,San Francisco Giants,88,74,739,5537,NA,NA
1973,STL,St. Louis Cardinals,81,81,643,5478,NA,NA
1973,TEX,Texas Rangers,57,105,619,5488,NA,NA
1973,WSN,Washington Nationals,79,83,668,5369,NA,NA
1974,ANA,Los Angeles Angels of Anaheim,68,94,618,5401,NA,NA
1974,ATL,Atlanta Braves,88,74,661,5533,NA,NA
1974,BAL,Baltimore Orioles,91,71,659,5535,NA,NA
1974,BOS,Boston Red Sox,84,78,696,5499,NA,NA
1974,CHC,Chicago Cubs,66,96,669,5574,NA,NA
1974,CHW,Chicago White Sox,80,80,684,5577,NA,NA
1974,CIN,Cincinnati Reds,98,64,776,5535,NA,NA
1974,CLE,Cleveland Indians,77,85,662,5474,NA,NA
1974,DET,Detroit Tigers,72,90,620,5568,NA,NA
1974,HOU,Houston Astros,81,81,653,5489,NA,NA
1974,KCR,Kansas City Royals,77,85,667,5582,NA,NA
1974,LAD,Los Angeles Dodgers,102,60,798,5557,NA,NA
1974,MIL,Milwaukee Brewers,76,86,647,5472,NA,NA
1974,MIN,Minnesota Twins,82,80,673,5632,NA,NA
1974,NYM,New York Mets,71,91,572,5468,NA,NA
1974,NYY,New York Yankees,89,73,671,5524,NA,NA
1974,OAK,Oakland Athletics,90,72,689,5331,NA,NA
1974,PHI,Philadelphia Phillies,80,82,676,5494,NA,NA
1974,PIT,Pittsburgh Pirates,88,74,751,5702,NA,NA
1974,SDP,San Diego Padres,60,102,541,5415,NA,NA
1974,SFG,San Francisco Giants,72,90,634,5482,NA,NA
1974,STL,St. Louis Cardinals,86,75,677,5620,NA,NA
1974,TEX,Texas Rangers,84,76,690,5449,NA,NA
1974,WSN,Washington Nationals,79,82,662,5343,NA,NA
1975,ANA,Los Angeles Angels of Anaheim,72,89,628,5377,NA,NA
1975,ATL,Atlanta Braves,67,94,583,5424,NA,NA
1975,BAL,Baltimore Orioles,90,69,682,5474,NA,NA
1975,BOS,Boston Red Sox,95,65,796,5448,NA,NA
1975,CHC,Chicago Cubs,75,87,712,5470,NA,NA
1975,CHW,Chicago White Sox,75,86,655,5490,NA,NA
1975,CIN,Cincinnati Reds,108,54,840,5581,NA,NA
1975,CLE,Cleveland Indians,79,80,688,5404,NA,NA
1975,DET,Detroit Tigers,57,102,570,5366,NA,NA
1975,HOU,Houston Astros,64,97,664,5515,NA,NA
1975,KCR,Kansas City Royals,91,71,710,5491,NA,NA
1975,LAD,Los Angeles Dodgers,88,74,648,5453,NA,NA
1975,MIL,Milwaukee Brewers,68,94,675,5378,NA,NA
1975,MIN,Minnesota Twins,76,83,724,5514,NA,NA
1975,NYM,New York Mets,82,80,646,5587,NA,NA
1975,NYY,New York Yankees,83,77,681,5415,NA,NA
1975,OAK,Oakland Athletics,98,64,758,5415,NA,NA
1975,PHI,Philadelphia Phillies,86,76,735,5592,NA,NA
1975,PIT,Pittsburgh Pirates,92,69,712,5489,NA,NA
1975,SDP,San Diego Padres,71,91,552,5429,NA,NA
1975,SFG,San Francisco Giants,80,81,659,5447,NA,NA
1975,STL,St. Louis Cardinals,82,80,662,5597,NA,NA
1975,TEX,Texas Rangers,79,83,714,5599,NA,NA
1975,WSN,Washington Nationals,75,87,601,5518,NA,NA
1976,ANA,Los Angeles Angels of Anaheim,76,86,550,5385,NA,NA
1976,ATL,Atlanta Braves,70,92,620,5345,NA,NA
1976,BAL,Baltimore Orioles,88,74,619,5457,NA,NA
1976,BOS,Boston Red Sox,83,79,716,5511,NA,NA
1976,CHC,Chicago Cubs,75,87,611,5519,NA,NA
1976,CHW,Chicago White Sox,64,97,586,5532,NA,NA
1976,CIN,Cincinnati Reds,102,60,857,5702,NA,NA
1976,CLE,Cleveland Indians,81,78,615,5412,NA,NA
1976,DET,Detroit Tigers,74,87,609,5441,NA,NA
1976,HOU,Houston Astros,80,82,625,5464,NA,NA
1976,KCR,Kansas City Royals,90,72,713,5540,NA,NA
1976,LAD,Los Angeles Dodgers,92,70,608,5472,NA,NA
1976,MIL,Milwaukee Brewers,66,95,570,5396,NA,NA
1976,MIN,Minnesota Twins,85,77,743,5574,NA,NA
1976,NYM,New York Mets,86,76,615,5415,NA,NA
1976,NYY,New York Yankees,97,62,730,5555,NA,NA
1976,OAK,Oakland Athletics,87,74,686,5353,NA,NA
1976,PHI,Philadelphia Phillies,101,61,770,5528,NA,NA
1976,PIT,Pittsburgh Pirates,92,70,708,5604,NA,NA
1976,SDP,San Diego Padres,73,89,570,5369,NA,NA
1976,SFG,San Francisco Giants,74,88,595,5452,NA,NA
1976,STL,St. Louis Cardinals,72,90,629,5516,NA,NA
1976,TEX,Texas Rangers,76,86,616,5555,NA,NA
1976,WSN,Washington Nationals,55,107,531,5428,NA,NA
1977,ANA,Los Angeles Angels of Anaheim,74,88,675,5410,NA,NA
1977,ATL,Atlanta Braves,61,101,678,5534,NA,NA
1977,BAL,Baltimore Orioles,97,64,719,5494,NA,NA
1977,BOS,Boston Red Sox,97,64,859,5510,NA,NA
1977,CHC,Chicago Cubs,81,81,692,5604,NA,NA
1977,CHW,Chicago White Sox,90,72,844,5633,NA,NA
1977,CIN,Cincinnati Reds,88,74,802,5524,NA,NA
1977,CLE,Cleveland Indians,71,90,676,5491,NA,NA
1977,DET,Detroit Tigers,74,88,714,5604,NA,NA
1977,HOU,Houston Astros,81,81,680,5530,NA,NA
1977,KCR,Kansas City Royals,102,60,822,5594,NA,NA
1977,LAD,Los Angeles Dodgers,98,64,769,5589,NA,NA
1977,MIL,Milwaukee Brewers,67,95,639,5517,NA,NA
1977,MIN,Minnesota Twins,84,77,867,5639,NA,NA
1977,NYM,New York Mets,64,98,587,5410,NA,NA
1977,NYY,New York Yankees,100,62,831,5605,NA,NA
1977,OAK,Oakland Athletics,63,98,605,5358,NA,NA
1977,PHI,Philadelphia Phillies,101,61,847,5546,NA,NA
1977,PIT,Pittsburgh Pirates,96,66,734,5662,NA,NA
1977,SDP,San Diego Padres,69,93,692,5602,NA,NA
1977,SEA,Seattle Mariners,64,98,624,5460,NA,NA
1977,SFG,San Francisco Giants,75,87,673,5497,NA,NA
1977,STL,St. Louis Cardinals,83,79,737,5527,NA,NA
1977,TEX,Texas Rangers,94,68,767,5541,NA,NA
1977,TOR,Toronto Blue Jays,54,107,605,5418,NA,NA
1977,WSN,Washington Nationals,75,87,665,5675,NA,NA
1978,ANA,Los Angeles Angels of Anaheim,87,75,691,5472,NA,NA
1978,ATL,Atlanta Braves,69,93,600,5381,NA,NA
1978,BAL,Baltimore Orioles,90,71,659,5422,NA,NA
1978,BOS,Boston Red Sox,99,64,796,5587,NA,NA
1978,CHC,Chicago Cubs,79,83,664,5532,NA,NA
1978,CHW,Chicago White Sox,71,90,634,5393,NA,NA
1978,CIN,Cincinnati Reds,92,69,710,5392,NA,NA
1978,CLE,Cleveland Indians,69,90,639,5365,NA,NA
1978,DET,Detroit Tigers,86,76,714,5601,NA,NA
1978,HOU,Houston Astros,74,88,605,5458,NA,NA
1978,KCR,Kansas City Royals,92,70,743,5474,NA,NA
1978,LAD,Los Angeles Dodgers,95,67,727,5437,NA,NA
1978,MIL,Milwaukee Brewers,93,69,804,5536,NA,NA
1978,MIN,Minnesota Twins,73,89,666,5522,NA,NA
1978,NYM,New York Mets,66,96,607,5433,NA,NA
1978,NYY,New York Yankees,100,63,735,5583,NA,NA
1978,OAK,Oakland Athletics,69,93,532,5321,NA,NA
1978,PHI,Philadelphia Phillies,90,72,708,5448,NA,NA
1978,PIT,Pittsburgh Pirates,88,73,684,5406,NA,NA
1978,SDP,San Diego Padres,84,78,591,5360,NA,NA
1978,SEA,Seattle Mariners,56,104,614,5358,NA,NA
1978,SFG,San Francisco Giants,89,73,613,5364,NA,NA
1978,STL,St. Louis Cardinals,69,93,600,5415,NA,NA
1978,TEX,Texas Rangers,87,75,692,5347,NA,NA
1978,TOR,Toronto Blue Jays,59,102,590,5430,NA,NA
1978,WSN,Washington Nationals,76,86,633,5530,NA,NA
1979,ANA,Los Angeles Angels of Anaheim,88,74,866,5550,NA,NA
1979,ATL,Atlanta Braves,66,94,669,5422,NA,NA
1979,BAL,Baltimore Orioles,102,57,757,5371,NA,NA
1979,BOS,Boston Red Sox,91,69,841,5538,NA,NA
1979,CHC,Chicago Cubs,80,82,706,5550,NA,NA
1979,CHW,Chicago White Sox,73,87,730,5463,NA,NA
1979,CIN,Cincinnati Reds,90,71,731,5477,NA,NA
1979,CLE,Cleveland Indians,81,80,760,5376,NA,NA
1979,DET,Detroit Tigers,85,76,770,5375,NA,NA
1979,HOU,Houston Astros,89,73,583,5394,NA,NA
1979,KCR,Kansas City Royals,85,77,851,5653,NA,NA
1979,LAD,Los Angeles Dodgers,79,83,739,5490,NA,NA
1979,MIL,Milwaukee Brewers,95,66,807,5536,NA,NA
1979,MIN,Minnesota Twins,82,80,764,5544,NA,NA
1979,NYM,New York Mets,63,99,593,5591,NA,NA
1979,NYY,New York Yankees,89,71,734,5421,NA,NA
1979,OAK,Oakland Athletics,54,108,573,5348,NA,NA
1979,PHI,Philadelphia Phillies,84,78,683,5463,NA,NA
1979,PIT,Pittsburgh Pirates,98,64,775,5661,NA,NA
1979,SDP,San Diego Padres,68,93,603,5446,NA,NA
1979,SEA,Seattle Mariners,67,95,711,5544,NA,NA
1979,SFG,San Francisco Giants,71,91,672,5395,NA,NA
1979,STL,St. Louis Cardinals,86,76,731,5734,NA,NA
1979,TEX,Texas Rangers,83,79,750,5562,NA,NA
1979,TOR,Toronto Blue Jays,53,109,613,5423,NA,NA
1979,WSN,Washington Nationals,95,65,701,5465,NA,NA
1980,ANA,Los Angeles Angels of Anaheim,65,95,698,5443,NA,NA
1980,ATL,Atlanta Braves,81,80,630,5402,NA,NA
1980,BAL,Baltimore Orioles,100,62,805,5585,NA,NA
1980,BOS,Boston Red Sox,83,77,757,5603,NA,NA
1980,CHC,Chicago Cubs,64,98,614,5619,NA,NA
1980,CHW,Chicago White Sox,70,90,587,5444,NA,NA
1980,CIN,Cincinnati Reds,89,73,707,5516,NA,NA
1980,CLE,Cleveland Indians,79,81,738,5470,NA,NA
1980,DET,Detroit Tigers,84,78,830,5648,NA,NA
1980,HOU,Houston Astros,93,70,637,5566,NA,NA
1980,KCR,Kansas City Royals,97,65,809,5714,NA,NA
1980,LAD,Los Angeles Dodgers,92,71,663,5568,NA,NA
1980,MIL,Milwaukee Brewers,86,76,811,5653,NA,NA
1980,MIN,Minnesota Twins,77,84,670,5530,NA,NA
1980,NYM,New York Mets,67,95,611,5478,NA,NA
1980,NYY,New York Yankees,103,59,820,5553,NA,NA
1980,OAK,Oakland Athletics,83,79,686,5495,NA,NA
1980,PHI,Philadelphia Phillies,91,71,728,5625,NA,NA
1980,PIT,Pittsburgh Pirates,83,79,666,5517,NA,NA
1980,SDP,San Diego Padres,73,89,591,5540,NA,NA
1980,SEA,Seattle Mariners,59,103,610,5489,NA,NA
1980,SFG,San Francisco Giants,75,86,573,5368,NA,NA
1980,STL,St. Louis Cardinals,74,88,738,5608,NA,NA
1980,TEX,Texas Rangers,76,85,756,5690,NA,NA
1980,TOR,Toronto Blue Jays,67,95,624,5571,NA,NA
1980,WSN,Washington Nationals,90,72,694,5465,NA,NA
1981,ANA,Los Angeles Angels of Anaheim,51,59,476,3688,NA,NA
1981,ATL,Atlanta Braves,50,56,395,3642,NA,NA
1981,BAL,Baltimore Orioles,59,46,429,3516,NA,NA
1981,BOS,Boston Red Sox,59,49,519,3820,NA,NA
1981,CHC,Chicago Cubs,38,65,370,3546,NA,NA
1981,CHW,Chicago White Sox,54,52,476,3615,NA,NA
1981,CIN,Cincinnati Reds,66,42,464,3637,NA,NA
1981,CLE,Cleveland Indians,52,51,431,3507,NA,NA
1981,DET,Detroit Tigers,60,49,427,3600,NA,NA
1981,HOU,Houston Astros,61,49,394,3693,NA,NA
1981,KCR,Kansas City Royals,50,53,397,3560,NA,NA
1981,LAD,Los Angeles Dodgers,63,47,450,3751,NA,NA
1981,MIL,Milwaukee Brewers,62,47,493,3743,NA,NA
1981,MIN,Minnesota Twins,41,68,378,3676,NA,NA
1981,NYM,New York Mets,41,62,348,3493,NA,NA
1981,NYY,New York Yankees,59,48,421,3529,NA,NA
1981,OAK,Oakland Athletics,64,45,458,3677,NA,NA
1981,PHI,Philadelphia Phillies,59,48,491,3665,NA,NA
