id,franchID,franchName,wins,losses,R,AB,salary_mean,salary_sum
1908,DET,Detroit Tigers,90,63,647,5115,NA,NA
1908,LAD,Los Angeles Dodgers,53,101,377,4897,NA,NA
1908,MIN,Minnesota Twins,67,85,479,5041,NA,NA
1908,NYY,New York Yankees,51,103,459,5046,NA,NA
1908,OAK,Oakland Athletics,68,85,486,5065,NA,NA
1908,PHI,Philadelphia Phillies,83,71,504,5012,NA,NA
1908,PIT,Pittsburgh Pirates,98,56,585,5109,NA,NA
1908,SFG,San Francisco Giants,98,56,652,5006,NA,NA
1908,STL,St. Louis Cardinals,49,105,371,4959,NA,NA
1909,ATL,Atlanta Braves,45,108,435,5017,NA,NA
1909,BAL,Baltimore Orioles,61,89,441,4964,NA,NA
1909,BOS,Boston Red Sox,88,63,597,4979,NA,NA
1909,CHC,Chicago Cubs,104,49,635,4999,NA,NA
1909,CHW,Chicago White Sox,78,74,492,5017,NA,NA
1909,CIN,Cincinnati Reds,77,76,606,5088,NA,NA
1909,CLE,Cleveland Indians,71,82,493,5048,NA,NA
1909,DET,Detroit Tigers,98,54,666,5095,NA,NA
1909,LAD,Los Angeles Dodgers,55,98,444,5056,NA,NA
1909,MIN,Minnesota Twins,42,110,380,4983,NA,NA
1909,NYY,New York Yankees,74,77,590,4981,NA,NA
1909,OAK,Oakland Athletics,95,58,605,4905,NA,NA
1909,PHI,Philadelphia Phillies,74,79,516,5034,NA,NA
1909,PIT,Pittsburgh Pirates,110,42,699,5129,NA,NA
1909,SFG,San Francisco Giants,92,61,623,5218,NA,NA
1909,STL,St. Louis Cardinals,54,98,583,5108,NA,NA
1910,ATL,Atlanta Braves,53,100,495,5123,NA,NA
1910,BAL,Baltimore Orioles,47,107,451,5077,NA,NA
1910,BOS,Boston Red Sox,81,72,638,5204,NA,NA
1910,CHC,Chicago Cubs,104,50,712,4977,NA,NA
1910,CHW,Chicago White Sox,68,85,457,5024,NA,NA
1910,CIN,Cincinnati Reds,75,79,620,5121,NA,NA
1910,CLE,Cleveland Indians,71,81,548,5385,NA,NA
1910,DET,Detroit Tigers,86,68,679,5039,NA,NA
1910,LAD,Los Angeles Dodgers,64,90,497,5125,NA,NA
1910,MIN,Minnesota Twins,66,85,501,4989,NA,NA
1910,NYY,New York Yankees,88,63,626,5051,NA,NA
1910,OAK,Oakland Athletics,102,48,673,5156,NA,NA
1910,PHI,Philadelphia Phillies,78,75,674,5171,NA,NA
1910,PIT,Pittsburgh Pirates,86,67,655,5125,NA,NA
1910,SFG,San Francisco Giants,91,63,715,5061,NA,NA
1910,STL,St. Louis Cardinals,63,90,639,4912,NA,NA
1911,ATL,Atlanta Braves,44,107,699,5308,NA,NA
1911,BAL,Baltimore Orioles,45,107,567,4996,NA,NA
1911,BOS,Boston Red Sox,78,75,680,5014,NA,NA
1911,CHC,Chicago Cubs,92,62,757,5130,NA,NA
1911,CHW,Chicago White Sox,77,74,719,5213,NA,NA
1911,CIN,Cincinnati Reds,70,83,682,5291,NA,NA
1911,CLE,Cleveland Indians,80,73,691,5321,NA,NA
1911,DET,Detroit Tigers,89,65,831,5294,NA,NA
1911,LAD,Los Angeles Dodgers,64,86,539,5059,NA,NA
1911,MIN,Minnesota Twins,64,90,625,5065,NA,NA
1911,NYY,New York Yankees,76,76,684,5052,NA,NA
1911,OAK,Oakland Athletics,101,50,861,5199,NA,NA
1911,PHI,Philadelphia Phillies,79,73,658,5044,NA,NA
1911,PIT,Pittsburgh Pirates,85,69,744,5137,NA,NA
1911,SFG,San Francisco Giants,99,54,756,5006,NA,NA
1911,STL,St. Louis Cardinals,75,74,671,5132,NA,NA
1912,ATL,Atlanta Braves,52,101,693,5361,NA,NA
1912,BAL,Baltimore Orioles,53,101,552,5080,NA,NA
1912,BOS,Boston Red Sox,105,47,799,5071,NA,NA
1912,CHC,Chicago Cubs,91,59,756,5048,NA,NA
1912,CHW,Chicago White Sox,78,76,639,5182,NA,NA
1912,CIN,Cincinnati Reds,75,78,656,5115,NA,NA
1912,CLE,Cleveland Indians,75,78,677,5133,NA,NA
1912,DET,Detroit Tigers,69,84,720,5143,NA,NA
1912,LAD,Los Angeles Dodgers,58,95,651,5141,NA,NA
1912,MIN,Minnesota Twins,91,61,699,5075,NA,NA
1912,NYY,New York Yankees,50,102,630,5092,NA,NA
1912,OAK,Oakland Athletics,90,62,779,5111,NA,NA
1912,PHI,Philadelphia Phillies,73,79,670,5077,NA,NA
1912,PIT,Pittsburgh Pirates,93,58,751,5252,NA,NA
1912,SFG,San Francisco Giants,103,48,823,5067,NA,NA
1912,STL,St. Louis Cardinals,63,90,659,5092,NA,NA
1913,ATL,Atlanta Braves,69,82,641,5145,NA,NA
1913,BAL,Baltimore Orioles,57,96,528,5031,NA,NA
1913,BOS,Boston Red Sox,79,71,631,4965,NA,NA
1913,CHC,Chicago Cubs,88,65,720,5022,NA,NA
1913,CHW,Chicago White Sox,78,74,488,4822,NA,NA
1913,CIN,Cincinnati Reds,64,89,607,5132,NA,NA
1913,CLE,Cleveland Indians,86,66,633,5031,NA,NA
1913,DET,Detroit Tigers,66,87,624,5064,NA,NA
1913,LAD,Los Angeles Dodgers,65,84,595,5165,NA,NA
1913,MIN,Minnesota Twins,90,64,596,5074,NA,NA
1913,NYY,New York Yankees,57,94,529,4880,NA,NA
1913,OAK,Oakland Athletics,96,57,794,5044,NA,NA
1913,PHI,Philadelphia Phillies,88,63,693,5400,NA,NA
1913,PIT,Pittsburgh Pirates,78,71,673,5252,NA,NA
1913,SFG,San Francisco Giants,101,51,684,5218,NA,NA
1913,STL,St. Louis Cardinals,51,99,528,4967,NA,NA
1914,ATL,Atlanta Braves,94,59,657,5206,NA,NA
1914,BAL,Baltimore Orioles,71,82,523,5101,NA,NA
1914,BFL,Buffalo Bisons,80,71,620,5064,NA,NA
1914,BLT,Baltimore Terrapins,84,70,645,5120,NA,NA
1914,BOS,Boston Red Sox,91,62,589,5117,NA,NA
1914,BTT,Brooklyn Tip-Tops,77,77,662,5221,NA,NA
1914,CHC,Chicago Cubs,78,76,605,5050,NA,NA
1914,CHH,Chicago Whales,87,67,621,5098,NA,NA
1914,CHW,Chicago White Sox,70,84,487,5040,NA,NA
1914,CIN,Cincinnati Reds,60,94,530,4991,NA,NA
1914,CLE,Cleveland Indians,51,102,538,5157,NA,NA
1914,DET,Detroit Tigers,80,73,615,5102,NA,NA
1914,KCP,Kansas City Packers,67,84,644,5127,NA,NA
1914,LAD,Los Angeles Dodgers,75,79,622,5152,NA,NA
1914,MIN,Minnesota Twins,81,73,572,5108,NA,NA
1914,NEW,Newark Pepper,88,65,762,5176,NA,NA
1914,NYY,New York Yankees,70,84,537,4992,NA,NA
1914,OAK,Oakland Athletics,99,53,749,5126,NA,NA
1914,PBS,Pittsburgh Rebels,64,86,605,5114,NA,NA
1914,PHI,Philadelphia Phillies,74,80,651,5110,NA,NA
1914,PIT,Pittsburgh Pirates,69,85,503,5145,NA,NA
1914,SFG,San Francisco Giants,84,70,672,5146,NA,NA
1914,SLI,St. Louis Terriers,62,89,565,5078,NA,NA
1914,STL,St. Louis Cardinals,81,72,558,5046,NA,NA
1915,ATL,Atlanta Braves,83,69,582,5070,NA,NA
1915,BAL,Baltimore Orioles,63,91,521,5112,NA,NA
1915,BFL,Buffalo Bisons,74,78,574,5065,NA,NA
1915,BLT,Baltimore Terrapins,47,107,550,5060,NA,NA
1915,BOS,Boston Red Sox,101,50,669,5024,NA,NA
1915,BTT,Brooklyn Tip-Tops,70,82,647,5035,NA,NA
1915,CHC,Chicago Cubs,73,80,570,5114,NA,NA
1915,CHH,Chicago Whales,86,66,640,5133,NA,NA
1915,CHW,Chicago White Sox,93,61,717,4914,NA,NA
1915,CIN,Cincinnati Reds,71,83,516,5231,NA,NA
1915,CLE,Cleveland Indians,57,95,539,5034,NA,NA
1915,DET,Detroit Tigers,100,54,778,5128,NA,NA
1915,KCP,Kansas City Packers,81,72,547,4937,NA,NA
1915,LAD,Los Angeles Dodgers,80,72,536,5120,NA,NA
1915,MIN,Minnesota Twins,85,68,569,5029,NA,NA
1915,NEW,Newark Pepper,80,72,585,5097,NA,NA
1915,NYY,New York Yankees,69,83,584,4982,NA,NA
1915,OAK,Oakland Athletics,43,109,545,5081,NA,NA
1915,PBS,Pittsburgh Rebels,86,67,592,5040,NA,NA
1915,PHI,Philadelphia Phillies,90,62,589,4916,NA,NA
1915,PIT,Pittsburgh Pirates,73,81,557,5113,NA,NA
1915,SFG,San Francisco Giants,69,83,582,5218,NA,NA
1915,SLI,St. Louis Terriers,87,67,634,5145,NA,NA
1915,STL,St. Louis Cardinals,72,81,590,5106,NA,NA
1916,ATL,Atlanta Braves,89,63,542,5075,NA,NA
1916,BAL,Baltimore Orioles,79,75,588,5159,NA,NA
1916,BOS,Boston Red Sox,91,63,550,5018,NA,NA
1916,CHC,Chicago Cubs,67,86,520,5179,NA,NA
1916,CHW,Chicago White Sox,89,65,601,5081,NA,NA
1916,CIN,Cincinnati Reds,60,93,505,5254,NA,NA
1916,CLE,Cleveland Indians,77,77,630,5064,NA,NA
1916,DET,Detroit Tigers,87,67,670,5193,NA,NA
1916,LAD,Los Angeles Dodgers,94,60,585,5234,NA,NA
1916,MIN,Minnesota Twins,76,77,536,5114,NA,NA
1916,NYY,New York Yankees,80,74,577,5198,NA,NA
1916,OAK,Oakland Athletics,36,117,447,5010,NA,NA
1916,PHI,Philadelphia Phillies,91,62,581,4985,NA,NA
1916,PIT,Pittsburgh Pirates,65,89,484,5181,NA,NA
1916,SFG,San Francisco Giants,86,66,597,5152,NA,NA
1916,STL,St. Louis Cardinals,60,93,476,5030,NA,NA
1917,ATL,Atlanta Braves,72,81,536,5201,NA,NA
1917,BAL,Baltimore Orioles,57,97,510,5091,NA,NA
1917,BOS,Boston Red Sox,90,62,555,5048,NA,NA
1917,CHC,Chicago Cubs,74,80,552,5135,NA,NA
1917,CHW,Chicago White Sox,100,54,656,5057,NA,NA
1917,CIN,Cincinnati Reds,78,76,601,5251,NA,NA
1917,CLE,Cleveland Indians,88,66,584,4994,NA,NA
1917,DET,Detroit Tigers,78,75,639,5093,NA,NA
1917,LAD,Los Angeles Dodgers,70,81,511,5251,NA,NA
1917,MIN,Minnesota Twins,74,79,543,5142,NA,NA
1917,NYY,New York Yankees,71,82,524,5136,NA,NA
1917,OAK,Oakland Athletics,55,98,529,5109,NA,NA
1917,PHI,Philadelphia Phillies,87,65,578,5084,NA,NA
1917,PIT,Pittsburgh Pirates,51,103,464,5169,NA,NA
1917,SFG,San Francisco Giants,98,56,635,5211,NA,NA
1917,STL,St. Louis Cardinals,82,70,531,5083,NA,NA
1918,ATL,Atlanta Braves,53,71,424,4162,NA,NA
1918,BAL,Baltimore Orioles,58,64,426,4019,NA,NA
1918,BOS,Boston Red Sox,75,51,474,3982,NA,NA
1918,CHC,Chicago Cubs,84,45,538,4325,NA,NA
1918,CHW,Chicago White Sox,57,67,457,4132,NA,NA
1918,CIN,Cincinnati Reds,68,60,530,4265,NA,NA
1918,CLE,Cleveland Indians,73,54,504,4166,NA,NA
1918,DET,Detroit Tigers,55,71,476,4262,NA,NA
1918,LAD,Los Angeles Dodgers,57,69,360,4212,NA,NA
1918,MIN,Minnesota Twins,72,56,461,4472,NA,NA
1918,NYY,New York Yankees,60,63,493,4224,NA,NA
1918,OAK,Oakland Athletics,52,76,412,4278,NA,NA
1918,PHI,Philadelphia Phillies,55,68,430,4192,NA,NA
1918,PIT,Pittsburgh Pirates,65,60,466,4091,NA,NA
1918,SFG,San Francisco Giants,71,53,480,4164,NA,NA
1918,STL,St. Louis Cardinals,51,78,454,4369,NA,NA
1919,ATL,Atlanta Braves,57,82,465,4746,NA,NA
1919,BAL,Baltimore Orioles,67,72,533,4672,NA,NA
1919,BOS,Boston Red Sox,66,71,564,4548,NA,NA
1919,CHC,Chicago Cubs,75,65,454,4581,NA,NA
1919,CHW,Chicago White Sox,88,52,667,4675,NA,NA
1919,CIN,Cincinnati Reds,96,44,577,4577,NA,NA
1919,CLE,Cleveland Indians,84,55,636,4565,NA,NA
1919,DET,Detroit Tigers,80,60,618,4665,NA,NA
1919,LAD,Los Angeles Dodgers,69,71,525,4844,NA,NA
1919,MIN,Minnesota Twins,56,84,533,4757,NA,NA
1919,NYY,New York Yankees,80,59,578,4775,NA,NA
1919,OAK,Oakland Athletics,36,104,457,4730,NA,NA
1919,PHI,Philadelphia Phillies,47,90,510,4746,NA,NA
1919,PIT,Pittsburgh Pirates,71,68,472,4538,NA,NA
1919,SFG,San Francisco Giants,87,53,605,4664,NA,NA
1919,STL,St. Louis Cardinals,54,83,463,4588,NA,NA
1920,ATL,Atlanta Braves,62,90,523,5218,NA,NA
1920,BAL,Baltimore Orioles,76,77,797,5358,NA,NA
1920,BOS,Boston Red Sox,72,81,650,5199,NA,NA
1920,CHC,Chicago Cubs,75,79,619,5117,NA,NA
1920,CHW,Chicago White Sox,96,58,794,5328,NA,NA
1920,CIN,Cincinnati Reds,82,71,639,5176,NA,NA
1920,CLE,Cleveland Indians,98,56,857,5203,NA,NA
1920,DET,Detroit Tigers,61,93,652,5215,NA,NA
1920,LAD,Los Angeles Dodgers,93,61,660,5399,NA,NA
1920,MIN,Minnesota Twins,68,84,723,5251,NA,NA
1920,NYY,New York Yankees,95,59,838,5176,NA,NA
1920,OAK,Oakland Athletics,48,106,558,5256,NA,NA
1920,PHI,Philadelphia Phillies,62,91,565,5264,NA,NA
1920,PIT,Pittsburgh Pirates,79,75,530,5219,NA,NA
1920,SFG,San Francisco Giants,86,68,682,5309,NA,NA
1920,STL,St. Louis Cardinals,75,79,675,5495,NA,NA
1921,ATL,Atlanta Braves,79,74,721,5385,NA,NA
1921,BAL,Baltimore Orioles,81,73,835,5442,NA,NA
1921,BOS,Boston Red Sox,75,79,668,5206,NA,NA
1921,CHC,Chicago Cubs,64,89,668,5321,NA,NA
1921,CHW,Chicago White Sox,62,92,683,5329,NA,NA
1921,CIN,Cincinnati Reds,70,83,618,5112,NA,NA
1921,CLE,Cleveland Indians,94,60,925,5383,NA,NA
1921,DET,Detroit Tigers,71,82,883,5461,NA,NA
1921,LAD,Los Angeles Dodgers,77,75,667,5263,NA,NA
1921,MIN,Minnesota Twins,80,73,704,5294,NA,NA
1921,NYY,New York Yankees,98,55,948,5249,NA,NA
1921,OAK,Oakland Athletics,53,100,657,5465,NA,NA
1921,PHI,Philadelphia Phillies,51,103,617,5329,NA,NA
1921,PIT,Pittsburgh Pirates,90,63,692,5379,NA,NA
1921,SFG,San Francisco Giants,94,59,840,5278,NA,NA
1921,STL,St. Louis Cardinals,87,66,809,5309,NA,NA
1922,ATL,Atlanta Braves,53,100,596,5161,NA,NA
1922,BAL,Baltimore Orioles,93,61,867,5416,NA,NA
1922,BOS,Boston Red Sox,61,93,598,5288,NA,NA
1922,CHC,Chicago Cubs,80,74,771,5335,NA,NA
1922,CHW,Chicago White Sox,77,77,691,5267,NA,NA
1922,CIN,Cincinnati Reds,86,68,766,5282,NA,NA
1922,CLE,Cleveland Indians,78,76,768,5293,NA,NA
1922,DET,Detroit Tigers,79,75,828,5360,NA,NA
1922,LAD,Los Angeles Dodgers,76,78,743,5413,NA,NA
1922,MIN,Minnesota Twins,69,85,650,5201,NA,NA
1922,NYY,New York Yankees,94,60,758,5245,NA,NA
1922,OAK,Oakland Athletics,65,89,705,5211,NA,NA
1922,PHI,Philadelphia Phillies,57,96,738,5459,NA,NA
1922,PIT,Pittsburgh Pirates,85,69,865,5521,NA,NA
1922,SFG,San Francisco Giants,93,61,852,5454,NA,NA
1922,STL,St. Louis Cardinals,85,69,863,5425,NA,NA
1923,ATL,Atlanta Braves,54,100,636,5329,NA,NA
1923,BAL,Baltimore Orioles,74,78,688,5298,NA,NA
1923,BOS,Boston Red Sox,61,91,584,5181,NA,NA
1923,CHC,Chicago Cubs,83,71,756,5259,NA,NA
1923,CHW,Chicago White Sox,69,85,692,5246,NA,NA
1923,CIN,Cincinnati Reds,91,63,708,5278,NA,NA
1923,CLE,Cleveland Indians,82,71,888,5290,NA,NA
1923,DET,Detroit Tigers,83,71,831,5266,NA,NA
1923,LAD,Los Angeles Dodgers,76,78,753,5476,NA,NA
1923,MIN,Minnesota Twins,75,78,720,5244,NA,NA
1923,NYY,New York Yankees,98,54,823,5347,NA,NA
1923,OAK,Oakland Athletics,69,83,661,5196,NA,NA
1923,PHI,Philadelphia Phillies,50,104,748,5491,NA,NA
1923,PIT,Pittsburgh Pirates,87,67,786,5405,NA,NA
1923,SFG,San Francisco Giants,95,58,854,5452,NA,NA
1923,STL,St. Louis Cardinals,79,74,746,5526,NA,NA
1924,ATL,Atlanta Braves,53,100,520,5283,NA,NA
1924,BAL,Baltimore Orioles,74,78,769,5236,NA,NA
1924,BOS,Boston Red Sox,67,87,737,5340,NA,NA
1924,CHC,Chicago Cubs,81,72,698,5134,NA,NA
1924,CHW,Chicago White Sox,66,87,793,5255,NA,NA
1924,CIN,Cincinnati Reds,83,70,649,5301,NA,NA
1924,CLE,Cleveland Indians,67,86,755,5332,NA,NA
1924,DET,Detroit Tigers,86,68,849,5389,NA,NA
1924,LAD,Los Angeles Dodgers,92,62,717,5339,NA,NA
1924,MIN,Minnesota Twins,92,62,755,5304,NA,NA
1924,NYY,New York Yankees,89,63,798,5240,NA,NA
1924,OAK,Oakland Athletics,71,81,685,5184,NA,NA
1924,PHI,Philadelphia Phillies,55,96,676,5306,NA,NA
1924,PIT,Pittsburgh Pirates,90,63,724,5288,NA,NA
1924,SFG,San Francisco Giants,93,60,857,5445,NA,NA
1924,STL,St. Louis Cardinals,65,89,740,5349,NA,NA
1925,ATL,Atlanta Braves,70,83,708,5365,NA,NA
1925,BAL,Baltimore Orioles,82,71,900,5440,NA,NA
1925,BOS,Boston Red Sox,47,105,639,5166,NA,NA
1925,CHC,Chicago Cubs,68,86,723,5353,NA,NA
1925,CHW,Chicago White Sox,79,75,811,5224,NA,NA
1925,CIN,Cincinnati Reds,80,73,690,5233,NA,NA
1925,CLE,Cleveland Indians,70,84,782,5436,NA,NA
1925,DET,Detroit Tigers,81,73,903,5371,NA,NA
1925,LAD,Los Angeles Dodgers,68,85,786,5468,NA,NA
1925,MIN,Minnesota Twins,96,55,829,5206,NA,NA
1925,NYY,New York Yankees,69,85,706,5353,NA,NA
1925,OAK,Oakland Athletics,88,64,831,5399,NA,NA
1925,PHI,Philadelphia Phillies,68,85,812,5412,NA,NA
1925,PIT,Pittsburgh Pirates,95,58,912,5372,NA,NA
1925,SFG,San Francisco Giants,86,66,736,5327,NA,NA
1925,STL,St. Louis Cardinals,77,76,828,5329,NA,NA
1926,ATL,Atlanta Braves,66,86,624,5216,NA,NA
1926,BAL,Baltimore Orioles,62,92,682,5259,NA,NA
1926,BOS,Boston Red Sox,46,107,562,5185,NA,NA
1926,CHC,Chicago Cubs,82,72,682,5229,NA,NA
1926,CHW,Chicago White Sox,81,72,730,5220,NA,NA
1926,CIN,Cincinnati Reds,87,67,747,5320,NA,NA
1926,CLE,Cleveland Indians,88,66,738,5293,NA,NA
1926,DET,Detroit Tigers,79,75,793,5315,NA,NA
1926,LAD,Los Angeles Dodgers,71,82,623,5130,NA,NA
1926,MIN,Minnesota Twins,81,69,802,5223,NA,NA
1926,NYY,New York Yankees,91,63,847,5221,NA,NA
1926,OAK,Oakland Athletics,83,67,677,5046,NA,NA
1926,PHI,Philadelphia Phillies,58,93,687,5254,NA,NA
1926,PIT,Pittsburgh Pirates,84,69,769,5312,NA,NA
1926,SFG,San Francisco Giants,74,77,663,5167,NA,NA
1926,STL,St. Louis Cardinals,89,65,817,5381,NA,NA
1927,ATL,Atlanta Braves,60,94,651,5370,NA,NA
1927,BAL,Baltimore Orioles,59,94,724,5220,NA,NA
1927,BOS,Boston Red Sox,51,103,597,5207,NA,NA
1927,CHC,Chicago Cubs,85,68,750,5303,NA,NA
1927,CHW,Chicago White Sox,70,83,662,5157,NA,NA
1927,CIN,Cincinnati Reds,75,78,643,5185,NA,NA
1927,CLE,Cleveland Indians,66,87,668,5202,NA,NA
1927,DET,Detroit Tigers,82,71,845,5299,NA,NA
1927,LAD,Los Angeles Dodgers,65,88,541,5193,NA,NA
1927,MIN,Minnesota Twins,85,69,782,5389,NA,NA
1927,NYY,New York Yankees,110,44,975,5347,NA,NA
1927,OAK,Oakland Athletics,91,63,841,5296,NA,NA
1927,PHI,Philadelphia Phillies,51,103,678,5317,NA,NA
1927,PIT,Pittsburgh Pirates,94,60,817,5397,NA,NA
1927,SFG,San Francisco Giants,92,62,817,5372,NA,NA
1927,STL,St. Louis Cardinals,92,61,754,5207,NA,NA
1928,ATL,Atlanta Braves,50,103,631,5228,NA,NA
1928,BAL,Baltimore Orioles,82,72,772,5217,NA,NA
1928,BOS,Boston Red Sox,57,96,589,5132,NA,NA
1928,CHC,Chicago Cubs,91,63,714,5260,NA,NA
1928,CHW,Chicago White Sox,72,82,656,5207,NA,NA
1928,CIN,Cincinnati Reds,78,74,648,5184,NA,NA
1928,CLE,Cleveland Indians,62,92,674,5386,NA,NA
1928,DET,Detroit Tigers,68,86,744,5292,NA,NA
1928,LAD,Los Angeles Dodgers,77,76,665,5243,NA,NA
1928,MIN,Minnesota Twins,75,79,718,5320,NA,NA
1928,NYY,New York Yankees,101,53,894,5337,NA,NA
1928,OAK,Oakland Athletics,98,55,829,5226,NA,NA
1928,PHI,Philadelphia Phillies,43,109,660,5234,NA,NA
1928,PIT,Pittsburgh Pirates,85,67,837,5371,NA,NA
1928,SFG,San Francisco Giants,93,61,807,5459,NA,NA
1928,STL,St. Louis Cardinals,95,59,807,5357,NA,NA
1929,ATL,Atlanta Braves,56,98,657,5291,NA,NA
1929,BAL,Baltimore Orioles,79,73,733,5174,NA,NA
1929,BOS,Boston Red Sox,58,96,605,5160,NA,NA
1929,CHC,Chicago Cubs,98,54,982,5471,NA,NA
1929,CHW,Chicago White Sox,59,93,627,5248,NA,NA
1929,CIN,Cincinnati Reds,66,88,686,5269,NA,NA
1929,CLE,Cleveland Indians,81,71,717,5187,NA,NA
1929,DET,Detroit Tigers,70,84,926,5592,NA,NA
1929,LAD,Los Angeles Dodgers,70,83,755,5273,NA,NA
1929,MIN,Minnesota Twins,71,81,730,5237,NA,NA
1929,NYY,New York Yankees,88,66,899,5379,NA,NA
1929,OAK,Oakland Athletics,104,46,901,5204,NA,NA
1929,PHI,Philadelphia Phillies,71,82,897,5484,NA,NA
1929,PIT,Pittsburgh Pirates,88,65,904,5490,NA,NA
1929,SFG,San Francisco Giants,84,67,897,5388,NA,NA
1929,STL,St. Louis Cardinals,78,74,831,5364,NA,NA
1930,ATL,Atlanta Braves,70,84,693,5356,NA,NA
1930,BAL,Baltimore Orioles,64,90,751,5278,NA,NA
1930,BOS,Boston Red Sox,52,102,612,5286,NA,NA
1930,CHC,Chicago Cubs,90,64,998,5581,NA,NA
1930,CHW,Chicago White Sox,62,92,729,5419,NA,NA
1930,CIN,Cincinnati Reds,59,95,665,5245,NA,NA
1930,CLE,Cleveland Indians,81,73,890,5439,NA,NA
1930,DET,Detroit Tigers,75,79,783,5297,NA,NA
1930,LAD,Los Angeles Dodgers,86,68,871,5433,NA,NA
1930,MIN,Minnesota Twins,94,60,892,5370,NA,NA
1930,NYY,New York Yankees,86,68,1062,5448,NA,NA
1930,OAK,Oakland Athletics,102,52,951,5345,NA,NA
1930,PHI,Philadelphia Phillies,52,102,944,5667,NA,NA
1930,PIT,Pittsburgh Pirates,80,74,891,5346,NA,NA
1930,SFG,San Francisco Giants,87,67,959,5553,NA,NA
1930,STL,St. Louis Cardinals,92,62,1004,5512,NA,NA
1931,ATL,Atlanta Braves,64,90,533,5296,NA,NA
1931,BAL,Baltimore Orioles,63,91,722,5374,NA,NA
1931,BOS,Boston Red Sox,62,90,625,5379,NA,NA
1931,CHC,Chicago Cubs,84,70,828,5451,NA,NA
1931,CHW,Chicago White Sox,56,97,704,5481,NA,NA
1931,CIN,Cincinnati Reds,58,96,592,5343,NA,NA
1931,CLE,Cleveland Indians,78,76,885,5445,NA,NA
1931,DET,Detroit Tigers,61,93,651,5430,NA,NA
1931,LAD,Los Angeles Dodgers,79,73,681,5309,NA,NA
1931,MIN,Minnesota Twins,92,62,843,5576,NA,NA
1931,NYY,New York Yankees,94,59,1067,5608,NA,NA
1931,OAK,Oakland Athletics,107,45,858,5377,NA,NA
1931,PHI,Philadelphia Phillies,66,88,684,5375,NA,NA
1931,PIT,Pittsburgh Pirates,75,79,636,5360,NA,NA
1931,SFG,San Francisco Giants,87,65,768,5372,NA,NA
1931,STL,St. Louis Cardinals,101,53,815,5435,NA,NA
1932,ATL,Atlanta Braves,77,77,649,5506,NA,NA
1932,BAL,Baltimore Orioles,63,91,736,5449,NA,NA
1932,BOS,Boston Red Sox,43,111,566,5295,NA,NA
1932,CHC,Chicago Cubs,90,64,720,5462,NA,NA
1932,CHW,Chicago White Sox,49,102,667,5336,NA,NA
1932,CIN,Cincinnati Reds,60,94,575,5443,NA,NA
1932,CLE,Cleveland Indians,87,65,845,5412,NA,NA
1932,DET,Detroit Tigers,76,75,799,5409,NA,NA
1932,LAD,Los Angeles Dodgers,81,73,752,5433,NA,NA
1932,MIN,Minnesota Twins,93,61,840,5515,NA,NA
1932,NYY,New York Yankees,107,47,1002,5477,NA,NA
1932,OAK,Oakland Athletics,94,60,981,5537,NA,NA
1932,PHI,Philadelphia Phillies,78,76,844,5510,NA,NA
1932,PIT,Pittsburgh Pirates,86,68,701,5421,NA,NA
1932,SFG,San Francisco Giants,72,82,755,5530,NA,NA
1932,STL,St. Louis Cardinals,72,82,684,5458,NA,NA
1933,ATL,Atlanta Braves,83,71,552,5243,NA,NA
1933,BAL,Baltimore Orioles,55,96,669,5285,NA,NA
1933,BOS,Boston Red Sox,63,86,700,5201,NA,NA
1933,CHC,Chicago Cubs,86,68,646,5255,NA,NA
1933,CHW,Chicago White Sox,67,83,683,5318,NA,NA
1933,CIN,Cincinnati Reds,58,94,496,5156,NA,NA
1933,CLE,Cleveland Indians,75,76,654,5240,NA,NA
1933,DET,Detroit Tigers,75,79,722,5502,NA,NA
1933,LAD,Los Angeles Dodgers,65,88,617,5367,NA,NA
1933,MIN,Minnesota Twins,99,53,850,5524,NA,NA
1933,NYY,New York Yankees,91,59,927,5274,NA,NA
1933,OAK,Oakland Athletics,79,72,875,5330,NA,NA
1933,PHI,Philadelphia Phillies,60,92,607,5261,NA,NA
1933,PIT,Pittsburgh Pirates,87,67,667,5429,NA,NA
1933,SFG,San Francisco Giants,91,61,636,5461,NA,NA
1933,STL,St. Louis Cardinals,82,71,687,5387,NA,NA
1934,ATL,Atlanta Braves,78,73,683,5370,NA,NA
1934,BAL,Baltimore Orioles,67,85,674,5288,NA,NA
1934,BOS,Boston Red Sox,76,76,820,5339,NA,NA
1934,CHC,Chicago Cubs,86,65,705,5347,NA,NA
1934,CHW,Chicago White Sox,53,99,704,5301,NA,NA
1934,CIN,Cincinnati Reds,52,99,590,5361,NA,NA
1934,CLE,Cleveland Indians,85,69,814,5396,NA,NA
1934,DET,Detroit Tigers,101,53,958,5475,NA,NA
1934,LAD,Los Angeles Dodgers,71,81,748,5427,NA,NA
1934,MIN,Minnesota Twins,66,86,729,5448,NA,NA
1934,NYY,New York Yankees,94,60,842,5368,NA,NA
1934,OAK,Oakland Athletics,68,82,764,5317,NA,NA
1934,PHI,Philadelphia Phillies,56,93,675,5218,NA,NA
1934,PIT,Pittsburgh Pirates,74,76,735,5361,NA,NA
1934,SFG,San Francisco Giants,93,60,760,5396,NA,NA
1934,STL,St. Louis Cardinals,95,58,799,5502,NA,NA
1935,ATL,Atlanta Braves,38,115,575,5309,NA,NA
