name,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,time_0900_0959
"Georgetown, SC",33.412746,-79.299335,22.30987541488287,41578.0,24.947965279074108,47.0,88.0,6.0,3.0,83.0,8.0,0.0,1.0,3.0,4.0,6.0
"Gettysburg, PA",39.871441,-77.2179,20.296996737031364,60068.0,27.783685345278712,42.4,87.0,8.0,2.0,82.0,8.0,0.0,4.0,1.0,4.0,3.0
"Gillette, WY",44.248339,-105.548313,16.730908674579247,78609.0,19.585953044170314,32.6,81.0,12.0,2.0,81.0,11.0,2.0,2.0,3.0,2.0,1.0
"Glasgow, KY",36.97477,-85.821604,19.26076273902361,37444.0,20.809558117195003,40.7,87.0,8.0,4.0,82.0,10.0,0.0,2.0,1.0,5.0,2.0
"Glens Falls, NY",43.443549,-73.648811,20.756948551153165,54112.0,24.259368571684107,43.8,87.0,6.0,5.0,80.0,10.0,1.0,3.0,1.0,5.0,4.0
"Glenwood Springs, CO",39.505021,-107.660378,26.744996514985566,60258.0,25.113466369358434,37.1,81.0,11.0,4.0,63.0,13.0,7.0,6.0,3.0,8.0,5.0
"Gloversville, NY",43.113847,-74.422175,19.972879576571454,45722.0,23.416101509516515,42.4,87.0,8.0,4.0,82.0,11.0,0.0,2.0,1.0,3.0,3.0
"Goldsboro, NC",35.363793,-78.004131,21.684640046633636,41172.0,21.929853561774372,36.7,83.0,10.0,4.0,82.0,14.0,0.0,1.0,1.0,2.0,3.0
"Grand Forks, ND-MN",47.835964,-96.844407,19.04289610711629,48396.0,14.9599661630469,32.0,79.0,10.0,3.0,81.0,8.0,1.0,4.0,2.0,4.0,4.0
"Grand Island, NE",41.033175,-98.279549,17.48512052869399,50237.0,16.692859794579878,37.6,84.0,10.0,3.0,81.0,11.0,1.0,2.0,1.0,4.0,4.0
"Grand Junction, CO",39.01829,-108.46644,23.797572515943223,48610.0,21.181893581727703,38.2,80.0,12.0,3.0,79.0,10.0,0.0,3.0,3.0,5.0,5.0
"Grand Rapids-Wyoming, MI",42.983488,-85.81168,20.102656664222458,53187.0,21.626288378839554,35.4,84.0,10.0,4.0,83.0,9.0,1.0,2.0,1.0,4.0,4.0
"Grants, NM",34.912574,-107.999714,14.785413048871249,36279.0,21.67066346922462,36.2,88.0,6.0,4.0,73.0,18.0,0.0,2.0,1.0,6.0,3.0
"Grants Pass, OR",42.36546,-123.55558,27.3346329478997,37447.0,20.108515477429552,47.7,85.0,9.0,2.0,82.0,8.0,0.0,2.0,2.0,6.0,4.0
"Great Bend, KS",38.478964,-98.756464,16.193514332269984,43573.0,17.723993483825925,39.8,84.0,9.0,4.0,82.0,11.0,0.0,3.0,1.0,3.0,2.0
"Great Falls, MT",47.307954,-111.347048,18.735446097890932,45091.0,16.303005406551467,38.1,81.0,11.0,2.0,80.0,11.0,1.0,4.0,1.0,3.0,4.0
"Greeley, CO",40.554828,-104.392533,22.719449225473323,58100.0,26.30788996758247,33.7,81.0,10.0,6.0,79.0,11.0,1.0,2.0,2.0,5.0,4.0
"Green Bay, WI",44.698809,-87.825063,20.017718130925676,53053.0,19.840608603700385,38.0,87.0,9.0,3.0,83.0,8.0,1.0,3.0,2.0,4.0,3.0
"Greeneville, TN",36.175364,-82.845817,18.237590630228667,35860.0,23.36741754439917,43.4,87.0,8.0,3.0,85.0,10.0,0.0,1.0,1.0,2.0,3.0
"Greenfield Town, MA",42.583121,-72.59187,22.01509098979139,54072.0,24.108490294337884,44.9,87.0,7.0,4.0,78.0,8.0,1.0,5.0,1.0,6.0,5.0
"Greensboro-High Point, NC",36.025953,-79.791739,22.45019464163041,43670.0,22.14345558444216,38.3,87.0,8.0,3.0,83.0,10.0,1.0,1.0,1.0,4.0,5.0
"Greensburg, IN",39.307,-85.501143,18.230541395498783,49631.0,21.584620755869775,39.5,86.0,10.0,2.0,86.0,7.0,1.0,2.0,1.0,3.0,1.0
"Greenville, MS",33.283698,-90.947455,25.546032623721317,28936.0,17.48870297997069,35.8,82.0,13.0,2.0,82.0,12.0,1.0,2.0,1.0,3.0,5.0
"Greenville, NC",35.59352,-77.374649,23.3367451381781,42011.0,19.795203886774313,31.4,79.0,12.0,6.0,83.0,10.0,1.0,2.0,1.0,3.0,5.0
"Greenville, OH",40.13323,-84.619313,17.921196593033724,43323.0,22.62770721008864,41.2,87.0,9.0,3.0,84.0,8.0,1.0,2.0,1.0,4.0,3.0
"Greenville-Anderson-Mauldin, SC",34.684948,-82.413954,20.44554019547416,45428.0,22.488335991313495,38.2,85.0,9.0,3.0,85.0,8.0,0.0,2.0,1.0,3.0,4.0
"Greenwood, MS",33.498395,-90.106413,25.047438330170777,27404.0,19.397144166157606,35.2,92.0,4.0,3.0,87.0,9.0,0.0,2.0,1.0,1.0,2.0
"Greenwood, SC",34.18991,-82.300599,21.485854310536865,35912.0,23.140638602600465,40.0,84.0,9.0,5.0,86.0,8.0,0.0,2.0,1.0,3.0,3.0
"Gulfport-Biloxi-Pascagoula, MS",30.430224,-88.98022,22.27278811404096,44826.0,23.088083646340472,36.8,82.0,10.0,3.0,82.0,11.0,1.0,3.0,1.0,2.0,4.0
"Guymon, OK",36.747912,-101.490012,15.73786175556087,50172.0,15.85076908378714,31.6,83.0,9.0,3.0,76.0,18.0,0.0,3.0,1.0,3.0,2.0
"Hagerstown-Martinsburg, MD-WV",39.546837,-77.900927,21.199971361065366,55868.0,29.584871519758497,39.5,85.0,9.0,3.0,82.0,10.0,1.0,2.0,1.0,4.0,3.0
"Hailey, ID",43.323964,-114.199358,22.94768183751595,56424.0,19.776508084577113,40.9,85.0,8.0,2.0,72.0,9.0,2.0,5.0,2.0,10.0,6.0
"Hammond, LA",30.626653,-90.40568,21.4238353675008,40721.0,29.82260302902311,34.1,84.0,9.0,4.0,79.0,13.0,1.0,1.0,3.0,3.0,3.0
"Hanford-Corcoran, CA",36.075361,-119.815502,24.73965484463784,47341.0,21.13312324660851,31.2,80.0,10.0,7.0,76.0,15.0,1.0,3.0,2.0,3.0,2.0
"Hannibal, MO",39.661166,-91.570149,17.400110476891918,43448.0,19.596339513119705,41.1,88.0,6.0,4.0,81.0,9.0,0.0,3.0,2.0,5.0,2.0
"Harrisburg-Carlisle, PA",40.326667,-77.101203,20.006613181114147,57461.0,22.35901733017844,40.2,85.0,8.0,4.0,81.0,9.0,2.0,3.0,1.0,3.0,4.0
"Harrison, AR",36.08459,-93.164367,17.86300789320337,37754.0,23.329782946629052,42.6,85.0,9.0,3.0,83.0,11.0,0.0,1.0,1.0,3.0,6.0
"Harrisonburg, VA",38.510612,-78.875713,21.443587946741417,48518.0,19.402148159848366,32.2,81.0,7.0,9.0,79.0,9.0,1.0,5.0,2.0,4.0,4.0
"Hartford-West Hartford-East Hartford, CT",41.718103,-72.572685,22.51772792528894,68959.0,23.279572635887114,40.4,87.0,7.0,3.0,81.0,8.0,3.0,3.0,1.0,4.0,5.0
"Hastings, NE",40.524469,-98.501209,15.893420591328736,51342.0,15.000338317883484,38.1,84.0,8.0,5.0,83.0,9.0,0.0,3.0,1.0,5.0,1.0
"Hattiesburg, MS",31.187362,-89.228816,21.840679104119705,41702.0,23.22280087883473,32.8,80.0,8.0,8.0,82.0,9.0,0.0,2.0,4.0,2.0,3.0
"Hays, KS",38.914751,-99.317232,18.933232876105212,45127.0,13.208782742681048,32.2,76.0,14.0,8.0,85.0,7.0,0.0,3.0,1.0,3.0,6.0
"Heber, UT",40.330774,-111.168184,23.89680095148059,65582.0,25.21176358618064,32.0,85.0,7.0,5.0,77.0,10.0,0.0,2.0,3.0,8.0,6.0
"Helena, MT",46.812795,-112.296139,18.423941916061626,56470.0,17.768017955609743,42.1,83.0,10.0,4.0,78.0,11.0,1.0,4.0,2.0,5.0,3.0
"Helena-West Helena, AR",34.428291,-90.848022,24.72133318618254,27183.0,18.981296402055968,37.6,85.0,12.0,2.0,79.0,16.0,0.0,2.0,0.0,3.0,2.0
"Henderson, NC",36.364762,-78.408331,23.59501100513573,34075.0,23.152698949402247,39.2,90.0,5.0,3.0,86.0,9.0,0.0,2.0,0.0,2.0,2.0
"Hereford, TX",34.966022,-102.604938,16.997325270380276,42995.0,15.253777605579232,31.4,87.0,7.0,5.0,77.0,18.0,0.0,1.0,1.0,3.0,3.0
"Hermiston-Pendleton, OR",45.524872,-119.065027,18.84671256236973,47499.0,17.600736317254174,36.1,82.0,12.0,3.0,80.0,11.0,0.0,4.0,1.0,3.0,4.0
"Hickory-Lenoir-Morganton, NC",35.813172,-81.45463,19.637432631063202,40820.0,22.540209412780655,41.4,89.0,7.0,3.0,86.0,9.0,0.0,1.0,1.0,3.0,4.0
"Hillsdale, MI",41.887767,-84.592928,20.70976459711258,42183.0,23.463674487135894,41.7,88.0,7.0,3.0,81.0,9.0,0.0,4.0,1.0,5.0,4.0
"Hilo, HI",19.602397,-155.522886,25.282643078905746,51213.0,25.49973151220587,40.9,87.0,8.0,1.0,72.0,13.0,1.0,2.0,2.0,8.0,3.0
"Hilton Head Island-Bluffton-Beaufort, SC",32.385038,-80.83492,23.125336501865846,53863.0,22.12637982940291,41.1,82.0,8.0,2.0,76.0,13.0,0.0,3.0,3.0,6.0,6.0
"Hinesville, GA",31.785309,-81.572387,26.048535109781795,44133.0,21.91790800701692,28.2,75.0,7.0,5.0,83.0,9.0,0.0,3.0,3.0,2.0,5.0
"Hobbs, NM",32.792185,-103.412446,14.378801042571677,55248.0,18.317872717865328,31.5,89.0,6.0,2.0,82.0,12.0,0.0,2.0,1.0,2.0,2.0
"Holland, MI",42.593673,-86.291766,19.55328556182345,52472.0,23.981268589026936,39.8,87.0,7.0,5.0,85.0,8.0,0.0,1.0,1.0,4.0,3.0
"Homosassa Springs, FL",28.84757,-82.520107,20.90844682358498,38109.0,25.400379319687676,55.0,87.0,7.0,3.0,83.0,9.0,0.0,1.0,2.0,5.0,5.0
"Hood River, OR",45.519107,-121.651105,23.014339649396458,56417.0,16.362101499652397,39.1,90.0,5.0,2.0,70.0,11.0,0.0,7.0,4.0,9.0,6.0
"Hot Springs, AR",34.576686,-93.150425,20.65827392689216,39558.0,21.522360965949723,44.1,83.0,11.0,3.0,78.0,14.0,0.0,1.0,1.0,5.0,4.0
"Houghton, MI",47.571334,-88.331691,20.585664335664337,36608.0,14.975516146109053,34.2,84.0,8.0,4.0,72.0,11.0,1.0,10.0,2.0,4.0,6.0
"Houma-Thibodaux, LA",29.404888,-90.657507,16.299014719374526,50138.0,25.06601355584667,35.9,86.0,9.0,4.0,80.0,12.0,0.0,1.0,4.0,2.0,2.0
"Houston-The Woodlands-Sugar Land, TX",29.750007,-95.354036,21.714460972243522,58689.0,28.528420386770286,33.5,84.0,11.0,3.0,80.0,11.0,2.0,1.0,2.0,3.0,5.0
"Hudson, NY",42.250083,-73.631848,21.574413646055437,58625.0,26.3689129547899,46.5,91.0,5.0,3.0,77.0,8.0,3.0,4.0,1.0,7.0,6.0
"Huntingdon, PA",40.416934,-77.981208,16.79233747707357,44163.0,28.04283771532185,42.4,89.0,5.0,4.0,78.0,11.0,0.0,7.0,1.0,3.0,2.0
"Huntington, IN",40.82924,-85.488172,18.57420390235662,47356.0,20.297423327554252,39.9,85.0,10.0,3.0,84.0,8.0,0.0,3.0,1.0,4.0,3.0
"Huntington-Ashland, WV-KY-OH",38.381372,-82.379125,17.216358839050134,42448.0,23.603047685265658,40.9,88.0,7.0,3.0,86.0,9.0,0.0,2.0,1.0,2.0,4.0
"Huntsville, AL",34.783189,-86.734642,18.124228270789715,55881.0,21.77548278493983,37.9,86.0,9.0,2.0,87.0,8.0,0.0,1.0,1.0,3.0,4.0
"Huntsville, TX",30.904142,-95.36612,22.09341970678486,38129.0,25.38500408131535,36.8,82.0,5.0,11.0,81.0,10.0,0.0,4.0,1.0,4.0,4.0
"Huron, SD",44.41448,-98.27811,16.51226896832211,44258.0,13.396356136129254,38.2,86.0,8.0,2.0,77.0,13.0,1.0,4.0,2.0,4.0,3.0
"Hutchinson, KS",37.952953,-98.086007,18.668994694782086,44673.0,17.968222621184918,39.7,81.0,12.0,4.0,82.0,10.0,1.0,1.0,2.0,4.0,5.0
"Hutchinson, MN",44.823544,-94.27242,19.05608706476509,56234.0,22.22384784198976,39.6,88.0,8.0,4.0,82.0,9.0,0.0,3.0,2.0,4.0,2.0
"Idaho Falls, ID",43.622451,-112.427836,19.063682899562632,50987.0,19.9193072229876,32.2,85.0,9.0,3.0,78.0,12.0,2.0,2.0,2.0,4.0,5.0
"Indiana, PA",40.652049,-79.08755,17.534537725823593,45168.0,22.418476028803767,38.8,82.0,9.0,6.0,80.0,9.0,1.0,5.0,2.0,4.0,3.0
"Indianapolis-Carmel-Anderson, IN",39.747431,-86.206138,21.146584277377276,52434.0,24.65206848282049,36.0,85.0,9.0,4.0,84.0,9.0,1.0,2.0,1.0,4.0,4.0
"Indianola, MS",33.602313,-90.588619,24.007730575140474,27941.0,18.555144793592113,33.7,84.0,7.0,7.0,83.0,12.0,0.0,3.0,1.0,1.0,3.0
"Ionia, MI",42.945094,-85.074602,20.806652806652806,48100.0,26.98801320993191,37.3,85.0,8.0,6.0,82.0,11.0,0.0,2.0,1.0,4.0,3.0
"Iowa City, IA",41.511347,-91.649972,21.06487370525168,55030.0,18.713202171954517,31.0,76.0,13.0,6.0,68.0,9.0,5.0,9.0,4.0,4.0,5.0
"Iron Mountain, MI-WI",45.946665,-88.07589,17.6532862814292,45340.0,16.350729695431472,46.9,89.0,4.0,3.0,85.0,7.0,0.0,3.0,1.0,3.0,3.0
"Ithaca, NY",42.452016,-76.473659,23.370429252782195,52836.0,18.920328450954283,29.8,73.0,12.0,5.0,62.0,9.0,7.0,15.0,2.0,6.0,8.0
"Jackson, MI",42.248487,-84.423438,21.358796092581184,45452.0,23.257098556061635,40.2,84.0,11.0,4.0,83.0,10.0,0.0,2.0,1.0,3.0,5.0
"Jackson, MS",32.317009,-90.220487,21.55799497420976,45366.0,23.79804144727791,35.3,86.0,8.0,4.0,86.0,9.0,0.0,1.0,1.0,3.0,4.0
"Jackson, OH",39.019672,-82.618383,21.66180835985345,37393.0,26.46055179090029,39.6,85.0,10.0,4.0,83.0,12.0,1.0,2.0,1.0,2.0,5.0
"Jackson, TN",35.609532,-88.852889,22.231896676824846,41346.0,20.133598799630654,37.5,87.0,8.0,4.0,85.0,7.0,1.0,1.0,2.0,4.0,4.0
"Jackson, WY-ID",43.917878,-110.649255,20.940081093257245,66590.0,17.9658139671018,36.5,85.0,8.0,2.0,66.0,9.0,7.0,9.0,4.0,6.0,4.0
"Jacksonville, FL",30.234073,-81.757498,24.314825129160507,52067.0,25.470069881901452,37.7,82.0,11.0,4.0,81.0,10.0,1.0,1.0,2.0,5.0,5.0
"Jacksonville, IL",39.693699,-90.285135,17.37382378100941,46760.0,19.481727949469885,41.2,83.0,9.0,6.0,81.0,10.0,0.0,4.0,1.0,4.0,3.0
"Jacksonville, NC",34.709432,-77.415949,26.11126763615873,46141.0,24.160837474070142,25.9,73.0,11.0,2.0,73.0,13.0,0.0,5.0,1.0,6.0,4.0
"Jacksonville, TX",31.836952,-95.165179,19.132712008010476,38949.0,24.956947974480006,37.8,86.0,8.0,5.0,84.0,11.0,0.0,2.0,1.0,2.0,2.0
"Jamestown, ND",46.979249,-98.958828,14.892196520441425,50926.0,13.413031053534006,41.1,87.0,6.0,4.0,84.0,8.0,1.0,3.0,1.0,4.0,3.0
"Jamestown-Dunkirk-Fredonia, NY",42.302941,-79.405758,18.820224719101123,42720.0,18.020660394761116,41.2,86.0,9.0,3.0,79.0,10.0,0.0,5.0,2.0,4.0,4.0
"Janesville-Beloit, WI",42.671224,-89.071566,21.15016617987713,49645.0,23.092193856577886,38.8,86.0,10.0,2.0,82.0,10.0,1.0,2.0,1.0,4.0,3.0
"Jasper, IN",38.37944,-87.03464,15.386379270809448,52332.0,20.929320373488444,41.5,91.0,6.0,2.0,85.0,9.0,0.0,2.0,1.0,4.0,3.0
"Jefferson, GA",34.133883,-83.566348,22.40762812872467,52857.0,30.51306393692987,38.0,90.0,4.0,5.0,84.0,8.0,0.0,0.0,1.0,6.0,4.0
"Jefferson City, MO",38.639813,-92.091693,16.50955414012739,51025.0,19.88867631773195,38.1,84.0,7.0,7.0,82.0,12.0,0.0,2.0,1.0,3.0,2.0
"Johnson City, TN",36.253747,-82.334425,19.58857844642309,39084.0,21.759340552141254,40.9,86.0,8.0,4.0,85.0,7.0,0.0,1.0,2.0,4.0,4.0
"Johnstown, PA",40.495294,-78.713703,17.21822995461422,42304.0,23.217300140377063,44.1,89.0,7.0,3.0,83.0,9.0,1.0,3.0,2.0,2.0,4.0
"Jonesboro, AR",35.69819,-90.648385,20.248773477377473,40358.0,18.860042042396024,34.6,77.0,15.0,5.0,84.0,9.0,0.0,1.0,1.0,4.0,6.0
"Joplin, MO",37.056543,-94.339935,20.297387036235023,41562.0,19.047844374342798,36.6,84.0,9.0,4.0,83.0,10.0,0.0,2.0,2.0,4.0,4.0
"Junction City, KS",39.002358,-96.752539,26.438896189224703,45660.0,16.727322272011627,26.4,73.0,8.0,4.0,78.0,12.0,0.0,2.0,3.0,3.0,3.0
"Juneau, AK",58.445711,-134.234239,19.950442477876106,84750.0,14.830869380057187,37.3,82.0,11.0,1.0,67.0,16.0,5.0,7.0,3.0,3.0,6.0
"Kahului-Wailuku-Lahaina, HI",20.854225,-156.554832,26.95042051949259,64563.0,21.093925330747386,40.0,84.0,11.0,1.0,70.0,14.0,2.0,4.0,3.0,6.0,4.0
"Kalamazoo-Portage, MI",42.271336,-86.037176,21.65028453181583,46392.0,20.97868968069433,35.4,81.0,11.0,5.0,83.0,8.0,1.0,3.0,1.0,4.0,5.0
"Kalispell, MT",48.295127,-114.049674,22.997140296214095,46858.0,18.980919451914456,41.9,88.0,7.0,1.0,80.0,8.0,0.0,3.0,2.0,6.0,6.0
"Kankakee, IL",41.137705,-87.861798,21.670588235294115,51e3,23.533289456923274,37.3,88.0,8.0,3.0,82.0,8.0,1.0,3.0,2.0,3.0,4.0
"Kansas City, MO-KS",38.937183,-94.444398,20.905776780706674,57056.0,22.761962658691033,36.7,84.0,9.0,3.0,83.0,9.0,1.0,1.0,1.0,4.0,4.0
"Kapaa, HI",22.011847,-159.701763,26.57515966066152,62946.0,21.982281284606866,41.5,87.0,8.0,1.0,77.0,11.0,1.0,4.0,2.0,6.0,8.0
"Kearney, NE",40.734948,-99.031174,17.69409629671638,52899.0,15.37410020921244,33.6,79.0,11.0,7.0,80.0,10.0,0.0,4.0,1.0,4.0,3.0
"Keene, NH",42.919325,-72.251178,24.68871907230268,56139.0,22.450226937320746,41.7,83.0,10.0,2.0,79.0,8.0,0.0,4.0,1.0,7.0,4.0
"Kendallville, IN",41.398599,-85.417467,17.815974909372326,49102.0,23.01429474400739,37.6,84.0,11.0,5.0,82.0,11.0,0.0,2.0,2.0,3.0,2.0
"Kennett, MO",36.272135,-90.090906,19.25921263807156,31777.0,19.930418387502243,39.7,85.0,10.0,3.0,85.0,11.0,0.0,1.0,1.0,2.0,3.0
"Kennewick-Richland, WA",46.363538,-119.254308,18.804223552357254,59476.0,21.495673726904013,33.0,84.0,9.0,4.0,80.0,12.0,1.0,2.0,1.0,4.0,4.0
"Kerrville, TX",30.061484,-99.35016,20.545073375262053,42930.0,19.06495601936189,47.8,83.0,10.0,6.0,80.0,11.0,0.0,2.0,1.0,5.0,6.0
"Ketchikan, AK",55.492249,-131.033823,22.459165154264973,61712.0,13.273663183773817,38.8,78.0,13.0,3.0,63.0,18.0,3.0,11.0,3.0,2.0,5.0
"Key West, FL",25.04678,-81.185692,29.4324514418655,55449.0,18.768413936850408,46.7,82.0,8.0,4.0,66.0,9.0,2.0,5.0,11.0,6.0,9.0
"Kill Devil Hills, NC",35.719578,-75.820433,25.393733965055524,53399.0,19.748985664051933,44.0,86.0,7.0,3.0,80.0,11.0,0.0,2.0,2.0,5.0,9.0
"Killeen-Temple, TX",31.208094,-97.787698,21.47974186418267,50671.0,20.139893629008633,30.4,77.0,10.0,4.0,80.0,11.0,0.0,4.0,2.0,3.0,3.0
"Kingsport-Bristol-Bristol, TN-VA",36.607739,-82.442571,18.2551431926081,39178.0,22.741205741312488,43.9,86.0,8.0,3.0,87.0,8.0,0.0,1.0,1.0,3.0,4.0
"Kingston, NY",41.888146,-74.25857,24.597214636810484,58592.0,27.81674470055567,42.9,88.0,7.0,4.0,77.0,8.0,2.0,4.0,1.0,7.0,5.0
"Kingsville, TX",27.107601,-97.647958,22.611464968152866,37680.0,17.400608218365228,28.1,81.0,11.0,6.0,73.0,17.0,1.0,5.0,2.0,2.0,6.0
"Kinston, NC",35.239151,-77.641273,23.470731638972175,35687.0,21.51988514613868,41.3,84.0,12.0,3.0,77.0,17.0,1.0,3.0,0.0,2.0,3.0
"Kirksville, MO",40.28904,-92.572631,19.62848121070748,35153.0,19.04830837951857,30.7,73.0,15.0,8.0,76.0,10.0,0.0,7.0,3.0,4.0,7.0
"Klamath Falls, OR",42.686342,-121.650125,23.008043709212323,39534.0,17.40151072531508,42.3,82.0,11.0,3.0,75.0,11.0,0.0,4.0,2.0,7.0,4.0
"Knoxville, TN",36.055349,-84.124934,20.60303745601924,44906.0,23.21448525345102,40.3,86.0,8.0,3.0,85.0,9.0,1.0,1.0,1.0,4.0,5.0
"Kokomo, IN",40.483586,-86.116931,20.219592185940396,42078.0,20.246789787183094,41.2,84.0,11.0,3.0,85.0,8.0,0.0,1.0,2.0,3.0,5.0
"Laconia, NH",43.518692,-71.423357,22.684347339672932,60782.0,26.795508605009093,45.5,90.0,4.0,3.0,85.0,8.0,0.0,1.0,1.0,4.0,3.0
"La Crosse-Onalaska, WI-MN",43.779267,-91.319644,19.98436278342455,51160.0,18.491920873164336,36.7,82.0,11.0,4.0,80.0,8.0,1.0,4.0,3.0,4.0,4.0
"Lafayette, LA",29.955758,-92.04483,17.297663967439693,47174.0,25.06070400412491,35.0,86.0,9.0,3.0,82.0,11.0,0.0,2.0,2.0,2.0,3.0
"Lafayette-West Lafayette, IN",40.514329,-86.929555,21.982188519530908,45364.0,18.679105453594314,29.4,75.0,14.0,6.0,76.0,10.0,3.0,5.0,2.0,4.0,6.0
"La Grande, OR",45.310346,-118.008997,19.38749566624292,43265.0,17.4253164556962,40.1,82.0,11.0,4.0,71.0,11.0,1.0,8.0,2.0,6.0,4.0
"LaGrange, GA",33.03351,-85.028337,23.13749821028015,41906.0,21.04165883370305,36.2,81.0,11.0,4.0,86.0,8.0,0.0,1.0,3.0,1.0,5.0
"Lake Charles, LA",29.985247,-93.256457,18.331690708717858,44644.0,21.146820507960577,36.3,83.0,12.0,3.0,85.0,10.0,0.0,1.0,1.0,2.0,3.0
"Lake City, FL",30.224240000000002,-82.621539,21.646170332193705,39194.0,23.417821697467488,40.4,78.0,11.0,8.0,85.0,10.0,0.0,1.0,2.0,3.0,4.0
"Lake Havasu City-Kingman, AZ",35.70406,-113.757909,22.810484709798214,38456.0,19.251080023082082,48.6,79.0,11.0,2.0,78.0,14.0,0.0,2.0,2.0,3.0,4.0
"Lakeland-Winter Haven, FL",27.948866,-81.697681,23.240368762046305,43063.0,25.599805112718588,40.3,84.0,11.0,3.0,81.0,11.0,0.0,1.0,2.0,4.0,4.0
"Lancaster, PA",40.042438,-76.247704,21.365546218487395,57120.0,22.789140664833372,38.3,89.0,7.0,2.0,79.0,9.0,1.0,3.0,2.0,5.0,3.0
"Lansing-East Lansing, MI",42.7133,-84.606974,21.53324693450304,50155.0,21.061766244688602,34.8,79.0,10.0,8.0,80.0,9.0,2.0,4.0,2.0,4.0,5.0
"Laramie, WY",41.654469,-105.723911,22.100335713272496,42298.0,12.372344492381629,27.0,68.0,16.0,6.0,64.0,11.0,3.0,9.0,7.0,6.0,5.0
"Laredo, TX",27.761062,-99.331565,25.564259675793068,38679.0,21.656682254761304,28.1,85.0,12.0,2.0,78.0,15.0,1.0,2.0,1.0,4.0,6.0
"Las Cruces, NM",32.35268,-106.8328,22.11002966741269,38426.0,20.3826322449414,32.5,83.0,11.0,2.0,82.0,10.0,0.0,3.0,1.0,4.0,4.0
"Las Vegas, NM",35.480287,-104.815855,24.0067863707055,28292.0,20.796254195084984,41.8,91.0,5.0,2.0,79.0,9.0,0.0,3.0,2.0,7.0,3.0
"Las Vegas-Henderson-Paradise, NV",36.215198,-115.013562,25.62704052237373,52070.0,24.213097499555676,36.1,77.0,18.0,0.0,79.0,11.0,4.0,2.0,2.0,3.0,6.0
"Laurel, MS",31.818051,-89.144177,18.327817264391513,36862.0,23.042560564533915,37.5,90.0,6.0,2.0,87.0,8.0,0.0,1.0,2.0,1.0,2.0
"Laurinburg, NC",34.840898,-79.480432,24.86865148861646,30834.0,21.35846509834169,38.8,86.0,8.0,4.0,87.0,8.0,0.0,1.0,1.0,3.0,4.0
"Lawrence, KS",38.88466,-95.292606,23.062366947882992,50732.0,20.287228839906383,28.7,72.0,17.0,6.0,76.0,11.0,2.0,5.0,2.0,4.0,5.0
"Lawrenceburg, TN",35.217274,-87.395585,18.68828770972144,37371.0,25.987309644670052,40.0,90.0,7.0,1.0,85.0,11.0,0.0,1.0,1.0,3.0,4.0
"Lawton, OK",34.524146,-98.434774,20.534537519175508,46283.0,17.414393133418685,31.7,72.0,12.0,4.0,74.0,11.0,1.0,4.0,3.0,7.0,3.0
"Lebanon, MO",37.658323,-92.590349,19.724497971209264,38693.0,20.98868417234876,39.3,85.0,7.0,5.0,79.0,13.0,0.0,3.0,1.0,4.0,4.0
"Lebanon, PA",40.367232,-76.457712,18.478628522599823,56173.0,23.115550223507757,41.1,88.0,7.0,3.0,81.0,10.0,0.0,4.0,1.0,4.0,3.0
"Levelland, TX",33.607643,-102.343197,15.782905813608004,50485.0,19.158598662541173,32.6,80.0,8.0,10.0,78.0,15.0,0.0,3.0,1.0,3.0,3.0
"Lewisburg, PA",40.962966,-77.062249,20.496856247567944,48827.0,21.1913517626173,38.5,84.0,5.0,5.0,75.0,9.0,0.0,4.0,3.0,9.0,3.0
"Lewisburg, TN",35.468861,-86.765017,19.425182918081394,41822.0,28.35584354750566,39.8,89.0,5.0,4.0,86.0,10.0,0.0,1.0,2.0,1.0,2.0
"Lewiston, ID-WA",46.269106,-116.943765,19.816415886915742,44993.0,16.14115665786351,42.5,84.0,9.0,2.0,80.0,9.0,1.0,3.0,2.0,5.0,4.0
"Lewiston-Auburn, ME",44.165848,-70.206445,21.97312356604392,45765.0,23.698505924781042,40.4,85.0,10.0,3.0,77.0,14.0,0.0,4.0,2.0,3.0,3.0
"Lewistown, PA",40.610413,-77.617042,19.31277016631255,40947.0,23.33548664944014,43.3,89.0,8.0,2.0,79.0,12.0,0.0,4.0,1.0,3.0,3.0
"Lexington, NE",40.75947,-99.823031,17.359900373599004,48180.0,16.1601766358892,37.0,86.0,9.0,4.0,75.0,15.0,0.0,4.0,2.0,4.0,2.0
"Lexington-Fayette, KY",38.090512,-84.43306,20.953257195431725,49997.0,20.81609231055554,35.5,78.0,13.0,5.0,80.0,10.0,1.0,3.0,1.0,4.0,5.0
"Liberal, KS",37.193301,-100.851286,16.906275066329364,48621.0,14.874525824336153,29.2,83.0,9.0,3.0,70.0,22.0,0.0,2.0,2.0,4.0,3.0
"Lima, OH",40.771521,-84.105779,19.547287390029325,43648.0,18.981577289904624,38.2,82.0,12.0,3.0,87.0,9.0,0.0,2.0,1.0,2.0,3.0
"Lincoln, IL",40.124557,-89.367546,16.83974179062588,49882.0,20.95566826336057,39.6,78.0,9.0,11.0,80.0,11.0,1.0,4.0,1.0,3.0,4.0
