name,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,time_0900_0959
"Pahrump, NV",38.042382,-116.471931,23.0188950355629,41757.0,26.173409955735032,50.3,81.0,11.0,4.0,75.0,14.0,1.0,3.0,2.0,4.0,3.0
"Palatka, FL",29.608635,-81.744304,21.091887265390962,32714.0,27.733609564504295,43.9,88.0,7.0,4.0,81.0,12.0,1.0,1.0,2.0,4.0,3.0
"Palestine, TX",31.813326,-95.652547,17.896544423796193,42511.0,21.518207138436146,39.1,82.0,8.0,9.0,85.0,10.0,0.0,1.0,1.0,2.0,3.0
"Palm Bay-Melbourne-Titusville, FL",28.300314,-80.701205,22.647113421199183,48483.0,24.127115854805343,46.3,85.0,10.0,2.0,82.0,9.0,1.0,1.0,2.0,5.0,6.0
"Pampa, TX",35.401163,-100.812558,16.20221784457381,45179.0,18.518196632265074,37.7,83.0,5.0,10.0,84.0,13.0,0.0,1.0,1.0,1.0,5.0
"Panama City, FL",30.100116,-85.47729,23.490650806555134,46742.0,21.82840221993221,40.1,80.0,12.0,3.0,83.0,11.0,1.0,2.0,2.0,3.0,5.0
"Paragould, AR",36.117698,-90.559072,20.020253164556962,39500.0,20.078552725541538,38.2,83.0,12.0,3.0,87.0,9.0,0.0,1.0,1.0,2.0,3.0
"Paris, TN",36.331838,-88.301214,18.35943557140642,38694.0,22.131230925737537,44.8,86.0,10.0,2.0,85.0,8.0,0.0,1.0,1.0,4.0,3.0
"Paris, TX",33.667262,-95.571201,18.584974471188914,41130.0,19.326260472956225,40.5,83.0,11.0,4.0,83.0,10.0,0.0,1.0,3.0,3.0,5.0
"Parkersburg-Vienna, WV",39.138804,-81.462709,16.79653269545035,42223.0,20.44277060417663,42.5,91.0,5.0,1.0,84.0,11.0,1.0,2.0,1.0,2.0,5.0
"Parsons, KS",37.191327,-95.297576,17.11637785393638,41434.0,16.991838535347966,40.6,87.0,7.0,4.0,83.0,8.0,0.0,4.0,1.0,3.0,2.0
"Payson, AZ",33.799752,-110.811737,18.730333150192298,40042.0,20.702604662226452,48.0,88.0,6.0,4.0,76.0,12.0,0.0,4.0,3.0,5.0,4.0
"Pecos, TX",31.323184,-103.693166,12.413793103448276,44950.0,17.26635009712929,35.0,79.0,4.0,12.0,84.0,9.0,0.0,2.0,2.0,3.0,2.0
"Pensacola-Ferry Pass-Brent, FL",30.659396,-87.156272,22.63323520454776,49255.0,23.6977570353859,38.1,81.0,9.0,3.0,79.0,10.0,0.0,2.0,2.0,8.0,5.0
"Peoria, IL",40.789158,-89.515915,17.642541052554584,54686.0,20.621924654403866,38.9,86.0,8.0,3.0,85.0,8.0,1.0,2.0,1.0,3.0,4.0
"Peru, IN",40.769504,-86.045023,18.13870776526378,43862.0,23.902780771718042,40.3,85.0,6.0,7.0,84.0,9.0,0.0,2.0,2.0,3.0,3.0
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",39.895834,-75.311788,23.5101095401245,62169.0,28.758495131036597,38.2,89.0,7.0,2.0,73.0,8.0,10.0,4.0,1.0,4.0,5.0
"Phoenix-Mesa-Scottsdale, AZ",33.185704,-112.070488,23.702870005627464,53310.0,25.792224920876908,35.4,81.0,14.0,1.0,77.0,11.0,2.0,1.0,3.0,6.0,5.0
"Picayune, MS",30.76858,-89.589783,19.816084103714907,40997.0,33.994213140779436,40.6,88.0,6.0,2.0,84.0,10.0,1.0,2.0,1.0,2.0,2.0
"Pierre, SD",44.502969,-100.370019,14.662140038258054,58027.0,11.174219623355405,39.9,83.0,7.0,7.0,78.0,14.0,0.0,3.0,1.0,4.0,3.0
"Pine Bluff, AR",34.077289,-91.949888,20.219231604080747,36856.0,22.32471197486326,38.1,87.0,8.0,3.0,84.0,10.0,0.0,1.0,2.0,2.0,2.0
"Pinehurst-Southern Pines, NC",35.310721,-79.481308,19.12170341118806,50393.0,24.19403586540399,45.1,89.0,5.0,2.0,86.0,7.0,0.0,2.0,1.0,4.0,5.0
"Pittsburg, KS",37.507315,-94.851811,21.639661947569575,37154.0,16.19983065198984,32.7,80.0,12.0,4.0,86.0,7.0,0.0,3.0,1.0,3.0,3.0
"Pittsburgh, PA",40.439015,-79.830961,18.341267852668505,51883.0,26.297141174827036,42.7,88.0,7.0,2.0,77.0,9.0,5.0,3.0,1.0,4.0,5.0
"Pittsfield, MA",42.370674,-73.206404,22.051993485734968,49737.0,20.37542279284876,45.4,88.0,8.0,1.0,79.0,8.0,1.0,5.0,1.0,5.0,6.0
"Plainview, TX",34.070512,-101.826881,16.566200978653995,42303.0,15.829243278880668,32.4,77.0,10.0,11.0,81.0,12.0,0.0,1.0,1.0,4.0,4.0
"Platteville, WI",42.867482,-90.70622,18.55879490542885,47266.0,20.748215552865553,36.4,82.0,9.0,6.0,78.0,8.0,0.0,6.0,2.0,6.0,4.0
"Plattsburgh, NY",44.746227,-73.678174,19.040894380700205,50985.0,20.84065740903498,39.6,83.0,9.0,6.0,78.0,12.0,0.0,4.0,3.0,3.0,3.0
"Plymouth, IN",41.324849,-86.261761,18.475613630106523,47219.0,21.19454347395524,39.0,88.0,7.0,4.0,80.0,11.0,0.0,3.0,3.0,3.0,3.0
"Pocatello, ID",42.668507,-112.224629,19.875776397515526,43953.0,18.992445463033697,32.4,81.0,12.0,4.0,78.0,11.0,2.0,4.0,2.0,4.0,5.0
"Point Pleasant, WV-OH",38.79801,-82.175977,17.019033057415513,37934.0,27.150462384403898,41.6,88.0,7.0,2.0,85.0,10.0,0.0,3.0,1.0,2.0,4.0
"Ponca City, OK",36.818006,-97.143923,17.107592211644263,41806.0,17.096808063838722,39.1,82.0,11.0,3.0,82.0,12.0,0.0,3.0,2.0,2.0,5.0
"Pontiac, IL",40.891557,-88.557717,15.964037059371744,54723.0,20.90132268203248,41.0,86.0,7.0,6.0,82.0,10.0,0.0,3.0,1.0,3.0,2.0
"Poplar Bluff, MO",36.716417,-90.406556,19.413716814159294,36160.0,17.270585463541053,40.0,83.0,12.0,2.0,85.0,10.0,0.0,1.0,1.0,2.0,3.0
"Portales, NM",34.021277,-103.480196,21.82295512347198,36567.0,15.184847379301958,29.2,78.0,11.0,6.0,77.0,12.0,0.0,7.0,2.0,3.0,3.0
"Port Angeles, WA",48.110438,-123.934315,21.060245064669843,47008.0,20.92625794130257,49.7,86.0,8.0,3.0,76.0,9.0,3.0,4.0,3.0,5.0,6.0
"Port Clinton, OH",41.5939,-83.019969,18.08988973674882,53599.0,22.905747632680026,47.0,90.0,6.0,3.0,86.0,7.0,1.0,1.0,1.0,4.0,4.0
"Portland-South Portland, ME",43.652964,-70.416871,23.23448275862069,58e3,24.59560893225746,42.7,85.0,8.0,3.0,78.0,10.0,1.0,4.0,2.0,6.0,4.0
"Portland-Vancouver-Hillsboro, OR-WA",45.598167,-122.478566,24.45607832472124,58832.0,25.334018330729347,37.3,82.0,10.0,3.0,71.0,10.0,6.0,3.0,3.0,6.0,6.0
"Port St. Lucie, FL",27.224664,-80.421001,25.546424200034973,45752.0,27.03664663138064,46.0,85.0,8.0,4.0,79.0,11.0,0.0,1.0,2.0,6.0,6.0
"Portsmouth, OH",38.803962,-82.992831,19.261063743402353,36945.0,25.648781409408652,39.4,88.0,8.0,3.0,87.0,7.0,0.0,3.0,1.0,2.0,3.0
"Pottsville, PA",40.705801,-76.215955,18.23189693469569,45020.0,25.820788471368036,43.6,90.0,6.0,2.0,82.0,10.0,1.0,4.0,1.0,3.0,3.0
"Prescott, AZ",34.599881,-112.553864,22.60909090909091,44e3,22.926067975029582,50.8,81.0,10.0,4.0,74.0,13.0,0.0,3.0,2.0,7.0,6.0
"Price, UT",39.648138,-110.588798,16.40857524910495,46366.0,16.004487400759405,34.3,84.0,10.0,5.0,79.0,14.0,0.0,2.0,1.0,3.0,3.0
"Prineville, OR",44.142194,-120.356584,26.085513579290893,36158.0,19.83715925394548,47.6,81.0,11.0,6.0,79.0,10.0,0.0,4.0,2.0,6.0,5.0
"Providence-Warwick, RI-MA",41.644935,-71.389667,24.18469084898786,56267.0,24.90445352834076,40.0,87.0,8.0,2.0,81.0,8.0,3.0,3.0,1.0,3.0,5.0
"Provo-Orem, UT",39.864505,-112.352637,22.497403004270616,60647.0,21.375663686303355,24.5,79.0,13.0,3.0,73.0,13.0,2.0,4.0,2.0,6.0,6.0
"Pueblo, CO",38.17342,-104.512846,23.61461857340258,41974.0,20.52061987704918,38.8,82.0,13.0,2.0,80.0,12.0,1.0,3.0,1.0,3.0,4.0
"Pullman, WA",46.90117,-117.522989,24.487042554387543,35578.0,15.130226364846871,24.0,63.0,17.0,14.0,57.0,12.0,6.0,16.0,3.0,7.0,6.0
"Punta Gorda, FL",26.899846,-81.950308,21.714672992206033,44265.0,23.673524852535582,56.9,83.0,8.0,4.0,78.0,9.0,0.0,1.0,5.0,6.0,6.0
"Quincy, IL-MO",40.028219,-91.385907,16.953137128789727,45089.0,17.19474366927979,40.2,89.0,8.0,2.0,82.0,9.0,0.0,3.0,2.0,3.0,2.0
"Racine, WI",42.751174,-87.696084,21.164290255199347,55055.0,23.542507538854093,39.5,89.0,7.0,3.0,84.0,8.0,1.0,2.0,2.0,3.0,3.0
"Raleigh, NC",35.757134,-78.460803,21.135777303564034,62794.0,24.869322245077004,35.5,84.0,9.0,3.0,81.0,9.0,1.0,1.0,1.0,6.0,6.0
"Rapid City, SD",44.191495,-102.899914,20.806802374561627,51041.0,18.13402169690087,37.5,81.0,11.0,4.0,82.0,10.0,0.0,3.0,1.0,4.0,4.0
"Raymondville, TX",26.477012,-97.591821,19.3289173634488,27627.0,20.120348083688206,32.1,88.0,3.0,7.0,90.0,5.0,0.0,2.0,2.0,1.0,2.0
"Reading, PA",40.416296,-75.925999,21.592171762428762,55798.0,24.52216708915377,39.7,87.0,9.0,3.0,80.0,10.0,2.0,3.0,1.0,4.0,4.0
"Red Bluff, CA",40.125736,-122.233885,24.329108546342844,42369.0,23.71047100410815,40.0,82.0,11.0,5.0,75.0,13.0,1.0,3.0,2.0,6.0,3.0
"Redding, CA",40.763767,-122.040522,26.555346081335845,44556.0,20.08896084120089,41.9,82.0,11.0,4.0,82.0,8.0,1.0,2.0,2.0,6.0,4.0
"Red Wing, MN",44.40985,-92.722591,20.213528106379634,57229.0,23.13667851608787,42.6,89.0,5.0,4.0,79.0,9.0,1.0,4.0,1.0,5.0,4.0
"Reno, NV",40.618997,-119.65915,23.978735838030428,53047.0,21.36942261310712,37.7,79.0,15.0,2.0,78.0,11.0,2.0,3.0,2.0,4.0,6.0
"Rexburg, ID",44.14052,-111.517141,22.49321750568633,36491.0,18.31884887593672,24.0,69.0,13.0,5.0,66.0,14.0,0.0,8.0,4.0,8.0,7.0
"Richmond, IN",39.864416,-85.009876,21.670357481809553,37932.0,19.67946571417941,40.7,82.0,11.0,3.0,84.0,9.0,1.0,2.0,2.0,3.0,3.0
"Richmond, VA",37.461858,-77.473157,22.682105333713157,59677.0,24.637363636039645,38.0,85.0,7.0,6.0,82.0,9.0,2.0,2.0,1.0,4.0,5.0
"Richmond-Berea, KY",37.572265,-84.293807,19.79973363587037,40546.0,23.04504608294931,35.1,81.0,11.0,5.0,80.0,10.0,0.0,5.0,2.0,2.0,4.0
"Rio Grande City, TX",26.562153,-98.7384,18.06531305489076,25906.0,22.428138781148718,29.2,89.0,7.0,1.0,71.0,17.0,1.0,4.0,1.0,6.0,4.0
"Riverside-San Bernardino-Ontario, CA",34.551682,-116.129732,28.394927928904302,55362.0,31.233209093037495,33.2,84.0,11.0,4.0,77.0,14.0,2.0,2.0,2.0,5.0,5.0
"Riverton, WY",43.040528,-108.630418,16.487275116427373,51749.0,18.055037593984963,38.1,84.0,9.0,3.0,75.0,12.0,1.0,4.0,2.0,6.0,5.0
"Roanoke, VA",37.286151,-79.946913,20.305258110915776,50056.0,21.961293283330583,42.2,85.0,7.0,6.0,83.0,9.0,1.0,2.0,1.0,3.0,4.0
"Roanoke Rapids, NC",36.326378,-77.542156,24.91965389369592,32360.0,23.55653300867926,43.3,87.0,8.0,4.0,84.0,10.0,0.0,2.0,1.0,2.0,3.0
"Rochelle, IL",42.042645,-89.320654,19.214942569864384,55894.0,24.06622180927443,41.1,90.0,6.0,3.0,84.0,9.0,0.0,2.0,1.0,4.0,2.0
"Rochester, MN",43.956007,-92.338089,18.37097025385454,64210.0,19.185327779582323,38.0,87.0,7.0,3.0,76.0,11.0,4.0,3.0,1.0,5.0,3.0
"Rochester, NY",43.149076,-77.522073,21.192404727127872,52717.0,20.9055882850785,39.6,86.0,9.0,3.0,82.0,8.0,2.0,4.0,1.0,4.0,5.0
"Rockford, IL",42.331624,-89.042083,22.079941831108236,49511.0,22.673946096312104,38.8,87.0,9.0,2.0,84.0,9.0,1.0,1.0,1.0,4.0,3.0
"Rockingham, NC",35.005944,-79.747834,21.350557839107456,34060.0,20.10104721660849,39.8,86.0,10.0,3.0,81.0,14.0,0.0,2.0,1.0,2.0,5.0
"Rock Springs, WY",41.659496,-108.879431,15.568482893675844,69448.0,21.428181321682143,33.3,80.0,12.0,1.0,77.0,15.0,2.0,2.0,1.0,2.0,3.0
"Rocky Mount, NC",35.941039,-77.798546,23.17732565450293,39763.0,21.25002124296858,40.3,87.0,7.0,5.0,84.0,10.0,1.0,2.0,1.0,3.0,4.0
"Rolla, MO",37.877129,-91.792365,19.197940012398075,41942.0,19.018890401633765,33.7,77.0,10.0,8.0,80.0,11.0,0.0,3.0,2.0,4.0,4.0
"Rome, GA",34.263163,-85.214279,21.8973834234761,41046.0,21.306598193159818,38.1,85.0,10.0,4.0,82.0,10.0,0.0,3.0,2.0,3.0,5.0
"Roseburg, OR",43.285361,-123.179423,22.635962763351298,40820.0,20.148666314354852,46.7,83.0,12.0,3.0,76.0,12.0,0.0,3.0,2.0,6.0,3.0
"Roswell, NM",33.36319,-104.467001,18.529390000246664,40541.0,18.304217224615627,34.8,83.0,10.0,2.0,81.0,11.0,1.0,2.0,2.0,4.0,3.0
"Russellville, AR",35.210947,-93.234709,18.887340007603598,39455.0,19.465315443905226,36.4,84.0,9.0,5.0,83.0,11.0,0.0,2.0,2.0,3.0,2.0
"Ruston, LA",32.601637,-92.664815,22.695118386436715,34210.0,20.29215055993364,27.3,76.0,14.0,6.0,80.0,11.0,0.0,3.0,2.0,3.0,4.0
"Rutland, VT",43.580092,-73.036609,23.30048853192018,48308.0,20.632608225887775,45.2,88.0,7.0,2.0,79.0,8.0,1.0,5.0,1.0,6.0,5.0
"Sacramento--Roseville--Arden-Arcade, CA",38.780463,-120.997632,26.003129258567608,59439.0,25.964046116554854,36.4,82.0,12.0,4.0,75.0,11.0,3.0,2.0,3.0,6.0,5.0
"Safford, AZ",32.932716,-109.887438,18.371127435324176,46965.0,21.811561425728243,32.0,84.0,10.0,3.0,75.0,15.0,1.0,3.0,2.0,4.0,5.0
"Saginaw, MI",43.335029,-84.053187,20.5481338658587,43566.0,21.444862434625318,40.0,86.0,9.0,3.0,85.0,8.0,0.0,2.0,1.0,3.0,5.0
"St. Cloud, MN",45.585891,-94.472031,19.554423933800127,54985.0,20.704810001184462,34.0,80.0,9.0,8.0,79.0,8.0,1.0,4.0,1.0,6.0,3.0
"St. George, UT",37.280406,-113.504711,23.4191280455776,49498.0,18.302770077732763,33.8,81.0,11.0,3.0,79.0,11.0,0.0,3.0,2.0,5.0,7.0
"St. Joseph, MO-KS",39.834176,-94.783885,18.775598656409144,46145.0,18.662766701957757,38.1,82.0,10.0,6.0,83.0,10.0,1.0,2.0,1.0,3.0,4.0
"St. Louis, MO-IL",38.735269,-90.350105,20.74273549373169,54959.0,25.11305231378481,38.5,86.0,8.0,3.0,83.0,8.0,3.0,2.0,1.0,4.0,4.0
"St. Marys, GA",30.92249,-81.636389,21.977688971382033,52799.0,22.0080975223342,31.6,80.0,11.0,2.0,84.0,9.0,0.0,3.0,2.0,2.0,3.0
"Salem, OH",40.768428,-80.777187,17.983389388427483,43707.0,24.755795735791647,42.8,86.0,9.0,3.0,85.0,9.0,0.0,2.0,1.0,3.0,3.0
"Salem, OR",44.903374,-122.903191,23.38901162430574,48433.0,22.303714197003803,35.9,82.0,11.0,4.0,74.0,14.0,1.0,4.0,2.0,5.0,4.0
"Salina, KS",38.958597,-97.650074,18.935351780617943,48354.0,16.063147591886327,38.0,85.0,9.0,4.0,83.0,8.0,0.0,2.0,3.0,4.0,4.0
"Salinas, CA",36.239774,-121.308902,27.919838858352396,58582.0,22.37038575667656,33.3,85.0,9.0,3.0,71.0,12.0,2.0,3.0,7.0,5.0,5.0
"Salisbury, MD-DE",38.402205,-75.477178,22.413402762055696,53004.0,23.370555495342714,43.2,86.0,7.0,3.0,82.0,8.0,1.0,2.0,2.0,4.0,5.0
"Salt Lake City, UT",40.470576,-113.01051,21.921370410700643,61529.0,22.623558804658487,31.4,83.0,11.0,2.0,76.0,12.0,4.0,2.0,2.0,5.0,6.0
"San Angelo, TX",31.363664,-100.673039,19.302664722259046,45258.0,17.556236627537153,34.0,76.0,12.0,6.0,79.0,11.0,0.0,6.0,1.0,3.0,5.0
"San Antonio-New Braunfels, TX",29.428764,-98.602264,21.16470276209601,52786.0,25.042227521118928,34.3,82.0,12.0,3.0,79.0,11.0,2.0,2.0,1.0,4.0,5.0
"San Diego-Carlsbad, CA",33.028203,-116.770207,28.91430714419651,63996.0,24.567787160285977,34.9,84.0,11.0,2.0,76.0,10.0,3.0,3.0,2.0,7.0,6.0
"Sandpoint, ID",48.299758,-116.600801,22.579335705246066,41879.0,23.756876061120543,46.6,86.0,8.0,3.0,78.0,10.0,0.0,3.0,3.0,6.0,3.0
"Sandusky, OH",41.470558,-82.576277,19.66641772467015,48204.0,20.782910814710124,43.8,86.0,8.0,4.0,84.0,9.0,1.0,2.0,1.0,3.0,5.0
"Sanford, NC",35.475169,-79.171426,19.4864929063465,46309.0,23.50826224914493,37.3,86.0,8.0,4.0,85.0,9.0,0.0,1.0,1.0,3.0,3.0
"San Francisco-Oakland-Hayward, CA",37.774109,-122.274114,25.76742325767423,80008.0,30.302172900165193,38.6,85.0,8.0,4.0,61.0,10.0,15.0,4.0,3.0,6.0,9.0
"San Jose-Sunnyvale-Santa Clara, CA",36.910308,-121.376927,24.43631669535284,92960.0,25.719446371664766,36.6,85.0,10.0,3.0,76.0,10.0,4.0,2.0,3.0,5.0,12.0
"San Luis Obispo-Paso Robles-Arroyo Grande, CA",35.387418,-120.452197,27.348874760318903,59454.0,21.286426872086956,39.5,79.0,13.0,6.0,75.0,11.0,1.0,4.0,3.0,7.0,6.0
"Santa Cruz-Watsonville, CA",37.021606,-122.009787,29.102102416209675,66923.0,25.778736976398044,36.9,85.0,8.0,5.0,70.0,9.0,3.0,4.0,6.0,7.0,9.0
"Santa Fe, NM",35.506856,-105.976121,22.795422787869633,52958.0,21.828273064367888,43.9,85.0,8.0,3.0,74.0,12.0,1.0,2.0,3.0,8.0,7.0
"Santa Maria-Santa Barbara, CA",35.038738,-119.88341,28.16004037281774,63409.0,19.362115918757052,33.6,79.0,14.0,4.0,67.0,14.0,4.0,4.0,6.0,5.0,7.0
"Santa Rosa, CA",38.525293,-122.922545,27.95028135237229,63799.0,25.19643903010425,40.5,85.0,10.0,3.0,76.0,10.0,2.0,3.0,2.0,7.0,7.0
"Sault Ste. Marie, MI",46.328183,-84.529364,19.045752914666405,40828.0,16.824314574314574,39.0,83.0,9.0,6.0,77.0,12.0,1.0,5.0,1.0,4.0,4.0
"Savannah, GA",32.106703,-81.27047,24.20886075949367,50560.0,23.396663192157416,34.5,83.0,9.0,3.0,82.0,9.0,2.0,2.0,2.0,3.0,5.0
"Sayre, PA",41.788668,-76.515453,16.580610516749967,48418.0,22.328607993699546,43.8,91.0,6.0,1.0,80.0,10.0,0.0,5.0,1.0,4.0,2.0
"Scottsbluff, NE",42.159301,-103.738209,19.12329950334701,46310.0,15.725421309765604,39.2,87.0,8.0,2.0,81.0,11.0,0.0,2.0,1.0,4.0,3.0
"Scottsboro, AL",34.779415,-85.999301,17.150295601236643,36874.0,25.87161893396977,42.1,91.0,5.0,2.0,89.0,6.0,0.0,1.0,1.0,2.0,3.0
"Scranton--Wilkes-Barre--Hazleton, PA",41.323184,-75.895733,20.43132803632236,45812.0,21.569966010410337,42.6,88.0,8.0,2.0,80.0,11.0,1.0,3.0,1.0,3.0,4.0
"Searcy, AR",35.256274,-91.745551,18.174180901708205,42852.0,22.965138799225308,36.0,82.0,11.0,4.0,80.0,13.0,0.0,2.0,1.0,3.0,2.0
"Seattle-Tacoma-Bellevue, WA",47.557403,-121.881387,24.41096724615407,68969.0,28.264169792892922,36.9,82.0,11.0,3.0,70.0,10.0,9.0,4.0,2.0,5.0,7.0
"Sebastian-Vero Beach, FL",27.696391,-80.57409,23.08881173703662,44645.0,21.807050017289423,50.2,85.0,8.0,4.0,82.0,9.0,0.0,1.0,2.0,5.0,5.0
"Sebring, FL",27.343404,-81.340971,19.88248726017098,35911.0,21.51805402425579,51.9,85.0,8.0,3.0,79.0,10.0,4.0,2.0,2.0,3.0,4.0
"Sedalia, MO",38.728289,-93.285096,20.411871592973956,39624.0,18.33249299719888,37.5,82.0,10.0,5.0,80.0,11.0,1.0,2.0,1.0,5.0,3.0
"Selinsgrove, PA",40.769838,-77.070186,17.61156040888378,48718.0,23.222286042504308,39.4,90.0,6.0,3.0,79.0,10.0,0.0,3.0,2.0,6.0,3.0
"Selma, AL",32.325975,-87.106479,26.270098890314785,26494.0,22.598684210526315,37.9,87.0,9.0,2.0,79.0,14.0,0.0,2.0,2.0,2.0,3.0
"Seneca, SC",34.753512,-83.065883,18.700390805155713,41197.0,23.33582606792398,43.8,85.0,9.0,4.0,84.0,11.0,0.0,1.0,1.0,3.0,3.0
"Seneca Falls, NY",42.781081,-76.823779,18.66263385923322,48932.0,23.253886366762966,42.4,85.0,6.0,7.0,81.0,10.0,0.0,3.0,2.0,4.0,4.0
"Sevierville, TN",35.784663,-83.524181,20.160474364102683,42499.0,25.351551973345746,41.8,83.0,9.0,4.0,77.0,16.0,1.0,2.0,1.0,4.0,6.0
"Seymour, IN",38.90642,-86.037538,18.141463210352192,47758.0,20.700677058730907,39.0,88.0,8.0,3.0,84.0,10.0,0.0,2.0,3.0,2.0,3.0
"Shawano, WI",44.850947,-88.749523,18.631352338704417,45987.0,22.488264095704405,43.2,88.0,7.0,4.0,79.0,10.0,0.0,3.0,1.0,6.0,2.0
"Shawnee, OK",35.206721,-96.948301,17.952542372881357,44250.0,23.76571794963132,37.6,84.0,8.0,6.0,83.0,9.0,0.0,2.0,2.0,4.0,3.0
"Sheboygan, WI",43.719707,-87.634775,18.895321427897944,53029.0,18.208402639909856,40.7,87.0,9.0,3.0,84.0,8.0,1.0,3.0,1.0,3.0,3.0
"Shelby, NC",35.334112,-81.55561,20.26685715743552,39197.0,23.775713424700612,40.9,90.0,6.0,3.0,86.0,8.0,0.0,2.0,0.0,2.0,4.0
"Shelbyville, TN",35.513798,-86.458886,21.078826026494912,40989.0,26.017871872422326,36.5,86.0,9.0,3.0,84.0,12.0,0.0,1.0,0.0,3.0,2.0
"Shelton, WA",47.350475,-123.183091,22.28592191852719,49538.0,31.47876447876448,45.2,84.0,7.0,6.0,77.0,14.0,1.0,2.0,1.0,4.0,4.0
"Sheridan, WY",44.789989,-106.879383,18.102294028385256,56015.0,17.233825968933797,42.4,83.0,8.0,4.0,77.0,11.0,0.0,4.0,2.0,7.0,2.0
"Sherman-Denison, TX",33.626808,-96.677725,19.676261258424134,47631.0,24.860220491554568,40.1,82.0,12.0,4.0,80.0,12.0,0.0,2.0,1.0,5.0,5.0
"Show Low, AZ",35.399539,-110.321403,17.21734852832664,36591.0,22.607747518802157,35.4,86.0,8.0,4.0,73.0,13.0,1.0,4.0,2.0,7.0,3.0
"Shreveport-Bossier City, LA",32.489879,-93.668817,20.31110806551086,43779.0,21.745564158825267,36.3,85.0,9.0,3.0,85.0,8.0,1.0,2.0,2.0,2.0,4.0
"Sidney, OH",40.331527,-84.204733,18.86630515351305,51266.0,18.566897606622277,39.1,88.0,8.0,2.0,88.0,7.0,0.0,2.0,1.0,2.0,2.0
"Sierra Vista-Douglas, AZ",31.879565,-109.751141,19.81119763344499,45974.0,18.934021640729405,39.6,81.0,8.0,4.0,77.0,10.0,1.0,4.0,2.0,5.0,4.0
"Sikeston, MO",37.053046,-89.568515,17.995700685842973,39076.0,18.454142454921225,39.8,86.0,9.0,3.0,80.0,14.0,1.0,1.0,1.0,4.0,3.0
"Silver City, NM",32.739014,-108.382246,17.542327158749327,38923.0,19.80976914693352,46.4,88.0,8.0,1.0,80.0,10.0,0.0,3.0,0.0,6.0,4.0
"Sioux City, IA-NE-SD",42.578761,-96.372165,17.21405212366832,49843.0,17.597471739695667,36.6,85.0,9.0,2.0,81.0,10.0,1.0,2.0,2.0,4.0,3.0
"Sioux Falls, SD",43.499717,-96.990074,18.390403793848943,57356.0,18.369277923732188,34.8,84.0,9.0,4.0,84.0,8.0,1.0,2.0,2.0,4.0,4.0
"Snyder, TX",32.746315,-100.916407,15.652481850911881,50829.0,16.30508235956638,36.4,83.0,8.0,8.0,83.0,12.0,1.0,1.0,1.0,2.0,1.0
"Somerset, KY",37.103927,-84.577176,21.54076290201945,33425.0,20.07344540558185,41.9,87.0,9.0,3.0,84.0,11.0,0.0,2.0,1.0,2.0,4.0
"Somerset, PA",39.97244,-79.028272,16.947237600271155,44255.0,23.28571887653448,44.9,92.0,5.0,2.0,82.0,9.0,0.0,3.0,1.0,5.0,2.0
"Sonora, CA",38.027601,-119.954753,24.176685294784814,48493.0,26.1400068212824,48.2,85.0,8.0,6.0,78.0,11.0,0.0,3.0,1.0,7.0,4.0
"South Bend-Mishawaka, IN-MI",41.77363,-86.134147,20.516919797495337,45036.0,21.212639394337995,37.8,85.0,9.0,2.0,83.0,8.0,1.0,3.0,1.0,3.0,5.0
"Spartanburg, SC",34.837912,-81.847455,20.569174415328263,42588.0,22.77489992024592,38.5,85.0,10.0,3.0,85.0,10.0,0.0,1.0,1.0,2.0,4.0
"Spearfish, SD",44.358627,-103.792225,18.108297377278785,44267.0,19.20917924692001,41.1,83.0,7.0,5.0,72.0,13.0,1.0,7.0,2.0,6.0,3.0
"Spencer, IA",43.08258,-95.150919,15.947247056919778,49438.0,15.738507912584778,42.1,86.0,7.0,5.0,78.0,10.0,0.0,4.0,2.0,6.0,5.0
"Spirit Lake, IA",43.377985,-95.15083,16.23934671754092,56086.0,16.634615384615383,48.7,86.0,10.0,2.0,80.0,9.0,0.0,3.0,1.0,7.0,3.0
"Spokane-Spokane Valley, WA",48.193749,-117.57179,21.587712730436895,49417.0,21.799264134896276,38.0,83.0,11.0,3.0,77.0,10.0,3.0,3.0,2.0,5.0,5.0
"Springfield, IL",39.829596,-89.696907,18.07241860964865,55842.0,19.40902487835106,39.9,85.0,10.0,3.0,82.0,9.0,2.0,2.0,1.0,4.0,4.0
"Springfield, MA",42.230048,-72.646505,23.316712975297836,52546.0,22.940689344812576,38.0,86.0,9.0,3.0,79.0,8.0,3.0,4.0,1.0,5.0,6.0
"Springfield, MO",37.36167,-93.177074,20.848880597014926,42880.0,21.767163160534167,36.5,81.0,11.0,6.0,82.0,10.0,0.0,2.0,2.0,4.0,5.0
"Springfield, OH",39.916778,-83.783896,20.283183371695614,43011.0,22.182526091893937,41.1,85.0,11.0,3.0,82.0,11.0,1.0,3.0,1.0,3.0,4.0
"Starkville, MS",33.424953,-88.879305,26.561147520712254,32348.0,19.1125185499258,25.3,72.0,13.0,9.0,81.0,12.0,0.0,3.0,1.0,3.0,4.0
