season,series,city,country,year,month,day,round,group,num_skater,name,nationality,rank_in_group,start_position,time,qualification,rank_lap1,time_lap1,rank_lap2,time_lap2,rank_lap3,time_lap3,rank_lap4,time_lap4,rank_lap5,time_lap5,time_event
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,2,154,HAN Seungsoo,KOR,NA,4,NA,PEN,4,7.2,4,8.86,3,8.35,3,8.29,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,114,HAN Tianyu,CHN,1,2,41.748,Q,2,7.07,1,8.88,1,8.57,1,8.53,1,8.7,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,110,Yoan GAUTHIER,CAN,2,4,41.803,Q,4,7.26,3,8.83,3,8.65,2,8.39,2,8.68,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,155,KWAK Yoon-Gy,KOR,3,1,41.834,NA,1,6.9,2,9.13,2,8.57,3,8.55,3,8.69,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,3,126,Jon ELEY,GBR,4,3,41.983,NA,3,7.16,4,8.94,4,8.75,4,8.45,4,8.69,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,165,KNEGT Sjinkie,NED,1,1,41.797,Q,4,7.35,4,9.22,4,8.26,3,8.37,1,8.6,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,146,Satoshi SAKASHITA,JPN,2,3,41.806,Q,1,7.06,1,9.01,1,8.35,1,8.61,2,8.78,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,153,ZHUMAGAZIYEV Nurbergen,KAZ,3,2,41.971,NA,2,7.14,2,9.11,2,8.33,2,8.54,3,8.86,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Quarterfinals,4,177,Cole KRUEGER,USA,4,4,42.077,NA,3,7.23,3,9.16,3,8.41,4,8.56,4,8.72,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,170,Dmitry MIGUNOV,RUS,1,2,40.436,QA,1,6.75,1,8.65,1,8.17,1,8.33,1,8.54,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,169,Vladimir GRIGOREV,RUS,2,3,40.507,QA,3,6.94,3,8.65,3,8.18,3,8.18,2,8.56,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,112,HAMELIN Charles,CAN,3,1,40.66,QB,2,6.83,2,8.65,2,8.2,2,8.26,3,8.72,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,146,Satoshi SAKASHITA,JPN,4,5,40.711,QB,4,7.07,4,8.66,4,8.13,4,8.25,4,8.61,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,1,165,KNEGT Sjinkie,NED,5,4,40.838,NA,5,7.41,5,8.72,5,8.07,5,8.32,5,8.32,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,178,KRUEGER John-Henry,USA,1,1,41.262,QA,1,6.76,1,8.95,1,8.33,1,8.51,1,8.72,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,114,HAN Tianyu,CHN,2,3,42.536,QA,3,7.01,3,8.92,3,8.31,4,8.57,2,9.73,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,110,Yoan GAUTHIER,CAN,3,4,49.676,ADA,4,7.12,4,8.84,4,8.34,2,8.35,3,17.03,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,Semifinals,2,115,SHI Jingnan,CHN,NA,2,NA,PEN,2,6.89,2,8.89,2,8.38,3,8.51,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalB,1,112,HAMELIN Charles,CAN,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalB,2,146,Satoshi SAKASHITA,JPN,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,170,Dmitry MIGUNOV,RUS,1,1,40.434,NA,1,6.75,1,8.68,1,8.23,1,8.22,1,8.56,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,169,Vladimir GRIGOREV,RUS,2,2,40.589,NA,2,6.84,2,8.71,2,8.21,2,8.22,2,8.61,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,178,KRUEGER John-Henry,USA,3,3,40.622,NA,3,6.93,3,8.73,4,8.27,4,8.27,3,8.43,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,110,Yoan GAUTHIER,CAN,4,5,40.789,NA,5,7.26,5,8.54,3,8.03,3,8.29,4,8.67,2014.87
2014/2015,World Cup,Montreal,CAN,2014,11,14,FinalA,1,114,HAN Tianyu,CHN,5,4,40.818,NA,4,7.06,4,8.74,5,8.4,5,8.26,5,8.36,2014.87
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,92,WU Dajing,CHN,1,5,42.075,Q,2,6.9,1,9.17,1,8.67,1,8.55,1,8.79,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,140,AYRAPETYAN Denis,RUS,2,4,42.431,Q,3,7.0,2,9.15,2,8.73,2,8.61,2,8.95,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,112,VISCARDI Davide,ITA,3,3,43.26,NA,4,7.44,3,9.18,3,8.71,3,8.83,3,9.1,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,71,BODA Pierre,AUS,4,1,44.44,NA,1,6.78,4,10.5,4,9.17,4,8.89,4,9.1,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,148,Matthew MAK,SGP,5,2,48.329,NA,5,7.87,5,10.13,5,9.74,5,10.09,5,10.5,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,128,PARK Se Yeong,KOR,1,2,42.044,Q,2,7.02,2,9.03,2,8.35,2,8.72,1,8.93,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,93,ZHANG Hongchao,CHN,2,1,42.234,Q,1,6.88,1,8.97,1,8.54,1,8.69,2,9.16,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,121,NIKISHA Denis,KAZ,3,5,42.282,q,5,7.31,3,9.1,3,8.56,3,8.55,3,8.77,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,80,TSANKOV Tsvetan,BUL,4,4,43.672,NA,4,7.27,4,9.19,4,8.88,4,9.06,4,9.28,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,74,JUNG Hyun Woo (Andy),AUS,5,3,NA,NA,3,7.19,5,21.8,NA,NA,NA,NA,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,144,Dmitry MIGUNOV,RUS,1,2,41.682,Q,1,6.91,1,8.85,1,8.39,1,8.55,1,8.99,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,113,MURATAKE Hironobu,JPN,2,3,41.951,Q,3,7.19,2,8.94,2,8.55,2,8.57,2,8.71,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,87,PREUDHOMME William,CAN,3,5,42.713,q,5,7.53,5,9.05,3,8.61,3,8.7,3,8.83,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,95,Leon KAUFMANN-LUDWIG,GER,4,1,43.638,NA,2,7.05,3,9.14,4,9.05,4,9.06,4,9.34,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,100,Bence BERES,HUN,5,4,NA,NA,4,7.31,4,8.97,5,30.23,5,21.1,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,116,Satoshi SAKASHITA,JPN,1,2,42.037,Q,2,7.14,2,8.92,1,8.35,1,8.7,1,8.93,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,125,HAN Seungsoo,KOR,2,4,42.256,Q,1,6.88,1,8.99,2,8.59,2,8.73,2,9.07,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,110,Massimo GURINI,ITA,3,3,44.236,NA,5,7.56,4,9.38,4,8.93,4,9.02,3,9.35,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,81,ZASTRUGOV Daniel,BUL,4,1,44.642,NA,4,7.47,5,9.52,5,9.09,5,9.12,4,9.45,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,86,HAMELIN Francois,CAN,NA,5,NA,PEN,3,7.18,3,9.02,3,8.4,3,8.62,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,103,LIU Shaolin Sandor,HUN,1,1,41.923,Q,1,7.06,1,8.96,1,8.47,1,8.58,1,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,131,BREEUWSMA Daan,NED,2,3,42.002,Q,2,7.21,2,8.94,2,8.47,2,8.58,2,8.81,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,76,Yauheni RYZHOU,BLR,3,2,42.583,q,3,7.32,3,9.04,3,8.52,3,8.73,3,8.98,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,97,Torsten KROEGER,GER,4,4,42.625,NA,4,7.44,4,9.07,4,8.56,4,8.69,4,8.87,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,6,89,CHEN Guang,CHN,1,3,41.962,Q,1,6.89,1,8.96,1,8.6,1,8.64,1,8.88,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,6,136,Freek van der WART,NED,2,4,42.632,Q,4,7.35,3,9.02,3,8.6,2,8.84,2,8.83,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,6,119,AZHGALIYEV Abzal,KAZ,3,5,42.973,NA,2,7.22,2,8.98,2,8.72,3,9.01,3,9.05,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,6,154,Soo An YOO,USA,4,2,43.035,NA,3,7.28,4,9.32,4,8.72,4,8.88,4,8.84,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,6,105,Vaidya GITESH KARAMCHAND,IND,5,1,NA,NA,5,9.72,5,28.39,NA,NA,NA,NA,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,7,126,KWAK Yoon-Gy,KOR,1,3,42.291,Q,2,7.13,1,9.13,1,8.55,1,8.63,1,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,7,153,PIVIROTTO Ryan,USA,2,2,42.49,Q,1,7.12,2,9.26,2,8.65,2,8.63,2,8.83,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,7,114,OGURO Yoshiaki,JPN,3,4,43.178,NA,4,7.36,3,9.18,3,8.71,3,8.81,3,9.12,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,7,138,CLAGUE Jason,NZL,4,1,45.922,NA,3,7.34,4,9.79,4,9.51,4,9.52,4,9.77,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,7,107,CASSINELLI Andrea,ITA,NA,5,NA,PEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,8,102,LIU Shaoang,HUN,1,1,41.846,Q,1,6.67,2,9.05,2,8.56,2,8.75,1,8.82,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,8,82,COURNOYER Charle,CAN,2,4,42.083,Q,2,6.68,1,8.93,1,8.63,1,8.7,2,9.15,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,8,145,Dmitry MYASNIKOV,RUS,3,5,42.415,q,5,7.22,4,9.02,4,8.59,3,8.59,3,9.0,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,8,133,HOOGERWERF Dylan,NED,4,2,42.53,NA,3,6.9,3,9.06,3,8.68,4,8.79,4,9.1,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,8,123,ZHAXYBAYEV Mersaid,KAZ,5,3,42.806,NA,4,7.1,5,9.16,5,8.81,5,8.74,5,9.0,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,1,92,WU Dajing,CHN,1,2,40.742,Q,1,6.71,1,8.67,1,8.26,1,8.43,1,8.68,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,1,103,LIU Shaolin Sandor,HUN,2,1,40.794,Q,2,6.87,2,8.65,2,8.24,2,8.45,2,8.59,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,1,125,HAN Seungsoo,KOR,3,3,40.954,q,3,7.01,3,8.71,3,8.33,3,8.35,3,8.56,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,1,145,Dmitry MYASNIKOV,RUS,4,4,42.405,NA,4,7.15,4,8.8,4,8.52,4,8.74,4,9.2,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,2,136,Freek van der WART,NED,1,4,41.81,Q,4,7.28,4,9.0,2,8.21,2,8.53,1,8.79,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,2,116,Satoshi SAKASHITA,JPN,2,1,41.813,Q,2,6.96,2,8.94,1,8.5,1,8.56,2,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,2,153,PIVIROTTO Ryan,USA,3,3,42.097,q,3,7.15,3,9.0,3,8.51,3,8.61,3,8.83,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,2,128,PARK Se Yeong,KOR,4,2,70.216,NA,1,6.82,1,8.96,4,21.86,4,19.98,4,12.6,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,3,93,ZHANG Hongchao,CHN,1,3,41.735,Q,2,7.01,2,8.94,1,8.39,1,8.56,1,8.84,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,3,102,LIU Shaoang,HUN,2,1,41.958,Q,1,6.86,1,8.98,2,8.62,2,8.58,2,8.92,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,3,113,MURATAKE Hironobu,JPN,3,2,42.581,NA,3,7.1,3,9.05,3,8.43,3,8.52,3,9.49,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,3,87,PREUDHOMME William,CAN,NA,4,NA,PEN,4,7.21,4,9.04,4,8.47,4,8.51,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,4,126,KWAK Yoon-Gy,KOR,1,3,41.701,Q,2,6.99,2,8.89,2,8.42,1,8.44,1,8.97,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,4,89,CHEN Guang,CHN,2,1,41.748,Q,1,6.83,1,8.89,1,8.45,2,8.57,2,9.01,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,4,121,NIKISHA Denis,KAZ,3,2,42.014,q,4,7.12,4,9.07,4,8.35,4,8.46,3,9.02,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,4,140,AYRAPETYAN Denis,RUS,4,4,42.111,NA,3,7.12,3,8.89,3,8.41,3,8.47,4,9.23,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,5,144,Dmitry MIGUNOV,RUS,1,1,41.605,Q,1,6.93,1,8.89,1,8.38,1,8.56,1,8.85,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,5,82,COURNOYER Charle,CAN,2,3,41.692,Q,2,7.0,2,8.98,2,8.49,2,8.39,2,8.84,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,5,131,BREEUWSMA Daan,NED,3,2,41.969,q,3,7.18,3,9.03,3,8.43,3,8.52,3,8.81,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Heats,5,76,Yauheni RYZHOU,BLR,4,4,42.353,NA,4,7.3,4,8.98,4,8.55,4,8.65,4,8.88,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,1,144,Dmitry MIGUNOV,RUS,1,1,41.171,Q,1,6.87,1,8.86,1,8.3,1,8.47,1,8.68,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,1,89,CHEN Guang,CHN,2,3,41.405,Q,2,6.96,2,8.93,2,8.39,2,8.43,2,8.7,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,1,82,COURNOYER Charle,CAN,3,2,41.903,NA,3,7.13,3,8.94,3,8.42,4,8.55,3,8.87,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,1,128,PARK Se Yeong,KOR,NA,4,NA,PEN,4,7.23,4,8.98,4,8.29,3,8.52,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,2,103,LIU Shaolin Sandor,HUN,1,1,41.298,Q,1,6.83,1,8.86,1,8.41,1,8.49,1,8.71,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,2,126,KWAK Yoon-Gy,KOR,2,2,41.391,Q,3,7.1,3,8.81,3,8.37,3,8.47,2,8.65,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,2,131,BREEUWSMA Daan,NED,3,3,41.55,NA,2,6.98,2,8.82,2,8.36,2,8.49,3,8.9,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,2,121,NIKISHA Denis,KAZ,4,4,41.625,NA,4,7.22,4,8.76,4,8.39,4,8.47,4,8.79,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,3,136,Freek van der WART,NED,1,3,42.598,Q,3,7.18,3,9.17,3,8.73,3,8.56,1,8.96,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,3,153,PIVIROTTO Ryan,USA,2,4,42.65,Q,4,7.4,4,9.06,4,8.7,4,8.63,2,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,3,93,ZHANG Hongchao,CHN,3,2,42.837,NA,2,7.11,2,9.19,2,8.72,1,8.61,3,9.21,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,3,125,HAN Seungsoo,KOR,4,1,74.418,NA,1,6.98,1,9.24,1,8.69,2,8.72,4,40.79,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,4,92,WU Dajing,CHN,1,1,40.391,Q,1,6.55,1,8.57,1,8.21,1,8.4,1,8.67,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,4,116,Satoshi SAKASHITA,JPN,2,2,41.717,Q,2,6.81,2,8.66,2,8.32,3,8.77,2,9.16,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,4,102,LIU Shaoang,HUN,3,3,41.736,NA,3,6.91,3,8.66,3,8.27,2,8.72,3,9.18,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Quarterfinals,4,145,Dmitry MYASNIKOV,RUS,4,4,42.41,NA,4,7.1,4,8.82,4,8.62,4,8.83,4,9.04,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,1,144,Dmitry MIGUNOV,RUS,1,1,41.064,QA,1,6.95,1,8.94,1,8.28,1,8.32,1,8.58,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,1,103,LIU Shaolin Sandor,HUN,2,2,41.085,QA,2,7.05,2,8.92,2,8.28,2,8.31,2,8.53,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,1,89,CHEN Guang,CHN,3,3,41.183,QB,3,7.16,3,8.89,3,8.34,3,8.28,3,8.52,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,1,116,Satoshi SAKASHITA,JPN,4,4,41.423,QB,4,7.26,4,8.89,4,8.33,4,8.29,4,8.66,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,2,92,WU Dajing,CHN,1,1,40.17,QA,1,6.57,1,8.57,1,8.15,1,8.34,1,8.54,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,2,126,KWAK Yoon-Gy,KOR,2,2,40.239,QA,2,6.79,2,8.51,2,8.13,2,8.28,2,8.53,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,2,136,Freek van der WART,NED,3,3,41.143,QB,3,6.91,3,8.6,3,8.23,3,8.51,3,8.9,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Semifinals,2,153,PIVIROTTO Ryan,USA,4,4,42.517,QB,4,7.2,4,9.03,4,8.6,4,8.66,4,9.03,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalB,1,153,PIVIROTTO Ryan,USA,1,4,43.157,NA,3,7.21,3,9.09,1,8.65,1,8.95,1,9.26,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalB,1,89,CHEN Guang,CHN,2,2,44.699,NA,1,6.86,1,9.16,2,9.42,2,9.56,2,9.7,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalB,1,136,Freek van der WART,NED,3,1,48.577,NA,2,6.99,2,9.06,3,9.55,3,10.25,3,12.73,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalB,1,116,Satoshi SAKASHITA,JPN,4,3,51.612,NA,4,7.63,4,9.84,4,10.46,4,11.31,4,12.38,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalA,1,126,KWAK Yoon-Gy,KOR,1,2,40.439,NA,3,6.82,3,8.53,2,8.08,2,8.14,1,8.87,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalA,1,103,LIU Shaolin Sandor,HUN,2,4,40.526,NA,4,6.96,4,8.48,3,8.06,3,8.19,2,8.84,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalA,1,144,Dmitry MIGUNOV,RUS,3,3,72.595,NA,2,6.67,2,8.47,4,26.42,4,16.58,3,14.46,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,FinalA,1,92,WU Dajing,CHN,NA,1,NA,PEN,1,6.52,1,8.46,1,8.21,1,8.32,NA,NA,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,126,KWAK Yoon-Gy,KOR,1,2,42.057,Q,2,7.06,1,9.0,1,8.52,1,8.62,1,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,150,CARROLL Keith,USA,2,3,42.541,Q,3,7.13,3,9.13,2,8.64,2,8.74,2,8.91,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,119,AZHGALIYEV Abzal,KAZ,3,4,42.679,q,4,7.24,4,9.13,4,8.67,3,8.72,3,8.92,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,96,Hannes KROEGER,GER,4,1,42.783,NA,1,6.96,2,9.23,3,8.73,4,8.98,4,8.89,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,1,137,Zachary BIGGS,NZL,5,5,44.217,NA,5,7.5,5,9.29,5,8.96,5,9.09,5,9.38,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,82,COURNOYER Charle,CAN,1,4,41.476,Q,1,6.71,1,8.92,1,8.51,1,8.59,1,8.75,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,93,ZHANG Hongchao,CHN,2,3,42.063,Q,4,7.25,2,9.14,2,8.41,2,8.41,2,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,135,SNELLINK Adwin,NED,3,5,42.899,NA,5,7.4,3,9.06,3,8.64,3,8.78,3,9.02,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,118,YOKOYAMA Hiroki,JPN,4,2,42.904,NA,3,7.12,4,9.38,4,8.65,4,8.89,4,8.87,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,2,73,Nathaniel HENRY,AUS,5,1,43.039,NA,2,7.11,5,9.67,5,8.73,5,8.71,5,8.82,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,91,SHI Jingnan,CHN,1,2,41.261,Q,1,6.88,1,8.8,1,8.38,1,8.51,1,8.7,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,101,KNOCH Viktor,HUN,2,1,41.37,Q,2,7.07,2,8.76,2,8.33,2,8.46,2,8.75,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,110,Massimo GURINI,ITA,3,3,44.239,NA,3,7.26,3,9.24,3,8.96,3,9.24,3,9.54,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,79,NASRI Klaudio,BUL,4,4,44.403,NA,4,7.57,4,9.31,4,8.89,4,9.03,4,9.61,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,3,139,Christopher JARDEN,NZL,5,5,45.494,NA,5,7.65,5,9.5,5,9.21,5,9.39,5,9.75,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,83,Patrick DUFFY,CAN,1,2,41.38,Q,2,6.94,1,8.77,1,8.39,1,8.54,1,8.74,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,152,KRUEGER John-Henry,USA,2,3,41.496,Q,3,7.05,3,8.78,2,8.39,2,8.52,2,8.76,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,115,Kei SAITO,JPN,3,4,41.639,q,4,7.24,4,8.72,4,8.42,3,8.49,3,8.77,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,141,Artem KOZLOV,RUS,4,1,42.396,NA,1,6.83,2,8.9,3,8.6,4,8.87,4,9.2,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,4,104,VARNYU Alex,HUN,5,5,44.522,NA,5,7.41,5,8.99,5,8.75,5,9.1,5,10.28,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,144,Dmitry MIGUNOV,RUS,1,3,41.569,Q,1,6.99,1,8.76,1,8.42,1,8.54,1,8.86,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,121,NIKISHA Denis,KAZ,2,2,41.71,Q,2,7.09,2,8.86,2,8.44,2,8.41,2,8.91,2014.95
2014/2015,World Cup,Shanghai,CHN,2014,12,12,Preliminaries,5,133,HOOGERWERF Dylan,NED,3,5,42.375,q,3,7.21,3,8.86,3,8.54,3,8.71,3,9.06,2014.95
