name,state,breast,colorectal,prostate,lung,melanoma,poverty,income,region,lat,lon
boone,in,141.9,34.8,104,67,19.1,7.3,68047,east_north_central,40.050801,-86.468696
brown,in,90.3,45.7,93.7,61.8,29.3,13.4,51074,east_north_central,39.196211,-86.227375
carroll,in,93.7,42.5,102.8,66.1,17.8,10.9,52587,east_north_central,40.582859,-86.563484
cass,in,115.4,42.4,107.1,89.5,11.3,13.8,41611,east_north_central,40.761491,-86.345947
clark,in,118.5,43.6,56.3,88.1,12.8,11.7,50296,east_north_central,38.477195,-85.707272
clay,in,117.6,52.3,107.5,73.8,20.1,15,47030,east_north_central,39.392728,-87.115758
clinton,in,113.1,48,94.1,76.2,16.6,14.4,47279,east_north_central,40.301691,-86.47516
daviess,in,82.6,44.1,91.3,62.8,17.9,13.9,45578,east_north_central,38.70241,-87.072068
de kalb,in,126.4,50.4,98.4,68.5,17.8,12.9,50279,east_north_central,41.39758,-84.999084
dearborn,in,121.4,42,101,82.3,16,10.8,55077,east_north_central,39.145186,-84.973261
decatur,in,81.6,35.8,118,69.6,19,12.9,47666,east_north_central,39.307,-85.501143
delaware,in,114.9,43.4,122.5,79.9,21,23,37116,east_north_central,40.227525,-85.396899
dubois,in,111.8,41.6,116.9,55,24,8.9,55606,east_north_central,38.364276,-86.879802
elkhart,in,112.9,42.1,102.9,70.2,19.2,15.5,46123,east_north_central,41.597384,-85.858755
fayette,in,83.9,33.9,98.5,87.4,16.3,17.3,40212,east_north_central,39.640056,-85.178725
floyd,in,132.3,38.5,71.9,79.3,15.1,13.1,55844,east_north_central,38.318929,-85.906831
franklin,in,100.6,32.8,118.6,64.7,19.7,11.4,53538,east_north_central,39.414865,-85.060285
fulton,in,119.6,55.6,100.2,83.8,20.9,16.3,44337,east_north_central,41.046963,-86.263584
gibson,in,112.7,44,119.2,70,19.4,12,48579,east_north_central,38.311825,-87.584595
grant,in,116.4,56.1,130.5,85.5,19.6,21.7,39325,east_north_central,40.515845,-85.654726
greene,in,97.8,44.4,75.3,81.1,23.8,13.7,43786,east_north_central,39.036329,-86.962047
hamilton,in,131.1,37.3,95,46.7,22.8,5.5,84022,east_north_central,40.072489,-86.052014
hancock,in,121.5,39.9,74.5,83.1,25.3,6.5,67738,east_north_central,39.82355,-85.773238
harrison,in,124.2,35.3,73.3,90.7,16.4,13,50321,east_north_central,38.195123,-86.111311
hendricks,in,133,35.6,110.1,69.9,17.5,6.4,68575,east_north_central,39.769517,-86.509976
henry,in,108.7,48.9,91.6,76.6,18.9,17.2,42133,east_north_central,39.93104,-85.396435
howard,in,108,36.2,85.9,75,16.8,15.8,45211,east_north_central,40.483586,-86.116931
huntington,in,127.9,40.1,107.4,65,21.5,13,44828,east_north_central,40.82924,-85.488172
jackson,in,128.8,50.3,90,81.4,25.9,12.9,49614,east_north_central,38.90642,-86.037538
jasper,in,123.7,45.4,101.9,85.6,10.9,10.7,53757,east_north_central,41.022998,-87.116121
jay,in,122.6,65.7,100.6,68.9,25.6,16,41847,east_north_central,40.437918,-85.005635
jefferson,in,96.7,45.3,106.6,81.7,17.9,15.3,44569,east_north_central,38.785823,-85.438573
jennings,in,111.7,42.2,71.4,97.9,19,16.9,44554,east_north_central,38.99693,-85.628065
johnson,in,117.5,46.3,62.4,67.9,21.7,11.8,58936,east_north_central,39.489971,-86.101637
knox,in,133.1,54,121.5,76,20.6,15.9,44091,east_north_central,38.68909,-87.418008
kosciusko,in,121.7,48.8,102.6,71.6,22.7,12.7,51603,east_north_central,41.244097,-85.860718
la porte,in,112.1,46.6,127.4,77.2,26.4,17,46610,east_north_central,41.549022,-86.742366
lagrange,in,104.4,37.7,83.4,56.4,16.2,12.7,51810,east_north_central,41.642606,-85.426498
lake,in,127.2,50.8,131.9,74,10.7,17.8,48341,east_north_central,41.472211,-87.376382
lawrence,in,107.2,55.6,95.9,89.5,27.3,12.9,44435,east_north_central,38.841163,-86.483451
madison,in,114.3,42.2,128.7,81.8,16.3,19.6,41117,east_north_central,40.161656,-85.719345
marion,in,126.7,39.7,86.5,79.7,14.1,21.3,41478,east_north_central,39.78171,-86.138472
marshall,in,108.4,42.7,116.3,67.1,18.2,13.8,45855,east_north_central,41.324849,-86.261761
miami,in,88.2,33.2,82.1,77.1,12.2,17.7,43694,east_north_central,40.769504,-86.045023
monroe,in,123,44,96,66.9,31,24,42404,east_north_central,39.160918,-86.523137
montgomery,in,108.5,41.7,83.6,70,12.1,12.5,50889,east_north_central,40.040379,-86.8933
morgan,in,132.2,51.9,108.9,83.9,21.3,12.7,56491,east_north_central,39.481548,-86.446212
noble,in,116.2,41.6,89.2,69,14.6,13.6,48789,east_north_central,41.398599,-85.417467
orange,in,115.4,58.5,70.1,85.4,18.5,16.8,39411,east_north_central,38.541779,-86.495069
owen,in,96.6,50,86,85,22.6,15,42994,east_north_central,39.312812,-86.837652
perry,in,124.7,39.1,77.5,101.2,13.7,14.2,45722,east_north_central,38.079649,-86.638032
pike,in,123.4,49.3,102.2,66.6,22.8,12.3,45679,east_north_central,38.398783,-87.232164
porter,in,125.3,46.6,125.9,73.6,17.1,11.7,64530,east_north_central,41.508838,-87.073319
posey,in,108.8,42.8,119.8,60.3,23.5,9.6,58477,east_north_central,38.021892,-87.868471
pulaski,in,111.5,48,122.4,71.1,22,14.3,44821,east_north_central,41.041832,-86.698779
putnam,in,119.8,49.2,66.7,95.1,14.1,13.2,51052,east_north_central,39.666262,-86.845
randolph,in,119.3,47.7,133.9,83.1,22.6,18.1,41057,east_north_central,40.15764,-85.01131
ripley,in,101.4,41.7,92,75.6,25.3,10.2,47495,east_north_central,39.103455,-85.262386
rush,in,132.3,43.6,87.3,80.8,20.4,12.8,46910,east_north_central,39.619948,-85.465761
scott,in,116.5,53.1,54,91.8,15.1,17,43650,east_north_central,38.68507,-85.747468
shelby,in,133.5,47.6,99.2,81.8,22.6,12.6,49657,east_north_central,39.523692,-85.7917
spencer,in,113.5,43.3,99,77.9,21.5,10.5,50533,east_north_central,38.014059,-87.007706
st. joseph,in,121.3,45.8,117.5,71.5,16,20.1,40978,east_north_central,41.616718,-86.289858
starke,in,103.7,42.6,109,93.5,20.9,19.4,39552,east_north_central,41.280926,-86.647649
steuben,in,99.7,39.1,99,71,16.9,12.3,46275,east_north_central,41.643868,-85.000765
sullivan,in,95.3,50.5,93,81.8,12.6,18.3,41978,east_north_central,39.088835,-87.41469
switzerland,in,88.1,71.3,57.9,84.7,32.5,19.9,43243,east_north_central,38.826161,-85.036998
tippecanoe,in,122.4,44.7,99.9,64,20.3,19.6,47808,east_north_central,40.388619,-86.894097
tipton,in,129.6,56,65.5,73.3,17.3,10.3,53185,east_north_central,40.311345,-86.051859
vanderburgh,in,110.8,40.2,102.4,79.6,13.8,18.7,42014,east_north_central,38.025143,-87.585783
vermillion,in,105,54.9,130,92.6,17.7,13.9,40813,east_north_central,39.853797,-87.463974
vigo,in,133.1,46.8,112.4,80.4,18.2,23.9,39014,east_north_central,39.430639,-87.389964
wabash,in,101.7,47.1,120.3,64.3,24.4,14.2,45833,east_north_central,40.845693,-85.794006
warrick,in,139.4,40.9,109.2,66.7,17.6,7.9,61820,east_north_central,38.092166,-87.272054
washington,in,128,51.4,68.5,96.2,15.8,15.5,43981,east_north_central,38.599984,-86.105306
wayne,in,111.3,44.2,113.1,85.2,20.3,23,36623,east_north_central,39.864416,-85.009876
wells,in,114.6,34.7,82.1,52.4,24.7,11.8,49452,east_north_central,40.729187,-85.22122
whitley,in,109.8,43.2,106.3,63.8,24.4,8.9,52673,east_north_central,41.139375,-85.505118
adair,ky,117.7,48.9,85,91.2,18.4,25,31710,east_south_central,37.104156,-85.280649
allen,ky,127.4,45.6,93.7,82.9,14.9,20.6,39798,east_south_central,36.751317,-86.190419
anderson,ky,137.6,51.1,129.7,95.1,24.1,11.4,52852,east_south_central,38.003911,-84.991009
barren,ky,104.4,51,116.2,106.9,20.1,20.7,38370,east_south_central,36.965581,-85.933663
bath,ky,136.2,53.9,129.3,109,27.2,26.5,33752,east_south_central,38.144974,-83.742667
bell,ky,83.9,57.7,96.2,99.5,20.4,35.7,25761,east_south_central,36.730648,-83.674095
boone,ky,122,42.7,134.2,86,23.4,8.7,65274,east_south_central,38.969864,-84.727866
bourbon,ky,100.2,39.9,128,93.4,26.9,16.5,40045,east_south_central,38.206734,-84.217151
boyd,ky,114.7,48.3,113.1,92.7,29.2,20.3,41443,east_south_central,38.359572,-82.687726
boyle,ky,141.8,44.8,133.5,77.6,29.5,17.2,43585,east_south_central,37.624333,-84.866812
bracken,ky,119.8,78.7,115.3,120.6,42.2,16.2,43222,east_south_central,38.688814,-84.09019
breathitt,ky,101,69.9,90.6,105.7,22.4,33.9,26869,east_south_central,37.521617,-83.324085
breckinridge,ky,110.9,62.1,107.6,110.2,26.7,19.2,40107,east_south_central,37.773268,-86.429278
bullitt,ky,142.5,55.7,109.5,90.9,30.3,10.2,57462,east_south_central,37.970076,-85.695857
caldwell,ky,103.7,42.6,114.7,103.9,21.2,19,37317,east_south_central,37.145333,-87.867907
calloway,ky,98.1,45.9,124.6,79.1,32.8,22.8,37977,east_south_central,36.621101,-88.272201
campbell,ky,126.9,54.5,118.5,94.5,29.2,14.8,53321,east_south_central,38.946477,-84.379696
carroll,ky,137.7,63.9,83.7,120.7,38.3,21,41792,east_south_central,38.667858,-85.12359
carter,ky,132.6,54.1,119.8,103,16.3,22.5,34767,east_south_central,38.318173,-83.049537
casey,ky,105,52.5,119.9,108.6,21.7,29.7,29303,east_south_central,37.32228,-84.928369
christian,ky,102.7,48.4,121.8,84.9,21.5,18.1,41333,east_south_central,36.894181,-87.490381
clark,ky,132.9,54.3,109.8,93.4,31.7,17.1,45516,east_south_central,37.970852,-84.147399
clay,ky,119.6,55.5,157.4,118.6,17.2,42.8,24173,east_south_central,37.159711,-83.714681
clinton,ky,119.6,57.7,101.6,111.7,32.4,27.6,27443,east_south_central,36.727482,-85.136014
cumberland,ky,99.7,59.9,96.6,96.4,39.7,26.2,30043,east_south_central,36.78653,-85.388449
daviess,ky,110.7,43.9,151.1,110.2,27.2,15.3,46908,east_south_central,37.731772,-87.087227
estill,ky,131.1,55.3,94,124.6,24.8,28.1,30388,east_south_central,37.692482,-83.96433
fayette,ky,141.3,42.4,134.2,74,26.7,19,47959,east_south_central,38.042324,-84.458726
fleming,ky,142.6,66,109,90.5,28,23.2,35454,east_south_central,38.37011,-83.696647
floyd,ky,114.1,58.5,110,149.4,16.8,30.6,31229,east_south_central,37.557109,-82.745704
franklin,ky,134.4,49.9,92.2,93,32,16.9,46309,east_south_central,38.239148,-84.877068
garrard,ky,139.3,64.7,99.6,97.8,28.7,19.3,42853,east_south_central,37.639578,-84.537633
grant,ky,129.6,54.4,131.1,95.8,12.5,20.1,43861,east_south_central,38.648812,-84.624614
graves,ky,127.2,47.6,90.4,85.8,27.5,19.3,39960,east_south_central,36.723138,-88.651206
grayson,ky,121.4,70.2,86.9,129.7,25.4,25.1,32813,east_south_central,37.460819,-86.343877
green,ky,101.5,52.2,94,86.4,36,23.1,32309,east_south_central,37.264108,-85.553105
greenup,ky,108.3,47.9,104.1,107.4,24.9,19,44581,east_south_central,38.545665,-82.922288
hardin,ky,121.3,51.5,135.4,101.5,20.4,14.4,48327,east_south_central,37.697924,-85.963372
harlan,ky,89.1,56.9,86,127.6,20.4,30.5,25460,east_south_central,36.856974,-83.217952
harrison,ky,90.7,50.5,106.3,95.8,20.6,17.4,42228,east_south_central,38.441807,-84.331385
hart,ky,88.4,49.8,79.2,114.5,21.5,27.9,33588,east_south_central,37.299927,-85.884709
henderson,ky,119.1,57.3,97.5,97.8,19.6,19.5,42492,east_south_central,37.795898,-87.573161
henry,ky,144.5,52.8,109.3,109.3,33.6,15.4,48245,east_south_central,38.448468,-85.11893
hopkins,ky,101.3,47.8,99.2,89.9,24.2,17.5,40782,east_south_central,37.30882,-87.540842
jackson,ky,124.3,63.3,128.3,118.3,21.2,30.3,28759,east_south_central,37.419777,-84.005766
jefferson,ky,139.1,51.1,133.6,89.6,21.9,16.1,47495,east_south_central,38.187191,-85.659158
jessamine,ky,112.3,42.8,122.1,89,36,15.4,52011,east_south_central,37.87203,-84.580933
johnson,ky,120.2,64.3,104.9,113,17.5,25.7,34593,east_south_central,37.846639,-82.83154
kenton,ky,120.7,46.1,113,90.3,22.4,13.4,53949,east_south_central,38.933456,-84.533341
knox,ky,88.8,53.2,117.1,125,18.7,35.2,26220,east_south_central,36.890666,-83.854044
laurel,ky,107.7,53.2,132.8,89.1,27.8,22.2,35372,east_south_central,37.11067,-84.1178
lawrence,ky,98.2,69.2,84.8,113.9,21.3,25.2,33469,east_south_central,38.067879,-82.734755
letcher,ky,93.7,66.7,78.1,118.5,18.3,27.1,31799,east_south_central,37.121192,-82.855282
lewis,ky,89.5,46.3,128.3,112.6,21.2,27,30443,east_south_central,38.531544,-83.378054
lincoln,ky,111.7,60.5,111,98.5,30.8,23.1,35092,east_south_central,37.455349,-84.660811
logan,ky,118.2,50.5,163.2,103.5,24.9,19.7,39513,east_south_central,36.859699,-86.878938
madison,ky,134.1,44.2,138,91.6,31.5,19.8,44845,east_south_central,37.720184,-84.277997
magoffin,ky,92.6,54.7,103.7,109.7,22.2,29,29817,east_south_central,37.706474,-83.064915
marion,ky,111,60.5,126.3,100.8,19,18.5,39665,east_south_central,37.552534,-85.269632
marshall,ky,110.5,51.5,112.3,82.9,32.7,12.7,44157,east_south_central,36.883447,-88.329381
mason,ky,131.3,65.8,125,123.7,24.2,20.7,42329,east_south_central,38.595173,-83.824245
mccracken,ky,114.8,43.5,117,80.9,23.4,19.8,42069,east_south_central,37.054081,-88.712722
meade,ky,102.7,45.5,121,118.1,22.5,15.4,45984,east_south_central,37.969839,-86.217179
mercer,ky,130.4,60.5,127.7,93.3,28.3,16.4,43903,east_south_central,37.811033,-84.874435
metcalfe,ky,97.4,57.3,68,107.7,27.8,27.7,30899,east_south_central,36.990542,-85.629251
monroe,ky,115.1,55.4,123.2,106.8,30.3,23.8,29900,east_south_central,36.71218,-85.71652
montgomery,ky,129.3,66.2,108.1,94.8,18.6,20,41326,east_south_central,38.033533,-83.913102
muhlenberg,ky,92.1,50.7,107,102.6,24.2,25.1,37048,east_south_central,37.215792,-87.142042
nelson,ky,130.4,46.5,115.3,90.4,36.5,14.7,49444,east_south_central,37.805131,-85.465989
ohio,ky,130.8,53.2,123.8,124.8,23.2,19.1,40622,east_south_central,37.478192,-86.84889
oldham,ky,149,39.4,151.2,77.2,33,6.1,86580,east_south_central,38.399442,-85.448366
owen,ky,62.3,41.8,96.4,91.2,37,19.1,42134,east_south_central,38.519636,-84.82811
perry,ky,120.9,56.1,107.8,139.7,17.8,26.9,32300,east_south_central,37.244293,-83.221482
pike,ky,123.1,55.3,65.5,123,21.5,23,35071,east_south_central,37.469023,-82.395867
pulaski,ky,119.1,56.3,112.4,93.6,28,25.2,34355,east_south_central,37.103927,-84.577176
rockcastle,ky,134,45.5,146.7,118.1,16.7,25.6,33131,east_south_central,37.365178,-84.315941
rowan,ky,103.6,56.1,94,92.4,21.9,24.7,37690,east_south_central,38.196256,-83.421076
russell,ky,95.4,48.3,75.9,102.4,24.9,25.5,30985,east_south_central,36.991034,-85.058688
scott,ky,131.7,46.7,149.5,87.3,20.3,10.5,61906,east_south_central,38.291555,-84.583927
shelby,ky,126.8,58,117.8,76.6,33.5,12.6,56808,east_south_central,38.215436,-85.194774
simpson,ky,124.6,57.8,112.2,106.5,22.2,18.5,39117,east_south_central,36.741942,-86.582321
spencer,ky,113.9,55.4,111,84.8,31.5,9.3,66711,east_south_central,38.032511,-85.327852
taylor,ky,104,60.3,119.8,100.2,34.9,20.7,36599,east_south_central,37.366456,-85.327839
trigg,ky,95.7,33.6,88.7,94.6,29.9,18.3,43416,east_south_central,36.80632,-87.873371
warren,ky,114.8,42.5,133,91.3,30.5,18.4,48137,east_south_central,36.993577,-86.423799
washington,ky,113.6,50.2,134.3,80.5,34.2,16.8,42500,east_south_central,37.75338,-85.174746
wayne,ky,104.1,48.8,111.6,101.7,20,27.5,29878,east_south_central,36.801265,-84.828631
whitley,ky,102.1,48,119.7,122.4,23.3,26.3,30878,east_south_central,36.758073,-84.145178
woodford,ky,98.8,44.7,130.2,68.2,31.3,11,59233,east_south_central,38.042388,-84.743594
acadia parish,la,120.7,57.6,132.5,79.6,14.2,19,38788,west_south_central,30.290533,-92.411979
ascension parish,la,116.2,40.6,178.1,68.6,23.9,11.1,70303,west_south_central,30.203545,-90.911292
assumption parish,la,109.3,56.5,131.4,77.8,13.2,18.2,44749,west_south_central,29.900772,-91.062587
avoyelles parish,la,105.3,60.4,138.4,85.2,10.5,23.8,33240,west_south_central,31.076244,-92.001377
beauregard parish,la,112.1,38.5,120.3,76.4,15.9,16.6,46225,west_south_central,30.648469,-93.343339
bossier parish,la,109.1,40.4,151.3,75.3,17.2,14.6,51899,west_south_central,32.678932,-93.605046
caddo parish,la,119.6,49,161.4,69,12.7,22,39776,west_south_central,32.580193,-93.882396
calcasieu parish,la,118.5,49.7,147.1,68.4,17.3,16.6,43779,west_south_central,30.229224,-93.357945
de soto parish,la,131.3,53,154.4,80.7,18.5,23.5,39403,west_south_central,32.05545,-93.737277
east baton rouge parish,la,130.4,44.4,190.3,56.4,18.8,20.8,47770,west_south_central,30.53824,-91.095617
east feliciana parish,la,158.2,70.5,195.9,61.1,15.5,20.6,41578,west_south_central,30.845071,-91.045535
evangeline parish,la,98.3,66.4,142.6,81.8,11.2,27.6,32130,west_south_central,30.728936,-92.405904
franklin parish,la,125.5,53.7,133.8,77.2,15.6,29.1,31243,west_south_central,32.133216,-91.673765
grant parish,la,62.1,56.4,127.4,100.8,19.8,21.2,41208,west_south_central,31.599704,-92.55952
iberia parish,la,138.2,58.1,147.8,78.2,14.6,20.2,41185,west_south_central,29.7565,-91.763056
iberville parish,la,137,69.6,209.5,92.2,12.9,25.7,40449,west_south_central,30.258499,-91.349363
jefferson davis parish,la,136.3,57.1,128.1,81.8,12.3,18,40760,west_south_central,30.267722,-92.814121
jefferson parish,la,133.1,43.3,151.6,67.4,16,18.9,46547,west_south_central,29.677458,-90.097765
lafayette parish,la,140.2,52.2,161.9,69.9,13,15.6,54978,west_south_central,30.206772,-92.06388
lafourche parish,la,119.8,44.8,132,70.9,11.4,16.5,52115,west_south_central,29.500332,-90.402595
lincoln parish,la,113.8,40.1,135.7,60.7,16,32.2,34667,west_south_central,32.601637,-92.664815
livingston parish,la,107.6,47.6,136.7,81.6,26.9,14.3,53118,west_south_central,30.440136,-90.727907
morehouse parish,la,121,48.2,157.6,76.1,11.2,27.6,28951,west_south_central,32.820218,-91.801797
natchitoches parish,la,115.2,51.7,132.5,66,19.7,27.7,35165,west_south_central,31.72354,-93.096243
orleans parish,la,128.5,46.2,163.4,67.6,10.3,26.6,36240,west_south_central,30.068644,-89.928128
ouachita parish,la,118.5,45.3,137.6,78.3,23.1,23.8,39976,west_south_central,32.478313,-92.15487
pointe coupee parish,la,129.8,55.3,152.6,53.5,21.4,20.2,42129,west_south_central,30.709396,-91.600789
rapides parish,la,117.3,48.6,156.6,68.9,15,19.7,39411,west_south_central,31.19862,-92.5332
st. charles parish,la,125.8,43,135.1,71.2,19.1,13.8,56163,west_south_central,29.905528,-90.35822
st. john the baptist parish,la,123.2,49.4,147.2,61.6,10.4,18.5,47389,west_south_central,30.12646,-90.470884
st. landry parish,la,126.9,62.2,172.5,80.3,11.7,27.1,33781,west_south_central,30.598851,-92.005857
st. martin parish,la,116.2,60.7,159.9,75.1,12,19.4,42110,west_south_central,30.129072,-91.608296
st. mary parish,la,132.6,56,164.8,66.6,11.5,22.3,39608,west_south_central,29.634623,-91.472926
st. tammany parish,la,139.5,43.7,139.2,67.3,25.4,11,61655,west_south_central,30.407843,-89.954633
tangipahoa parish,la,116.8,50.9,159.4,79.3,15.6,22.2,40228,west_south_central,30.626653,-90.40568
terrebonne parish,la,111.4,51.1,139.9,76.2,16,15.2,51716,west_south_central,29.337442,-90.83764
union parish,la,109.4,46.5,117.6,78.9,17,24.6,35825,west_south_central,32.831896,-92.374818
vermilion parish,la,132.7,58.8,197.2,77.5,17.9,18.6,43434,west_south_central,29.809389,-92.304283
vernon parish,la,92.2,41.8,141.2,91.7,16.7,17.3,42772,west_south_central,31.108294,-93.184147
washington parish,la,127.3,45,152,92,18.6,25.4,31630,west_south_central,30.853342,-90.040525
webster parish,la,117.9,45,134.9,86.3,16,23.7,35762,west_south_central,32.713454,-93.334983
west baton rouge parish,la,139.3,48.6,215.2,71.5,18.3,16.4,48848,west_south_central,30.463415,-91.312747
winn parish,la,79.6,51,142.3,80.3,22.6,27.3,35674,west_south_central,31.944249,-92.636765
barnstable,ma,156.4,36,145,60,34.1,9.6,60685,new_england,41.773449,-70.238137
berkshire,ma,119.6,40.6,120.4,70,22.4,12.8,51431,new_england,42.370674,-73.206404
bristol,ma,125.3,41.2,129.3,72.9,17.4,14.1,53626,new_england,41.757092,-71.088519
dukes,ma,181.7,40.5,136.1,53.7,41.8,9,58276,new_england,41.388775,-70.698772
essex,ma,137.8,37.8,134.7,67.5,22.8,11.6,67235,new_england,42.638874,-70.867921
franklin,ma,126.6,35.7,103,52.1,19.5,12.6,51828,new_england,42.583121,-72.59187
hampden,ma,129.2,39.3,104.8,67.8,15.9,17.9,48560,new_england,42.135109,-72.63162
hampshire,ma,131.6,44,97.9,52.5,16.7,13.1,61911,new_england,42.340138,-72.663765
middlesex,ma,139.9,38.4,117.5,61.8,20.1,8.7,82118,new_england,42.485545,-71.391837
nantucket,ma,198,33.2,102.9,52.8,75.3,8.8,71259,new_england,41.301241,-70.128113
norfolk,ma,144.9,39.5,127.3,63,26.2,6.9,83830,new_england,42.152698,-71.196704
plymouth,ma,139.2,41.6,128.8,72.4,27.7,8,75264,new_england,41.987431,-70.737066
suffolk,ma,126,41,139.5,69.7,16.2,20.4,54164,new_england,42.348659,-70.985637
worcester,ma,129.6,35.4,121.9,69.8,17,13,62268,new_england,42.351399,-71.90774
allegany,md,128.6,51.4,124.8,78.1,20.7,18.6,39994,south_atlantic,39.621481,-78.698902
anne arundel,md,129,33.8,137.9,64.3,30.2,7.3,85685,south_atlantic,38.994157,-76.567597
baltimore,md,134.5,39.3,125.4,67.6,25.7,9.5,64624,south_atlantic,39.443074,-76.616319
baltimore city,md,126.2,46.9,146.5,80.9,9.7,22.7,41988,south_atlantic,39.30098,-76.610647
calvert,md,143.3,33.5,126.6,64.7,30.8,6.9,91993,south_atlantic,38.534712,-76.530564
caroline,md,119.7,43.7,131.5,75.1,23.6,16.7,46015,south_atlantic,38.871722,-75.831601
carroll,md,135.2,38.7,115.5,61,34.1,6.8,82073,south_atlantic,39.562854,-77.022523
cecil,md,117.7,41.6,127.5,79.2,26.6,9.8,64880,south_atlantic,39.56242,-75.948107
charles,md,124,36.2,140.4,55.4,18.7,8,87577,south_atlantic,38.473681,-77.013484
dorchester,md,123,48.7,150.4,73.1,20.5,17.7,42542,south_atlantic,38.422608,-76.083325
frederick,md,122.3,43.9,115.7,52.7,21.9,6.9,83489,south_atlantic,39.472213,-77.397984
garrett,md,108.7,38.2,74.2,49.5,17.5,15.9,44404,south_atlantic,39.528603,-79.273879
harford,md,138.3,42.9,135.4,68.6,30.2,7.4,77453,south_atlantic,39.536437,-76.298872
howard,md,130.3,32.8,113.9,44.4,24.9,5.3,108503,south_atlantic,39.250717,-76.931194
kent,md,124.8,38.8,143.7,61.1,15,14.9,55695,south_atlantic,39.235604,-76.095821
montgomery,md,128.8,29,124.9,35.4,18.4,7,97873,south_atlantic,39.136362,-77.204237
prince george's,md,124.4,36.3,161.8,46.6,6.6,9.9,71682,south_atlantic,38.829515,-76.847292
queen anne's,md,116.3,28.6,131.8,63.9,31.8,8.4,80143,south_atlantic,39.037628,-76.085036
somerset,md,97,50,120.9,95.9,22.9,28.5,36106,south_atlantic,38.080066,-75.853469
st. mary's,md,105.5,32.7,97.7,68.8,26.2,8.2,78274,south_atlantic,38.215862,-76.529061
talbot,md,136.1,34.4,146.4,51.1,27.8,10.9,57525,south_atlantic,38.7491,-76.178617
washington,md,131.2,40.8,107.3,71.8,21.3,12,55643,south_atlantic,39.603675,-77.813981
wicomico,md,124.1,41.4,168.2,79.4,31.3,16.5,47536,south_atlantic,38.36941,-75.631531
worcester,md,142.1,34.1,139.9,70.2,36.8,13.1,52276,south_atlantic,38.216501,-75.296669
androscoggin,me,108.4,39.2,113,78.1,14.5,16.5,44097,new_england,44.165848,-70.206445
aroostook,me,102.4,46,118.6,84.1,15.7,16.4,37092,new_england,46.658811,-68.598888
cumberland,me,133,38.3,103.9,68.3,27.4,12.1,55020,new_england,43.806082,-70.330201
franklin,me,112.9,36.1,99,57.7,20.6,15.5,41154,new_england,44.97416,-70.444077
hancock,me,122.2,45.3,126.4,68.8,25.9,14.3,44463,new_england,44.562887,-68.368208
kennebec,me,128.7,38.4,108.8,75.6,20.7,14.8,45151,new_england,44.40916,-69.767264
knox,me,122.4,31.5,103.4,72,34,14.1,48352,new_england,44.027299,-69.015547
lincoln,me,112.5,36.1,93.2,50.8,27.8,13.3,48908,new_england,43.997787,-69.525759
oxford,me,109.7,40.6,104.3,85.6,20.5,15,38932,new_england,44.49977,-70.756573
penobscot,me,131.9,39.8,103.2,84.4,21.6,15.9,43615,new_england,45.400512,-68.649428
piscataquis,me,159.3,42.2,79.9,75.8,14.5,17.6,36553,new_england,45.837364,-69.284524
sagadahoc,me,117,31.8,119.6,66,23.9,12.1,52279,new_england,43.911727,-69.839309
somerset,me,104.7,42,84.8,84.3,18.7,17.8,38279,new_england,45.513867,-69.958821
waldo,me,133.5,46.3,120.9,83.6,17,16.8,43203,new_england,44.485247,-69.121881
washington,me,114.1,51.3,116.5,87.8,13.7,18.8,35754,new_england,44.969459,-67.609058
york,me,135.2,39.5,102.9,71.7,29.4,10,55163,new_england,43.429226,-70.670147
macomb,mi,126.3,41.7,145.5,75.2,19,13.4,52954,east_north_central,42.672795,-82.910158
oakland,mi,136.5,38.6,167.3,62.8,21.1,10.2,67281,east_north_central,42.660406,-83.385799
wayne,mi,131.2,46.9,180.7,83,11.4,25.1,40485,east_north_central,42.284776,-83.261125
adair,mo,136.9,41.2,102.2,57.8,13.9,24.9,35282,west_north_central,40.190562,-92.600719
audrain,mo,136,38.9,136.1,90.1,11.3,19.7,41164,west_north_central,39.215756,-91.841586
barry,mo,97.8,39.8,78.9,77.4,15.9,20.2,36573,west_north_central,36.709865,-93.829067
bates,mo,90.9,53.7,86.6,80.8,30,21.6,38586,west_north_central,38.257292,-94.339997
benton,mo,121.5,43.9,108.1,89.1,17.8,23.1,32563,west_north_central,38.294849,-93.287946
bollinger,mo,119.4,46,95.3,96.4,24.2,19.6,37627,west_north_central,37.322191,-90.025947
boone,mo,135.9,39.5,139.2,63.4,19.4,19.8,49118,west_north_central,38.990615,-92.30968
buchanan,mo,120.3,48.4,114.8,86.8,15.1,17.8,43461,west_north_central,39.659859,-94.806156
butler,mo,126.3,49,102.4,95.7,9.8,22,35381,west_north_central,36.716417,-90.406556
callaway,mo,120.4,38.7,132.2,79.4,12.7,13.8,45573,west_north_central,38.835524,-91.926014
camden,mo,122.7,39.5,96.2,68.6,17.9,18,41314,west_north_central,38.02704,-92.766054
cape girardeau,mo,131.4,37.6,116.4,70.1,12.8,15.8,44248,west_north_central,37.384041,-89.684454
cass,mo,127.9,42.8,59,70.1,22.1,9.2,63031,west_north_central,38.647004,-94.354823
cedar,mo,90.8,39.6,72,78.3,18.9,25.5,30816,west_north_central,37.723852,-93.856614
christian,mo,120.6,35.8,103.4,63,25.5,11.4,51394,west_north_central,36.969572,-93.188854
