name,state,breast,colorectal,prostate,lung,melanoma,poverty,income,region,lat,lon
salem,nj,120.4,45.4,165.4,72.8,32.5,15,58483,middle_atlantic,39.576585,-75.357911
somerset,nj,134.5,38.6,145.9,48.7,24.5,5.7,96947,middle_atlantic,40.563507,-74.616312
sussex,nj,126.7,43.4,132.5,64.2,27,6.1,85747,middle_atlantic,41.139415,-74.690754
union,nj,129.1,42.9,153.3,47.9,16,11.5,64272,middle_atlantic,40.659794,-74.308587
warren,nj,135,44.4,149.7,65.4,23.7,8.7,68011,middle_atlantic,40.857246,-74.997022
bernalillo,nm,130.1,35.6,101.6,39.4,20,18.7,48053,mountain,35.051314,-106.670171
chaves,nm,83.5,31,116.6,47.5,12.3,21.2,41388,mountain,33.36319,-104.467001
colfax,nm,96.7,36.4,76.4,38.1,20.7,20.1,37152,mountain,36.606119,-104.646863
curry,nm,96.6,32.9,95.9,46.8,11.5,21.1,39186,mountain,34.574173,-103.346897
dona ana,nm,97.7,32.7,125.4,42.6,14.1,27,36831,mountain,32.35268,-106.8328
eddy,nm,77.6,34.9,97.9,47.3,11.4,15.1,49865,mountain,32.471488,-104.304311
grant,nm,109,31.5,85.4,44.7,15.3,22.4,39220,mountain,32.739014,-108.382246
lea,nm,85.9,33,86.6,57.7,8.7,14.8,53556,mountain,32.792185,-103.412446
lincoln,nm,104.6,33.3,84,45.4,25.3,18.8,40756,mountain,33.745241,-105.459248
los alamos,nm,133.8,22.7,150.2,26.5,39,4,110930,mountain,35.869367,-106.307288
luna,nm,96.4,38.6,133.2,56.8,15.8,31.2,28040,mountain,32.182151,-107.749774
mckinley,nm,69,39.6,91.1,13.5,8.4,40.3,27790,mountain,35.580614,-108.261927
otero,nm,110.8,32.3,77.4,58.5,15.1,21.3,41960,mountain,32.613156,-105.741683
rio arriba,nm,91.6,41.5,96.4,34.8,7.6,24.8,36716,mountain,36.509571,-106.693109
san juan,nm,94.5,31,89.4,44,11.5,21.8,44417,mountain,36.508471,-108.320595
sandoval,nm,125.5,35,95.6,40.4,21.3,15.3,56190,mountain,35.688545,-106.865837
santa fe,nm,123,29.5,90.4,31.7,19.4,18.1,51697,mountain,35.506856,-105.976121
sierra,nm,102.4,36.8,100.7,55.1,21.7,26.9,29680,mountain,33.130466,-107.192497
socorro,nm,128.6,46.9,92.5,47.8,16.9,27.9,32090,mountain,34.007241,-106.930329
taos,nm,119.5,35.3,93.8,35,10.1,26.2,33021,mountain,36.578298,-105.630966
valencia,nm,104,38,97.4,50.8,17.6,23.4,41412,mountain,34.71545,-106.809107
albany,ny,142.2,40.5,127,73,20,13.7,55778,middle_atlantic,42.600176,-73.973559
allegany,ny,135.2,47.3,110.8,76.9,17,16.7,41849,middle_atlantic,42.257391,-78.027561
bronx,ny,108.5,42.6,172.2,50.4,4.6,30.7,33079,middle_atlantic,40.849208,-73.85307
broome,ny,132.3,41.6,140,61.7,24.5,17.7,45142,middle_atlantic,42.160217,-75.819618
cattaraugus,ny,143.9,49.4,140.7,75.8,18.1,18.9,40936,middle_atlantic,42.248633,-78.67885
cayuga,ny,120.8,39.4,116.3,77.7,26.8,14.2,48976,middle_atlantic,43.010327,-76.574358
chautauqua,ny,123,45.3,256.8,67.9,23.1,19.1,40468,middle_atlantic,42.302941,-79.405758
chemung,ny,123.3,40.1,130.7,77,23.7,17,45337,middle_atlantic,42.141247,-76.760026
chenango,ny,127.2,53.8,111.4,71.9,29.1,16.8,44328,middle_atlantic,42.493511,-75.611579
clinton,ny,110.5,38.8,121.4,95.1,19.1,15.7,45900,middle_atlantic,44.746227,-73.678174
columbia,ny,107.6,46.9,102.9,79,19.6,11.8,57094,middle_atlantic,42.250083,-73.631848
cortland,ny,138.2,47.5,126.3,79,14.7,14.6,46163,middle_atlantic,42.595007,-76.070267
delaware,ny,105.3,45.4,89.3,68.9,20.9,17.8,43380,middle_atlantic,42.198088,-74.966466
dutchess,ny,135.9,40.9,132.9,64.7,19.6,9.5,69300,middle_atlantic,41.765148,-73.742862
erie,ny,144.6,41.8,172.2,76.2,26,15.1,51123,middle_atlantic,42.758237,-78.77966
essex,ny,110.6,44.1,105,68,23.8,11.7,46337,middle_atlantic,44.117218,-73.772709
franklin,ny,114.4,44.6,134.7,77.9,21,22.4,42672,middle_atlantic,44.592934,-74.303762
fulton,ny,129.6,43.9,118.7,80,14.7,15.7,42264,middle_atlantic,43.113847,-74.422175
genesee,ny,134.2,42.9,133.9,80.4,26.5,14.7,42641,middle_atlantic,43.000934,-78.193711
greene,ny,132.9,41.6,107.2,72.7,20.3,13.9,50190,middle_atlantic,42.27652,-74.122707
herkimer,ny,115.1,43.8,129.8,71.1,18.1,16.4,42460,middle_atlantic,43.419702,-74.962498
jefferson,ny,115.4,47,135.3,79.6,18.1,15.7,46510,middle_atlantic,43.998846,-76.052107
kings,ny,115.8,44.9,147.7,49.3,9,23.3,47067,middle_atlantic,40.634351,-73.950205
lewis,ny,94.2,55.8,105.7,62.7,27.5,14.8,45926,middle_atlantic,43.784691,-75.448794
livingston,ny,135.2,43.7,129.4,67.2,25.4,15,51901,middle_atlantic,42.728075,-77.775492
madison,ny,121.1,44.1,156.7,79.9,21.4,13.9,51057,middle_atlantic,42.912775,-75.669666
monroe,ny,142.5,38.9,148.8,65.2,24.8,15.5,51722,middle_atlantic,43.309161,-77.680178
montgomery,ny,124.2,48.1,89,81.1,18.9,17.3,43880,middle_atlantic,42.902282,-74.439683
nassau,ny,145.2,38.7,152,58.4,24.3,6.5,95395,middle_atlantic,40.732144,-73.585536
new york,ny,134.2,36,140.6,50.4,18.7,19,71443,middle_atlantic,40.773465,-73.9704
niagara,ny,129.5,43.8,143.2,80.1,22.1,13.8,46752,middle_atlantic,43.336111,-78.770825
oneida,ny,115.5,37.1,147.5,79.9,16.1,17.6,44031,middle_atlantic,43.241747,-75.435838
onondaga,ny,132.1,39.4,174.6,78.2,18.2,15.3,52055,middle_atlantic,43.005795,-76.194642
ontario,ny,124.4,33.1,143.2,72.6,30,10,57846,middle_atlantic,42.852848,-77.299821
orange,ny,127.8,44.5,135.6,67.8,17.9,13.6,68249,middle_atlantic,41.402135,-74.305565
orleans,ny,123.6,51,119.8,89.8,23.9,15.7,43876,middle_atlantic,43.382282,-78.230444
oswego,ny,109.4,41.9,135.2,92.6,20.2,18.6,46281,middle_atlantic,43.463883,-76.208687
otsego,ny,131.9,40,101.4,66.5,22.3,17.1,47689,middle_atlantic,42.633763,-75.032606
putnam,ny,140.9,42.3,145,69,21.7,5.8,92014,middle_atlantic,41.426662,-73.749514
queens,ny,112.7,42.5,142.4,47.8,8.9,15.4,56307,middle_atlantic,40.657513,-73.838803
rensselaer,ny,124.7,45.1,124.1,84,21.2,14,56643,middle_atlantic,42.711055,-73.509715
richmond,ny,131.7,46.4,133,66.4,17.4,13.1,68621,middle_atlantic,40.562331,-74.138274
rockland,ny,140.2,37.6,176.4,50.2,17.8,14.8,80132,middle_atlantic,41.15243,-74.024091
saratoga,ny,133.7,43.5,116,72.2,24.7,7.9,69917,middle_atlantic,43.107381,-73.863905
schenectady,ny,129.5,38,100.7,70.9,16.6,14.2,53978,middle_atlantic,42.818121,-74.058573
schoharie,ny,124.9,43.9,89.4,65.1,22.5,13.7,49307,middle_atlantic,42.588219,-74.442118
schuyler,ny,98.2,52.3,105.1,70.3,25.8,17.9,44080,middle_atlantic,42.3938,-76.875182
seneca,ny,123.4,39.5,112.2,81.3,21.3,13.1,45265,middle_atlantic,42.781081,-76.823779
st. lawrence,ny,101.8,43.5,155.2,82.4,24.5,21.4,43556,middle_atlantic,44.496391,-75.06897
steuben,ny,107.8,42.3,107.7,80,23.7,15.6,46540,middle_atlantic,42.267809,-77.383803
suffolk,ny,142.2,42.7,143.1,69.7,25.5,7.5,84940,middle_atlantic,40.940461,-72.68524
sullivan,ny,109.5,42.1,106.3,71.9,18.3,19.4,46928,middle_atlantic,41.716423,-74.768143
tioga,ny,125.9,45.7,151.9,64.4,27.5,11.7,51026,middle_atlantic,42.170297,-76.306317
tompkins,ny,130.2,40.1,128.8,57.6,23.2,18.8,49457,middle_atlantic,42.452016,-76.473659
ulster,ny,121.7,40.6,112.8,71.5,19.5,12.7,56933,middle_atlantic,41.888146,-74.25857
warren,ny,125.1,42.6,134.9,71.2,25.5,11.3,52552,middle_atlantic,43.560975,-73.846006
washington,ny,103.9,38.8,116.4,88.7,20.8,15.1,48522,middle_atlantic,43.313703,-73.430759
wayne,ny,134.3,42,166.9,72.8,22.9,11.4,50603,middle_atlantic,43.325386,-77.048243
westchester,ny,139.8,38.3,145.9,53.2,20.7,9.9,83094,middle_atlantic,41.15148,-73.753391
wyoming,ny,149.4,54,157.8,68.3,27.9,11.8,51676,middle_atlantic,42.702385,-78.22444
yates,ny,128.8,41.9,104.8,73.2,33,16.5,45509,middle_atlantic,42.633442,-77.105459
adams,oh,102.1,56.8,90.1,87.1,14.3,24.1,37259,east_north_central,38.845515,-83.472152
allen,oh,116.7,43.6,108.4,70.4,17.2,16.1,43274,east_north_central,40.771521,-84.105779
ashland,oh,127,47.6,82.4,61.2,26.4,12.9,48196,east_north_central,40.846019,-82.270692
ashtabula,oh,115.9,49.7,115.7,79.2,19.8,18.9,40899,east_north_central,41.896381,-80.759011
athens,oh,126.3,50.8,114.1,76.6,18,31,35783,east_north_central,39.333863,-82.045129
auglaize,oh,143.4,52.9,107.5,68.1,28,9.7,54010,east_north_central,40.560912,-84.221738
belmont,oh,99.4,40.9,129.4,61.3,13.4,16.8,39264,east_north_central,40.0158,-80.988542
brown,oh,101.1,49.7,110.4,106.2,23.2,17.8,43050,east_north_central,38.934048,-83.867428
butler,oh,124.5,44.1,120.9,75,19.2,13.3,55992,east_north_central,39.438616,-84.575645
carroll,oh,88.7,49,129.5,79.7,20.7,15.5,44622,east_north_central,40.579592,-81.089717
champaign,oh,116.7,44,111.7,64,23.9,12,48516,east_north_central,40.137674,-83.769497
clark,oh,135,43.2,103.3,76.8,20.9,18.2,44029,east_north_central,39.916778,-83.783896
clermont,oh,127.3,42.6,115,85.3,24.3,9.7,61398,east_north_central,39.047433,-84.151918
clinton,oh,115.3,49.9,83.1,86.6,21.3,17.3,46541,east_north_central,39.414978,-83.808379
columbiana,oh,117.4,40.8,110.6,68.6,16.2,17.8,41996,east_north_central,40.768428,-80.777187
coshocton,oh,99.8,44.7,73.6,74,19.8,14.4,39496,east_north_central,40.301641,-81.920011
crawford,oh,125.3,41.5,100.1,66.6,19.2,18.2,38421,east_north_central,40.850773,-82.919778
cuyahoga,oh,130.5,42.4,142.5,68.7,16.2,19.2,43653,east_north_central,41.635059,-81.700196
darke,oh,113,57,105.3,65.9,28.5,14.6,43465,east_north_central,40.13323,-84.619313
defiance,oh,115.7,44.6,144.8,67.3,16.9,11.4,48971,east_north_central,41.323916,-84.490495
delaware,oh,132.3,37.2,125.6,61,27.3,5.6,89016,east_north_central,40.278394,-83.004885
erie,oh,142,50.6,109.1,65,25.4,15,46495,east_north_central,41.470558,-82.576277
fairfield,oh,121.1,38.5,120.3,73.6,20.4,11.8,56697,east_north_central,39.751599,-82.630589
fayette,oh,102.6,34.5,83.6,87.4,18,17.9,40031,east_north_central,39.559883,-83.456097
franklin,oh,128.4,41,134.4,70.3,19.8,17.7,51456,east_north_central,39.969546,-83.009298
fulton,oh,86.1,36.1,108.9,48.4,16.3,10.8,51454,east_north_central,41.601798,-84.130075
gallia,oh,87,41.4,101,88.7,22.4,20.3,39447,east_north_central,38.824675,-82.31691
geauga,oh,129.6,39.2,111.5,51.4,25.5,7.4,69078,east_north_central,41.499542,-81.178655
greene,oh,137.6,35.4,118.7,60.9,28.6,12.8,60093,east_north_central,39.69148,-83.889885
guernsey,oh,96.8,61,94.5,82.2,26.5,22.6,39760,east_north_central,40.052054,-81.494256
hamilton,oh,133.7,41.9,138.4,75.1,18.8,18.7,47123,east_north_central,39.195531,-84.542775
hancock,oh,111.2,41.5,114.5,57.9,23.2,12.6,48729,east_north_central,41.001935,-83.666536
hardin,oh,121.4,40.7,93.2,72.9,15,15.7,42474,east_north_central,40.66151,-83.659435
harrison,oh,102.1,29.7,112.9,72.7,17.9,16.5,40343,east_north_central,40.293839,-81.091135
henry,oh,103.9,38.8,123.4,55.3,12.9,11.2,51105,east_north_central,41.333885,-84.06823
highland,oh,104.8,44.2,81.2,75.8,14.8,21.2,40419,east_north_central,39.18474,-83.600972
hocking,oh,126,46.2,88.3,75.9,15.5,16.2,42376,east_north_central,39.497024,-82.479254
holmes,oh,67.6,39.8,71.3,40,15.1,12.4,49118,east_north_central,40.561195,-81.929359
huron,oh,116.4,46.4,109,78.2,21.8,14.6,44825,east_north_central,41.146154,-82.598408
jackson,oh,95.2,44.5,98.3,82.3,18.6,21.4,37823,east_north_central,39.019672,-82.618383
jefferson,oh,120.4,41.1,125.9,78.6,16.9,18.4,38074,east_north_central,40.38502,-80.760972
knox,oh,151.9,47.5,152,69.8,19.9,14.5,47053,east_north_central,40.398765,-82.421534
lake,oh,137.6,41.4,115.5,73,20.4,9.4,55477,east_north_central,41.910352,-81.250939
lawrence,oh,115.9,40.9,94.1,83.4,17.9,20.6,41137,east_north_central,38.598469,-82.536752
licking,oh,118.9,42.2,101.7,78.5,22.4,11.2,54909,east_north_central,40.091608,-82.4831
logan,oh,129,46.4,77.1,70.7,20,13.2,50077,east_north_central,40.388453,-83.765872
lorain,oh,122.4,41.4,129.9,71,18.5,14.6,52762,east_north_central,41.452516,-82.15147
lucas,oh,98.5,34.9,104.2,61.9,16,21.6,40751,east_north_central,41.684186,-83.468264
madison,oh,115.1,38.8,107.9,74.8,18.7,12.2,54039,east_north_central,39.89403,-83.400199
mahoning,oh,119.9,46.7,113.5,69.4,10.7,18,41076,east_north_central,41.014641,-80.776295
marion,oh,115.4,56.7,113.3,82.9,25.9,16.3,42862,east_north_central,40.587191,-83.160871
medina,oh,125.2,39.1,130.9,62.1,24.5,6.6,66720,east_north_central,41.117589,-81.899709
meigs,oh,96.8,42.4,88.8,71.8,12.7,20.6,40023,east_north_central,39.082241,-82.0229
mercer,oh,111.5,53.2,116.8,52.9,25.2,9.4,55110,east_north_central,40.540011,-84.62936
miami,oh,116.9,40.6,115.3,73.7,29.4,10.1,51892,east_north_central,40.053445,-84.228851
montgomery,oh,127.6,38.8,116.5,76.4,19.8,18.8,43103,east_north_central,39.754587,-84.290682
morgan,oh,106.3,41.4,83.5,80.5,22.3,22.8,36057,east_north_central,39.620373,-81.852661
morrow,oh,107.7,58.1,116.8,80.1,22.6,13.3,49980,east_north_central,40.524087,-82.794068
muskingum,oh,110.7,44.7,82.5,80.6,24.2,20.6,40399,east_north_central,39.965422,-81.944382
ottawa,oh,132.9,45.4,113.2,66,23.5,10.4,51787,east_north_central,41.5939,-83.019969
perry,oh,113.6,47.1,99.6,78.5,9.2,17.8,41586,east_north_central,39.737149,-82.236138
pickaway,oh,129.5,39.9,86.4,77.5,19.1,13.6,52666,east_north_central,39.641941,-83.024392
pike,oh,116.4,40.4,81.8,91.3,16.1,24.3,41092,east_north_central,39.077371,-83.066854
portage,oh,114.9,38.3,133,72.1,23.7,16.9,52576,east_north_central,41.167683,-81.197404
preble,oh,107.8,48.6,111.9,72.2,24.4,13.1,47251,east_north_central,39.741527,-84.648015
putnam,oh,116.8,40.1,119.5,45.5,22.7,7.2,60562,east_north_central,41.022081,-84.131732
richland,oh,111.4,42.5,107,71.5,15.9,17.6,40210,east_north_central,40.774684,-82.536484
ross,oh,115.2,45.3,82.2,85.2,15,19.4,42730,east_north_central,39.337628,-83.057026
sandusky,oh,115.9,49.1,74.9,69.2,19.3,12.9,46800,east_north_central,41.357416,-83.143916
scioto,oh,120.9,43,108.9,97.8,16.9,24.5,36682,east_north_central,38.803962,-82.992831
seneca,oh,120,51.7,111.9,72.1,14.2,13.9,47121,east_north_central,41.12388,-83.127705
shelby,oh,86.3,33.4,96.4,55.7,21.8,10,51529,east_north_central,40.331527,-84.204733
stark,oh,116.8,35.7,132.9,68.1,22.4,15.4,45199,east_north_central,40.813888,-81.365636
summit,oh,115.4,37.9,122.3,67.2,20.5,14.8,49353,east_north_central,41.125979,-81.532167
trumbull,oh,114.8,46.2,111.9,80.8,16.4,18.7,41951,east_north_central,41.317175,-80.76116
tuscarawas,oh,110.9,39.4,143.3,61,20.5,14.3,44121,east_north_central,40.44096,-81.47377
union,oh,120.1,39.7,108.5,68.9,36.9,7.8,68650,east_north_central,40.299403,-83.371581
van wert,oh,141.5,46.7,115.5,56.2,19.3,13.3,47169,east_north_central,40.855398,-84.586099
warren,oh,130.1,36.2,116.6,65.8,27.6,7.3,75041,east_north_central,39.427582,-84.166758
washington,oh,119.8,41.8,101.4,75.8,22,16.3,41236,east_north_central,39.455316,-81.495253
wayne,oh,110.6,37.7,91.6,57,19.6,13.1,49580,east_north_central,40.828867,-81.888031
williams,oh,121.3,42.9,96.3,66,16.3,12.1,45510,east_north_central,41.560288,-84.588138
wood,oh,112.9,46.7,123.4,53.3,21.7,13,52578,east_north_central,41.361691,-83.622988
wyandot,oh,117.5,54.9,118.8,74.4,14.5,11.2,46568,east_north_central,40.842369,-83.304373
beckham,ok,115.6,49.7,91.4,53.8,17.7,15.9,49578,west_south_central,35.268708,-99.681921
bryan,ok,99.4,44.8,96.6,87.9,20.3,19.2,36601,west_south_central,33.962299,-96.259748
caddo,ok,85.6,55,106.3,85.3,12.4,21.1,37298,west_south_central,35.174379,-98.375147
canadian,ok,125.1,49,167.3,70.2,23.2,7.3,63889,west_south_central,35.542444,-97.982383
carter,ok,109.8,41.7,119.3,77.6,17.4,17.3,43030,west_south_central,34.250864,-97.285787
cherokee,ok,110.5,42.6,84.7,79.3,15.8,22,36643,west_south_central,35.906626,-94.999664
cleveland,ok,123.8,42.7,119.4,66.3,21.5,12.7,54865,west_south_central,35.203021,-97.326407
comanche,ok,120.6,49.3,98.8,72.8,12.3,20.2,42733,west_south_central,34.662101,-98.471661
creek,ok,131.1,44.1,107.8,87.7,19.6,14.9,44608,west_south_central,35.902678,-96.370942
custer,ok,97.4,51.2,119.5,71.5,17.6,15.1,47399,west_south_central,35.638862,-99.001499
delaware,ok,93.4,44.8,107.8,71.3,16.7,22,36225,west_south_central,36.408199,-94.802651
garfield,ok,110.5,43.5,138.8,62.4,17.5,13.7,47961,west_south_central,36.379059,-97.782723
garvin,ok,116.4,57.2,142.7,87.9,17.5,19.8,38414,west_south_central,34.704573,-97.309323
grady,ok,88.5,36.2,125.8,67.6,16.2,13,48671,west_south_central,35.01694,-97.884109
jackson,ok,115.6,45.6,115.5,58.6,13.4,17.3,41147,west_south_central,34.587971,-99.414757
johnston,ok,105,43.2,95.9,54.9,25.8,20.5,35171,west_south_central,34.316493,-96.660664
kay,ok,130.4,46.8,115.2,72.9,12.5,19.6,41098,west_south_central,36.818006,-97.143923
kingfisher,ok,120.4,46.9,116.9,70.4,19,10.4,54982,west_south_central,35.945391,-97.942109
le flore,ok,72,36.2,84.1,62.2,6.6,24.3,35122,west_south_central,34.900302,-94.703387
lincoln,ok,79.5,42.3,98.3,66.3,11.6,15.8,42378,west_south_central,35.702998,-96.880916
logan,ok,124.2,44.4,131.8,67.4,18.4,12.8,57490,west_south_central,35.919342,-97.443322
marshall,ok,116.2,47.4,94.9,71.7,21.3,19.2,38055,west_south_central,34.02449,-96.769132
mayes,ok,99.3,46.3,104.8,84.2,19.2,20,41142,west_south_central,36.301878,-95.230846
mcclain,ok,113.9,43.9,128.3,83,23.6,10,57784,west_south_central,35.009336,-97.444302
mccurtain,ok,133.5,44.7,114.1,94.2,11.9,25.4,31319,west_south_central,34.115295,-94.771332
mcintosh,ok,100.6,43.8,87.3,76.9,21.2,18.8,38094,west_south_central,35.373665,-95.666838
muskogee,ok,117.1,43.9,130.6,97.9,15.2,19.9,38574,west_south_central,35.616131,-95.379527
oklahoma,ok,122.6,41.8,140.9,69.5,16.1,17.5,45988,west_south_central,35.551523,-97.407203
okmulgee,ok,116.6,43.3,143.4,95.2,17.7,19.7,36588,west_south_central,35.646665,-95.964308
osage,ok,99.6,35.7,105.4,55.9,14.6,14,49999,west_south_central,36.629189,-96.398488
ottawa,ok,99.6,45.5,76.5,80.2,16.5,22.6,35921,west_south_central,36.835511,-94.810437
pawnee,ok,104.8,34.5,94,77.7,16.6,15.4,42967,west_south_central,36.316927,-96.699299
payne,ok,121.5,45,104.5,62,24.2,23,39609,west_south_central,36.077315,-96.975771
pittsburg,ok,111.5,42.3,100.6,76.3,14.3,18.1,41105,west_south_central,34.923913,-95.748399
pontotoc,ok,98.8,43.3,114.5,73.3,17,20.5,40479,west_south_central,34.728,-96.684439
pottawatomie,ok,126.6,39.4,126.3,85.4,18.6,19,44405,west_south_central,35.206721,-96.948301
rogers,ok,121.9,46,122.7,62.8,19.2,9.2,55865,west_south_central,36.37157,-95.604362
seminole,ok,99.6,44.2,104.7,85.9,17.2,23.7,34731,west_south_central,35.167486,-96.615518
sequoyah,ok,93.9,43.2,99.3,71.1,8.9,25,33912,west_south_central,35.495353,-94.755244
stephens,ok,119.7,44.8,101.9,69.2,21.9,15.9,45607,west_south_central,34.485593,-97.851484
tulsa,ok,135.6,43.1,134.8,67.1,16.9,15.7,48082,west_south_central,36.121078,-95.941482
wagoner,ok,114.3,36.1,121.9,68.8,16,11.5,53098,west_south_central,35.961095,-95.521181
washington,ok,120,43.5,79.3,78.6,17.7,13.8,46836,west_south_central,36.715236,-95.90437
woodward,ok,94.4,41.7,94.4,41,19.5,14.6,54158,west_south_central,36.422673,-99.264971
baker,or,121.8,32,90.8,65,26.9,14.5,42200,pacific,44.709225,-117.675341
benton,or,130.3,34.7,106.2,48.9,35.7,20.8,50714,pacific,44.491759,-123.429311
clackamas,or,142.2,37.9,112.3,55.2,32.8,9.7,66514,pacific,45.188143,-122.220947
clatsop,or,121.5,48.5,115.8,72.4,24.6,16.7,43048,pacific,46.017467,-123.716773
columbia,or,133.1,40.5,98.9,63.2,27.7,11.8,55222,pacific,45.943766,-123.088049
coos,or,122.6,34.2,120.5,73.5,15.4,19.6,37583,pacific,43.185014,-124.093328
crook,or,118,29.1,123.4,54,28.1,17.4,43343,pacific,44.142194,-120.356584
curry,or,100.5,32,73.7,61.9,17.2,18.7,37175,pacific,42.466613,-124.215341
deschutes,or,124.7,33.1,133.3,53.1,39,15.2,49427,pacific,43.914883,-121.227892
douglas,or,96.7,31.2,115.3,67,29.1,19.5,40243,pacific,43.285361,-123.179423
grant,or,80.7,26.8,108.6,41.9,39,18,40569,pacific,44.491247,-119.007383
hood river,or,132,34.2,126.8,45.6,24.7,14.8,50891,pacific,45.519107,-121.651105
jackson,or,131.6,36.7,100.8,62.6,21.2,18.7,43393,pacific,42.432149,-122.728431
jefferson,or,121.5,45.1,91.8,50.9,23.4,21.8,41107,pacific,44.629418,-121.175443
josephine,or,134.7,42.2,104,72.1,19.3,19.4,37619,pacific,42.36546,-123.55558
klamath,or,113.5,44.6,105.6,60.3,24.2,18.2,37542,pacific,42.686342,-121.650125
lane,or,112.7,33.1,114.2,53.9,20.6,21.1,43778,pacific,43.941552,-122.87655
lincoln,or,126.1,37.5,102.5,74.4,26.8,20.1,39801,pacific,44.645675,-123.907699
linn,or,125.6,34,111.4,71.3,20.7,19,44941,pacific,44.488679,-122.534319
malheur,or,116.2,43.3,137.2,54,17.4,29.4,34565,pacific,43.193409,-117.623069
marion,or,120.8,39.5,121.4,66.1,26.7,18.8,46919,pacific,44.903299,-122.584593
multnomah,or,137,39.7,106.1,62.2,28.1,18.2,53624,pacific,45.546864,-122.41513
polk,or,142.4,42,133.4,52.1,33.9,18.3,51224,pacific,44.903494,-123.413342
tillamook,or,103.2,37.6,94.8,63.6,32.5,16.6,41584,pacific,45.456452,-123.758771
umatilla,or,108.4,43.5,117.3,58,23.5,17.1,47053,pacific,45.591895,-118.736833
union,or,138.4,42.2,126.9,44.7,18.9,19.4,41331,pacific,45.310346,-118.008997
wasco,or,113,40.9,105.5,74.1,21.4,17.2,42461,pacific,45.160048,-121.168159
washington,or,134.6,33.8,103.4,48,30.7,10.9,63632,pacific,45.560072,-123.098388
yamhill,or,137.3,37.7,95.8,65.2,22.3,14.3,57427,pacific,45.232595,-123.308141
adams,pa,123,42.2,96.7,59.2,26.9,9.5,57725,middle_atlantic,39.871441,-77.2179
allegheny,pa,135.6,43.3,120.7,72.5,17.8,13.5,51400,middle_atlantic,40.468834,-79.981195
armstrong,pa,129.7,48.4,111.2,66.4,19.6,14.7,42927,middle_atlantic,40.812291,-79.464539
beaver,pa,139.5,40,97.5,76.5,14.4,11.3,49215,middle_atlantic,40.682263,-80.349287
bedford,pa,126.4,41.8,135.2,51,21.5,13.5,48003,middle_atlantic,40.006555,-78.490317
berks,pa,126.8,43.5,122.9,64.1,23.2,14,55634,middle_atlantic,40.416296,-75.925999
blair,pa,117.3,51,98.7,66.3,19.2,16.2,41756,middle_atlantic,40.480995,-78.348604
bradford,pa,124.7,47,115.9,70.7,26.9,13.5,49117,middle_atlantic,41.788668,-76.515453
bucks,pa,138.1,40.6,133.1,62.5,29.5,6.4,73662,middle_atlantic,40.336945,-75.106865
butler,pa,137.9,44.9,156.8,61.4,23.2,9.4,58430,middle_atlantic,40.91172,-79.912993
cambria,pa,118.1,52.9,119,56.7,19.5,16.2,40930,middle_atlantic,40.495294,-78.713703
carbon,pa,125.5,41.1,111.7,72.7,19.9,14.1,44338,middle_atlantic,40.918183,-75.708822
centre,pa,132.4,37.9,125.3,53.1,32.4,18.4,52559,middle_atlantic,40.919342,-77.819951
chester,pa,134,37.3,136.1,54,31.4,7,83775,middle_atlantic,39.973141,-75.748454
clarion,pa,114.6,51.4,135.9,59.2,23.4,18.7,40043,middle_atlantic,41.19239,-79.420964
clearfield,pa,111,46.1,130,60.3,19.5,16.5,39912,middle_atlantic,41.000193,-78.474111
clinton,pa,113.2,51,102,67.7,19.8,14.2,44887,middle_atlantic,41.234054,-77.638106
columbia,pa,130.6,43.1,120.5,58,27.6,17.1,45564,middle_atlantic,41.048653,-76.40515
crawford,pa,120.4,49.1,141.4,67.5,18.9,14.4,43793,middle_atlantic,41.684696,-80.106277
cumberland,pa,132,44.1,90.8,56.8,30.6,8.6,60134,middle_atlantic,40.163628,-77.265543
dauphin,pa,123.8,44.4,105.3,66.7,25.5,13.8,53480,middle_atlantic,40.41544,-76.779474
delaware,pa,139.1,46.8,152,70.8,28,10.9,64186,middle_atlantic,39.916807,-75.3989
elk,pa,134.8,45.5,194,65.8,18.4,9.8,46388,middle_atlantic,41.425227,-78.649086
erie,pa,131,38.3,137.3,66.5,17.1,17.9,44223,middle_atlantic,42.117476,-80.098106
fayette,pa,118,49.3,99.4,77.5,10.6,19.2,37929,middle_atlantic,39.9199,-79.647369
franklin,pa,106.4,45.5,111.2,58.5,26.5,11.8,53913,middle_atlantic,39.92742,-77.721268
fulton,pa,117.4,37.5,102.6,54.3,33.1,12.5,46032,middle_atlantic,39.925344,-78.112684
greene,pa,139.6,55.6,87.1,84.2,14.7,16.3,45156,middle_atlantic,39.8538,-80.222874
huntingdon,pa,102.1,41.4,97.4,58.4,16.6,14.8,42479,middle_atlantic,40.416934,-77.981208
indiana,pa,105.3,44.1,113.6,52.9,15.9,14.7,44504,middle_atlantic,40.652049,-79.08755
jefferson,pa,112.5,47.4,152.7,66.1,23.5,15.5,41637,middle_atlantic,41.128145,-78.999421
juniata,pa,104,41.5,55.8,54.7,28.1,11.8,46183,middle_atlantic,40.531065,-77.402163
lackawanna,pa,125.9,45.4,113.5,70.4,16.2,14.8,44926,middle_atlantic,41.436786,-75.609196
lancaster,pa,122.5,39.8,113,53.3,23.2,10.5,56766,middle_atlantic,40.042438,-76.247704
