county,lat,lon,prop_housing,median_income,avg_duration,median_age,same_house,same_county,same_state,car_alone,carpool,public_transit,walked,transit_other,work_at_home,region
Prince William County,38.768225,-77.607822,20.458096828046745,149750.0,43.183888414460576,32.3,90.0,1.0,5.0,82.0,8.0,2.0,0.0,1.0,7.0,northern_virginia
Prince William County,38.761213,-77.592349,20.4470804904399,137917.0,42.76457883369331,31.7,93.0,2.0,1.0,81.0,6.0,9.0,1.0,0.0,4.0,northern_virginia
Prince William County,38.748649,-77.600281,21.62663066488788,125179.0,44.3973399833749,36.0,93.0,2.0,2.0,83.0,7.0,4.0,3.0,0.0,4.0,northern_virginia
Prince William County,38.745246,-77.572999,20.70188179507444,140451.0,46.433048433048434,30.6,84.0,4.0,3.0,71.0,11.0,9.0,0.0,0.0,9.0,northern_virginia
Prince William County,38.72766,-77.553236,23.66351506583017,135804.0,41.24951418577536,32.2,88.0,4.0,6.0,77.0,12.0,6.0,0.0,0.0,5.0,northern_virginia
Prince William County,38.726332,-77.613166,25.604365620736697,91625.0,39.496883348174535,43.1,94.0,4.0,1.0,80.0,11.0,1.0,2.0,1.0,5.0,northern_virginia
Prince William County,38.853119,-77.577362,21.471107643024354,146094.0,42.91371755982474,43.2,95.0,3.0,2.0,80.0,10.0,1.0,1.0,1.0,6.0,northern_virginia
Prince William County,38.811462,-77.591197,23.917488708626387,89006.0,40.0293542074364,69.0,89.0,7.0,2.0,78.0,8.0,1.0,0.0,0.0,13.0,northern_virginia
Prince William County,38.830455,-77.620263,19.181688381224344,179296.0,41.61218217379156,34.2,91.0,2.0,3.0,75.0,13.0,4.0,1.0,1.0,7.0,northern_virginia
Prince William County,38.814722,-77.623734,24.613157534380566,102238.0,39.09640762463343,29.3,93.0,2.0,4.0,85.0,8.0,3.0,0.0,1.0,3.0,northern_virginia
Prince William County,38.806108,-77.624103,20.410773702063583,123523.0,40.89824561403509,32.1,93.0,2.0,3.0,78.0,19.0,1.0,1.0,0.0,1.0,northern_virginia
Prince William County,38.797416,-77.645101,25.13284308487386,102941.0,36.40671273445212,31.9,81.0,4.0,9.0,77.0,11.0,2.0,0.0,0.0,9.0,northern_virginia
Prince William County,38.8631,-77.66877,22.46774219337096,125086.0,42.34987990392314,42.8,97.0,0.0,3.0,80.0,7.0,4.0,1.0,1.0,6.0,northern_virginia
Prince William County,38.835431,-77.655606,22.665133682020883,150469.0,47.16711349419124,34.0,86.0,5.0,2.0,83.0,5.0,4.0,1.0,1.0,7.0,northern_virginia
Prince William County,38.853949,-77.654513,20.77230359520639,125417.0,49.07276995305164,59.8,95.0,1.0,3.0,77.0,14.0,0.0,0.0,2.0,7.0,northern_virginia
Prince William County,38.787528,-77.493956,21.487623731787796,80921.0,44.65542885473475,37.5,87.0,5.0,7.0,73.0,22.0,2.0,0.0,0.0,2.0,northern_virginia
Prince William County,38.797256,-77.498912,24.057016629850374,71979.0,34.65564738292011,30.3,88.0,6.0,4.0,78.0,13.0,3.0,0.0,4.0,2.0,northern_virginia
Prince William County,38.778199,-77.494071,24.474704662277933,66534.0,30.69461985349836,31.6,85.0,8.0,2.0,79.0,13.0,2.0,4.0,0.0,2.0,northern_virginia
Prince William County,38.790289,-77.468728,26.493136031378146,67308.0,36.25132837407014,30.0,90.0,4.0,5.0,61.0,35.0,1.0,0.0,0.0,3.0,northern_virginia
Prince William County,38.787495,-77.446943,26.09801370964206,68419.0,37.7828902522154,33.5,85.0,5.0,8.0,75.0,15.0,6.0,0.0,1.0,3.0,northern_virginia
Pulaski County,37.17468,-80.639291,17.43622860833064,49552.0,24.618021547502448,44.7,88.0,4.0,8.0,83.0,9.0,0.0,3.0,0.0,4.0,greater_roanoke_area
Pulaski County,37.058052000000004,-80.754774,20.62700391877449,33684.0,17.11006076975017,46.2,87.0,11.0,2.0,83.0,8.0,0.0,0.0,6.0,2.0,greater_roanoke_area
Pulaski County,37.130691,-80.763944,16.29465463563928,56853.0,17.06221198156682,47.8,90.0,2.0,5.0,88.0,10.0,1.0,0.0,0.0,1.0,greater_roanoke_area
Pulaski County,37.074509,-80.844625,17.089478384706368,41429.0,23.35297131147541,44.9,92.0,7.0,0.0,81.0,10.0,0.0,1.0,3.0,4.0,greater_roanoke_area
Pulaski County,36.997791,-80.764223,17.087504936235455,43049.0,26.04355716878403,42.6,87.0,11.0,2.0,87.0,8.0,0.0,2.0,2.0,2.0,greater_roanoke_area
Pulaski County,36.978814,-80.649997,14.540005117146096,54718.0,33.69036903690369,42.8,94.0,2.0,3.0,80.0,15.0,0.0,0.0,1.0,4.0,greater_roanoke_area
Pulaski County,37.084495,-80.642621,12.583331859737228,56551.0,23.151143335192415,46.8,84.0,8.0,7.0,84.0,10.0,0.0,0.0,3.0,3.0,greater_roanoke_area
Pulaski County,37.109611,-80.681437,19.29174028818157,40183.0,23.323881537492124,42.4,90.0,3.0,7.0,77.0,18.0,3.0,1.0,0.0,1.0,greater_roanoke_area
Rappahannock County,38.748208,-78.187116,21.76425537840284,57452.0,33.75532821824382,48.4,95.0,2.0,1.0,62.0,21.0,3.0,2.0,1.0,12.0,northern_virginia
Rappahannock County,38.644658,-78.141675,18.41267779437553,61588.0,34.24903368304804,49.6,90.0,5.0,3.0,72.0,7.0,2.0,4.0,2.0,14.0,northern_virginia
Richmond County,37.946238,-76.769214,18.343783783783785,46250.0,29.537993920972646,48.3,90.0,4.0,4.0,80.0,5.0,2.0,2.0,2.0,10.0,coastal_virginia
Richmond County,37.911161,-76.618228,13.8448640664298,50098.0,25.518824609733702,40.9,93.0,2.0,4.0,82.0,14.0,1.0,1.0,0.0,1.0,coastal_virginia
Roanoke County,37.350703,-80.127732,14.05605265103897,67615.0,25.52547770700637,47.0,91.0,2.0,6.0,85.0,7.0,0.0,2.0,1.0,4.0,greater_roanoke_area
Roanoke County,37.325322,-80.012115,21.047236148708173,62431.0,16.861332007952285,41.3,91.0,6.0,3.0,93.0,4.0,0.0,0.0,1.0,2.0,greater_roanoke_area
Roanoke County,37.345157,-79.93686,20.95579010755566,59783.0,21.798319327731093,40.0,90.0,3.0,4.0,84.0,6.0,0.0,4.0,0.0,6.0,greater_roanoke_area
Roanoke County,37.333777,-79.952299,22.012877576595653,46282.0,17.92650482208181,47.0,82.0,4.0,10.0,86.0,8.0,0.0,1.0,3.0,2.0,greater_roanoke_area
Roanoke County,37.34529,-79.975383,19.37043167469862,68269.0,19.91561181434599,47.6,92.0,3.0,4.0,89.0,2.0,0.0,1.0,2.0,5.0,greater_roanoke_area
Roanoke County,37.291485,-80.135701,20.65139217096476,58398.0,20.899733130003813,49.7,92.0,2.0,4.0,90.0,4.0,1.0,0.0,0.0,5.0,greater_roanoke_area
Roanoke County,37.234531,-80.12904,17.060908266710623,72798.0,21.274312541918174,43.8,88.0,1.0,8.0,88.0,3.0,0.0,2.0,1.0,7.0,greater_roanoke_area
Roanoke County,37.178787,-80.10096,19.766206163655685,75280.0,23.942848219862586,43.3,84.0,6.0,7.0,84.0,9.0,0.0,0.0,0.0,7.0,greater_roanoke_area
Roanoke County,37.230618,-80.032267,14.220279867210154,95188.0,19.501672240802677,45.7,87.0,6.0,4.0,89.0,5.0,0.0,0.0,1.0,5.0,greater_roanoke_area
Roanoke County,37.240592,-80.011351,20.804804804804807,49950.0,17.60194875496211,38.9,83.0,4.0,8.0,83.0,10.0,1.0,0.0,2.0,2.0,greater_roanoke_area
Roanoke County,37.230192,-79.994116,20.06466512702079,54125.0,18.961997487437184,36.0,71.0,10.0,10.0,91.0,6.0,0.0,1.0,0.0,1.0,greater_roanoke_area
Roanoke County,37.212482,-80.00295,17.689826034607844,64783.0,20.307820299500833,48.4,93.0,1.0,5.0,90.0,5.0,0.0,0.0,0.0,5.0,greater_roanoke_area
Roanoke County,37.182186,-79.961535,19.905737911138694,59621.0,20.649307844429796,47.5,91.0,5.0,3.0,91.0,4.0,0.0,0.0,0.0,5.0,greater_roanoke_area
Roanoke County,37.222754,-79.891568,23.1132466241405,48284.0,22.38056460369164,42.8,93.0,2.0,3.0,91.0,7.0,1.0,0.0,0.0,1.0,greater_roanoke_area
Roanoke County,37.270234,-79.887911,20.869565217391305,41170.0,19.561243144424132,34.0,74.0,13.0,12.0,84.0,11.0,1.0,2.0,1.0,1.0,greater_roanoke_area
Roanoke County,37.282744,-79.889369,15.962314419754039,51797.0,19.897600936220012,42.2,86.0,9.0,4.0,89.0,3.0,1.0,0.0,4.0,4.0,greater_roanoke_area
Roanoke County,37.282899,-79.86094,21.25961445628037,62146.0,22.509487666034154,43.7,90.0,2.0,7.0,88.0,10.0,0.0,0.0,0.0,2.0,greater_roanoke_area
Roanoke County,37.326063,-79.892516,20.07458210551021,76694.0,19.16162634408602,42.7,91.0,2.0,3.0,86.0,8.0,0.0,0.0,0.0,6.0,greater_roanoke_area
Rockbridge County,37.838348,-79.285855,18.940609951845907,48594.0,21.47798742138365,41.1,88.0,8.0,2.0,88.0,6.0,0.0,1.0,2.0,3.0,greater_roanoke_area
Rockbridge County,37.936489,-79.449246,20.921750663129973,36192.0,24.88659793814433,56.1,87.0,5.0,4.0,81.0,10.0,1.0,1.0,2.0,5.0,greater_roanoke_area
Rockbridge County,37.742653,-79.554848,18.203649523938374,59131.0,20.29340348037232,50.7,89.0,5.0,4.0,83.0,7.0,0.0,0.0,2.0,8.0,greater_roanoke_area
Rockbridge County,37.633214,-79.459331,15.12615999826136,46013.0,21.645750142612663,46.2,87.0,7.0,5.0,82.0,14.0,0.0,0.0,0.0,4.0,greater_roanoke_area
Rockingham County,38.37543,-78.594937,15.170406412233639,46037.0,26.732348111658457,47.2,92.0,7.0,0.0,88.0,6.0,2.0,0.0,1.0,3.0,northern_virginia
Rockingham County,38.406869,-78.603211,20.98543058437265,43859.0,26.19947848761408,43.3,90.0,4.0,5.0,85.0,8.0,0.0,6.0,0.0,1.0,northern_virginia
Rockingham County,38.433836,-78.679735,20.584401131919495,62902.0,25.99199288256228,44.1,91.0,5.0,2.0,85.0,7.0,0.0,2.0,0.0,5.0,northern_virginia
Rockingham County,38.556981,-78.717036,18.385871094849424,56848.0,22.69406392694064,43.8,93.0,3.0,2.0,83.0,6.0,1.0,3.0,2.0,6.0,northern_virginia
Rockingham County,38.47254,-78.7797,15.567305968811615,44632.0,19.918314703353396,31.6,87.0,11.0,1.0,77.0,13.0,0.0,0.0,0.0,9.0,northern_virginia
Rockingham County,38.522577,-78.858641,17.639032458135205,48370.0,19.795799299883313,40.5,90.0,2.0,8.0,81.0,10.0,2.0,2.0,0.0,5.0,northern_virginia
Rockingham County,38.587757,-78.871202,20.514773073408467,52528.0,22.687898089171973,39.8,94.0,4.0,2.0,82.0,11.0,0.0,2.0,1.0,4.0,northern_virginia
Rockingham County,38.607821,-78.75679,20.290050590219224,44475.0,20.127062706270628,41.0,86.0,10.0,3.0,86.0,9.0,0.0,0.0,0.0,4.0,northern_virginia
Rockingham County,38.660999,-78.792272,18.858290784297314,47788.0,27.877094972067038,43.4,81.0,9.0,6.0,73.0,17.0,0.0,1.0,1.0,8.0,northern_virginia
Rockingham County,38.693103,-78.966096,19.12460732984293,47750.0,29.251789199739754,45.3,92.0,7.0,1.0,80.0,7.0,0.0,11.0,0.0,1.0,northern_virginia
Rockingham County,38.547571,-79.033267,14.918898528857035,63624.0,22.558581380620645,40.4,91.0,5.0,3.0,82.0,5.0,0.0,1.0,1.0,11.0,northern_virginia
Rockingham County,38.477003,-79.097999,17.435249526216047,55405.0,23.844463971880494,37.1,94.0,2.0,3.0,73.0,11.0,0.0,4.0,1.0,10.0,northern_virginia
Rockingham County,38.441014,-78.929913,14.316254051444727,58004.0,17.09926769731489,41.4,93.0,2.0,3.0,74.0,8.0,0.0,7.0,2.0,9.0,northern_virginia
Rockingham County,38.390065,-78.9646,19.640665104341036,53766.0,17.077198567449265,32.0,86.0,4.0,7.0,75.0,9.0,0.0,8.0,2.0,7.0,northern_virginia
Rockingham County,38.366555,-78.96151,21.647141724654276,56765.0,18.70019920318725,40.3,90.0,6.0,2.0,78.0,9.0,4.0,1.0,2.0,7.0,northern_virginia
Rockingham County,38.365536,-78.892684,20.002050230650948,48775.0,20.390987408880054,36.0,86.0,9.0,5.0,89.0,6.0,0.0,1.0,1.0,4.0,northern_virginia
Rockingham County,38.339991,-78.826292,22.297633591240213,66303.0,20.79734219269103,43.4,90.0,5.0,4.0,85.0,5.0,0.0,1.0,2.0,6.0,northern_virginia
Rockingham County,38.392101,-78.761583,19.148936170212767,66552.0,19.384707287933093,40.1,92.0,1.0,6.0,90.0,4.0,0.0,1.0,3.0,1.0,northern_virginia
Rockingham County,38.281568,-78.740657,21.97869367796018,45808.0,24.041450777202073,42.4,93.0,4.0,2.0,88.0,8.0,1.0,1.0,1.0,2.0,northern_virginia
Russell County,37.068128,-81.932236,19.60007475238273,26755.0,33.07011070110701,40.8,91.0,7.0,1.0,93.0,4.0,0.0,0.0,0.0,2.0,western_virginia
Russell County,36.965571,-82.145968,16.60035770339818,27397.0,28.43891402714932,43.3,91.0,3.0,2.0,83.0,11.0,0.0,4.0,1.0,2.0,western_virginia
Russell County,36.809797,-82.286671,15.747946970103591,37262.0,29.57207207207207,44.9,87.0,8.0,2.0,85.0,9.0,0.0,2.0,0.0,3.0,western_virginia
Russell County,36.879875,-82.072283,13.408374049106314,48507.0,28.137057877813504,42.0,95.0,2.0,2.0,84.0,10.0,0.0,2.0,1.0,2.0,western_virginia
Russell County,36.958426,-81.890543,13.364307187756216,43908.0,26.165966386554622,49.5,92.0,6.0,2.0,87.0,4.0,0.0,0.0,2.0,7.0,western_virginia
Russell County,37.017453,-82.02961,15.76074056491811,37917.0,27.001466275659823,42.9,92.0,3.0,3.0,84.0,14.0,0.0,0.0,0.0,2.0,western_virginia
Russell County,36.880139,-82.22419,18.476987447698747,29875.0,25.899014778325125,43.2,90.0,6.0,3.0,88.0,9.0,0.0,0.0,0.0,2.0,western_virginia
Scott County,36.646561,-82.615894,16.263341435062877,37852.0,23.265235457063714,41.9,88.0,8.0,1.0,92.0,7.0,0.0,1.0,0.0,0.0,western_virginia
Scott County,36.647883,-82.829568,12.306433705370186,34226.0,32.52569750367107,44.5,86.0,5.0,7.0,86.0,10.0,0.0,0.0,2.0,2.0,western_virginia
Scott County,36.79518,-82.634598,11.710616082816717,33713.0,32.48058671268335,43.3,90.0,8.0,1.0,89.0,8.0,0.0,1.0,0.0,2.0,western_virginia
Scott County,36.749297,-82.51841,12.072779165180163,42045.0,36.432370820668694,46.1,85.0,10.0,3.0,78.0,17.0,0.0,2.0,0.0,2.0,western_virginia
Scott County,36.664685,-82.422041,13.360572012257405,39160.0,25.595794392523363,46.9,97.0,1.0,1.0,88.0,8.0,0.0,0.0,0.0,4.0,western_virginia
Scott County,36.612416,-82.586987,16.514263146702312,32917.0,24.598484848484848,50.1,86.0,12.0,0.0,87.0,7.0,0.0,1.0,2.0,3.0,western_virginia
Shenandoah County,39.003288,-78.37319,23.142737480305538,50141.0,33.11105722599418,38.3,81.0,7.0,8.0,84.0,10.0,0.0,3.0,1.0,3.0,northern_virginia
Shenandoah County,38.819218,-78.769089,23.28894706370982,39727.0,35.961934156378604,51.9,95.0,4.0,1.0,89.0,5.0,0.0,2.0,0.0,4.0,northern_virginia
Shenandoah County,38.97967,-78.532326,22.469729897547346,51536.0,40.89753466872111,45.8,89.0,2.0,9.0,77.0,14.0,0.0,0.0,1.0,8.0,northern_virginia
Shenandoah County,38.934763,-78.45869,20.874893617021275,58750.0,28.445060483870968,43.3,90.0,5.0,3.0,83.0,14.0,0.0,0.0,0.0,2.0,northern_virginia
Shenandoah County,38.837878,-78.452954,16.24958988278104,67054.0,45.610997963340125,51.0,96.0,2.0,1.0,77.0,19.0,0.0,0.0,0.0,5.0,northern_virginia
Shenandoah County,38.880062,-78.544277,23.646138581877754,43339.0,28.046875,41.7,73.0,15.0,6.0,80.0,13.0,1.0,4.0,1.0,2.0,northern_virginia
Shenandoah County,38.826162,-78.606455,20.852893605270424,50698.0,29.05832320777643,41.7,87.0,10.0,1.0,80.0,16.0,0.0,0.0,1.0,3.0,northern_virginia
Shenandoah County,38.757237,-78.673137,17.97870255438688,45921.0,24.96065057712487,43.8,87.0,8.0,2.0,82.0,11.0,0.0,3.0,0.0,3.0,northern_virginia
Shenandoah County,38.679762,-78.675135,19.839650837326246,42158.0,24.04507434944238,46.9,86.0,7.0,4.0,81.0,9.0,0.0,3.0,2.0,5.0,northern_virginia
Smyth County,36.921863,-81.519009,11.61717733349107,50718.0,21.63439194422928,48.8,93.0,5.0,1.0,85.0,9.0,0.0,1.0,0.0,5.0,western_virginia
Smyth County,36.914517,-81.73393,19.850921930168695,30588.0,26.885196374622357,39.5,90.0,8.0,1.0,90.0,7.0,0.0,1.0,1.0,0.0,western_virginia
Smyth County,36.833764,-81.612274,15.791747055605148,34727.0,17.53676470588235,37.9,88.0,9.0,0.0,77.0,16.0,2.0,3.0,0.0,2.0,western_virginia
Smyth County,36.855519,-81.536102,20.456545977348746,34082.0,13.587145338737695,47.3,89.0,5.0,3.0,89.0,6.0,2.0,1.0,1.0,1.0,western_virginia
Smyth County,36.834984,-81.358955,12.8717845659164,39808.0,21.097560975609756,44.6,87.0,6.0,5.0,89.0,7.0,0.0,1.0,0.0,3.0,western_virginia
Smyth County,36.775562,-81.411447,16.079387772264738,35673.0,20.0390625,45.6,90.0,5.0,3.0,79.0,9.0,0.0,1.0,10.0,1.0,western_virginia
Smyth County,36.790109,-81.515828,19.17262231995602,29104.0,21.180257510729614,47.2,79.0,12.0,3.0,78.0,13.0,2.0,2.0,2.0,2.0,western_virginia
Smyth County,36.803331,-81.649647,17.36513696508386,45194.0,19.185714285714287,44.1,83.0,12.0,1.0,87.0,6.0,0.0,1.0,3.0,4.0,western_virginia
Smyth County,36.718221,-81.591389,14.794901506373117,43150.0,27.56306760847629,40.6,90.0,9.0,1.0,93.0,5.0,0.0,0.0,2.0,1.0,western_virginia
Southampton County,36.853619,-76.975018,18.176916596461666,59350.0,32.36347750109218,44.8,93.0,2.0,5.0,85.0,11.0,1.0,1.0,0.0,2.0,coastal_virginia
Southampton County,36.704317,-77.272188,23.740904551291198,42054.0,32.282120395327944,44.9,93.0,6.0,0.0,90.0,6.0,0.0,1.0,2.0,2.0,greater_richmond_area
Southampton County,36.695293,-76.996009,17.768276025892273,50517.0,28.07063326374391,42.3,89.0,6.0,3.0,87.0,9.0,0.0,0.0,1.0,3.0,coastal_virginia
Southampton County,36.602541,-77.141043,23.61619887325367,39583.0,35.28335301062574,45.2,91.0,4.0,3.0,89.0,5.0,0.0,1.0,4.0,2.0,greater_richmond_area
Spotsylvania County,38.28784,-77.653939,22.218916426170004,100833.0,43.0230179028133,34.4,88.0,8.0,1.0,76.0,13.0,3.0,0.0,1.0,7.0,northern_virginia
Spotsylvania County,38.342031,-77.664137,19.262658844413654,92386.0,46.08444444444444,40.4,88.0,8.0,3.0,76.0,15.0,3.0,0.0,0.0,6.0,northern_virginia
Spotsylvania County,38.315696,-77.582578,25.525503981634262,83634.0,38.605971404541634,44.5,93.0,1.0,4.0,74.0,18.0,5.0,0.0,0.0,3.0,northern_virginia
Spotsylvania County,38.273742,-77.502832,14.868329763808031,132604.0,41.10738255033557,39.5,97.0,2.0,1.0,66.0,12.0,6.0,1.0,4.0,12.0,northern_virginia
Spotsylvania County,38.281114,-77.521853,29.08055986237071,47083.0,29.672256097560975,32.6,74.0,8.0,16.0,75.0,20.0,1.0,1.0,1.0,1.0,northern_virginia
Spotsylvania County,38.281472,-77.543295,30.667308190532587,54038.0,32.891373801916934,48.1,88.0,6.0,1.0,66.0,17.0,3.0,8.0,0.0,6.0,northern_virginia
Spotsylvania County,38.275123,-77.558207,21.96164383561644,73e3,30.672353236327144,35.4,80.0,12.0,7.0,87.0,7.0,1.0,0.0,3.0,2.0,northern_virginia
Spotsylvania County,38.283378,-77.577914,18.637922586967175,102050.0,37.814625850340136,34.6,90.0,2.0,2.0,78.0,14.0,1.0,0.0,2.0,5.0,northern_virginia
Spotsylvania County,38.277222,-77.58776,18.407259200811588,106458.0,41.1960025789813,35.4,84.0,9.0,5.0,80.0,10.0,3.0,0.0,4.0,4.0,northern_virginia
Spotsylvania County,38.254808,-77.618862,21.844225604297225,90477.0,36.21055226824458,36.9,91.0,3.0,4.0,84.0,10.0,0.0,0.0,0.0,6.0,northern_virginia
Spotsylvania County,38.263197,-77.571952,24.36699434018469,80568.0,40.656173344235484,34.3,85.0,9.0,5.0,75.0,12.0,3.0,0.0,1.0,8.0,northern_virginia
Spotsylvania County,38.249257,-77.423144,24.822044630769902,68697.0,35.17709766162311,34.5,95.0,1.0,3.0,81.0,12.0,3.0,0.0,1.0,3.0,northern_virginia
Spotsylvania County,38.259042,-77.469738,23.759291648447746,73184.0,32.56201881950385,35.1,83.0,5.0,12.0,74.0,8.0,5.0,1.0,3.0,8.0,northern_virginia
Spotsylvania County,38.236483,-77.457705,20.706435784095056,98636.0,40.955623901581724,35.1,96.0,2.0,1.0,82.0,8.0,8.0,1.0,0.0,1.0,northern_virginia
Spotsylvania County,38.235926,-77.487025,21.89373134328358,83750.0,36.86278964107224,35.9,89.0,4.0,1.0,82.0,10.0,4.0,0.0,0.0,4.0,northern_virginia
Spotsylvania County,38.192714,-77.461343,23.369007830692937,82879.0,35.74706782253952,33.0,94.0,1.0,4.0,83.0,11.0,1.0,0.0,0.0,4.0,greater_richmond_area
Spotsylvania County,38.259014,-77.519023,20.120274914089347,69840.0,32.88758657432072,37.5,80.0,6.0,9.0,85.0,9.0,4.0,0.0,1.0,1.0,northern_virginia
Spotsylvania County,38.241787,-77.510961,22.559039118589986,66439.0,35.849731663685155,32.1,75.0,14.0,4.0,77.0,16.0,2.0,1.0,1.0,3.0,northern_virginia
Spotsylvania County,38.214211,-77.517792,22.451350267791977,97277.0,38.278743315508024,37.1,87.0,9.0,2.0,75.0,20.0,3.0,0.0,1.0,2.0,northern_virginia
Spotsylvania County,38.256902,-77.543152,22.772711531801917,86630.0,38.64368394564671,37.3,89.0,3.0,6.0,86.0,9.0,3.0,0.0,0.0,2.0,northern_virginia
Spotsylvania County,38.248047,-77.554578,21.005454314828125,94604.0,39.99515269025691,33.9,93.0,3.0,4.0,80.0,8.0,3.0,0.0,5.0,4.0,northern_virginia
Spotsylvania County,38.230739,-77.541394,22.55605713017095,81078.0,35.84430176565008,30.7,75.0,13.0,2.0,83.0,14.0,1.0,0.0,0.0,2.0,northern_virginia
Spotsylvania County,38.208206,-77.56552,20.27013832384052,92175.0,40.574859478794075,34.4,89.0,4.0,4.0,87.0,5.0,6.0,0.0,0.0,2.0,northern_virginia
Spotsylvania County,38.148774,-77.566883,23.49325492397937,67679.0,38.775550314465406,33.0,81.0,8.0,4.0,76.0,9.0,3.0,2.0,3.0,6.0,greater_richmond_area
Spotsylvania County,38.090986,-77.618751,23.69245561394493,60323.0,45.59662090813094,38.6,94.0,3.0,3.0,87.0,9.0,1.0,1.0,0.0,3.0,greater_richmond_area
Spotsylvania County,38.069273,-77.707171,27.329144958627033,52208.0,39.18388429752066,38.4,93.0,5.0,0.0,84.0,7.0,1.0,1.0,1.0,5.0,greater_richmond_area
Spotsylvania County,38.147267,-77.84969,28.462367246421426,64970.0,46.39527458492976,47.4,87.0,7.0,6.0,78.0,15.0,0.0,0.0,0.0,7.0,greater_richmond_area
Spotsylvania County,38.171359,-77.724546,17.331467525965106,77893.0,52.87997159090909,43.9,87.0,8.0,4.0,84.0,13.0,0.0,0.0,0.0,2.0,greater_richmond_area
Spotsylvania County,38.240295,-77.733135,18.388808285765723,94427.0,41.044214487300096,41.3,92.0,2.0,4.0,81.0,9.0,2.0,0.0,1.0,6.0,northern_virginia
Spotsylvania County,38.308382,-77.725323,25.475078727331958,73672.0,44.8696682464455,38.3,85.0,4.0,5.0,80.0,8.0,1.0,0.0,2.0,9.0,northern_virginia
Stafford County,38.458792,-77.392434,21.746514394964052,98333.0,40.84192439862543,38.7,77.0,9.0,8.0,76.0,16.0,3.0,1.0,0.0,4.0,northern_virginia
Stafford County,38.424423,-77.381828,21.729511076505275,105313.0,47.30021030494217,34.9,84.0,1.0,6.0,61.0,31.0,4.0,1.0,1.0,3.0,northern_virginia
Stafford County,38.378859,-77.363898,22.72566766405858,107614.0,43.9349701393497,40.2,84.0,5.0,4.0,74.0,10.0,8.0,1.0,2.0,4.0,northern_virginia
Stafford County,38.448823,-77.343096,19.214974355358937,113474.0,46.300179748352306,43.2,86.0,1.0,6.0,71.0,18.0,7.0,0.0,1.0,3.0,northern_virginia
Stafford County,38.483262,-77.375671,23.887994501022014,110566.0,47.88663527707352,34.5,91.0,2.0,2.0,77.0,13.0,6.0,0.0,0.0,5.0,northern_virginia
Stafford County,38.5287,-77.449746,35.367803336656195,53167.0,7.432950191570881,23.1,26.0,5.0,4.0,13.0,5.0,1.0,43.0,0.0,38.0,northern_virginia
Stafford County,38.494815,-77.54133,22.801315686428065,102152.0,42.19747235387046,42.1,90.0,3.0,3.0,80.0,15.0,1.0,1.0,0.0,3.0,northern_virginia
Stafford County,38.427398,-77.477295,19.733956424603907,146367.0,38.086048158640224,40.6,79.0,7.0,7.0,79.0,9.0,2.0,1.0,1.0,7.0,northern_virginia
Stafford County,38.467953,-77.488262,20.08831602816565,125685.0,46.18550724637681,36.3,88.0,1.0,4.0,83.0,11.0,2.0,0.0,1.0,2.0,northern_virginia
Stafford County,38.480568,-77.453412,20.885137672708584,101182.0,41.08918406072106,32.7,90.0,3.0,4.0,84.0,10.0,3.0,0.0,1.0,2.0,northern_virginia
Stafford County,38.483158,-77.405503,28.385548839569974,65019.0,32.80788919000301,30.1,77.0,6.0,13.0,72.0,19.0,3.0,0.0,1.0,6.0,northern_virginia
Stafford County,38.439163,-77.426445,23.311241793459658,96417.0,39.144228205811785,30.3,78.0,5.0,10.0,68.0,20.0,4.0,3.0,0.0,5.0,northern_virginia
Stafford County,38.45828,-77.414022,20.565972293065105,98026.0,33.27067669172932,30.6,83.0,3.0,4.0,81.0,17.0,0.0,0.0,0.0,2.0,northern_virginia
Stafford County,38.466751,-77.42756,20.69252406798463,100964.0,46.98438217730822,31.1,84.0,5.0,2.0,69.0,26.0,5.0,0.0,0.0,1.0,northern_virginia
Stafford County,38.456427,-77.445174,18.549019607843135,153e3,35.39808917197452,38.3,88.0,5.0,2.0,79.0,14.0,3.0,1.0,1.0,2.0,northern_virginia
Stafford County,38.466074,-77.449835,22.70536931611211,96083.0,43.46478873239437,28.6,82.0,10.0,6.0,80.0,17.0,1.0,0.0,0.0,1.0,northern_virginia
Stafford County,38.443862,-77.582449,20.448,112500.0,46.21840242669363,40.5,85.0,8.0,4.0,69.0,18.0,6.0,1.0,1.0,5.0,northern_virginia
Stafford County,38.36515,-77.564837,19.799333519971825,110731.0,41.86941176470588,36.3,87.0,5.0,6.0,74.0,13.0,7.0,1.0,1.0,4.0,northern_virginia
Stafford County,38.35769,-77.47623,30.04198056242452,52167.0,32.953425884460366,36.9,81.0,11.0,3.0,69.0,21.0,2.0,3.0,2.0,4.0,northern_virginia
Stafford County,38.396776,-77.513049,21.472196718693866,100204.0,44.757549978732456,30.9,87.0,1.0,5.0,72.0,19.0,4.0,0.0,0.0,4.0,northern_virginia
Stafford County,38.352793,-77.428891,20.6575682382134,90272.0,39.71977329974811,36.5,89.0,5.0,2.0,79.0,12.0,5.0,0.0,1.0,3.0,northern_virginia
Stafford County,38.334092,-77.450586,21.395939999280568,83399.0,43.0686612965094,33.4,91.0,2.0,2.0,70.0,15.0,9.0,0.0,3.0,3.0,northern_virginia
Stafford County,38.319461,-77.427736,21.237451953576894,107188.0,42.8332840673958,33.5,89.0,6.0,2.0,79.0,10.0,7.0,1.0,2.0,2.0,northern_virginia
